gene,ribo_baseMean,ribo_log2FC,ribo_padj
Fbxw5,355.7589986,0.021659199,0.911130966
Edf1,622.914435,-0.186932108,0.188913734
Phpt1,523.6071404,0.197996619,0.184913154
RGD1560470,924.7069219,0.261676377,0.040854965
Rabl6,827.3942184,0.007271601,0.963446792
Bmyc,633.4011739,-0.999270661,1.93E-11
Kcnt1,157.3984026,-0.032563286,0.89311391
Ubac1,350.2586712,0.23488426,0.144668637
Lhx3,3.779549432,0.184464823,0.721789745
Gpsm1,321.2533725,0.507383716,0.0015663
Dnlz,11.40965177,-0.044515146,0.92819214
Snapc4,74.43298965,-0.370579987,0.166978956
Sdccag3,6.532944598,-0.028780648,0.957303134
Pmpca,441.4241867,0.15795833,0.319766889
Inpp5e,59.66714975,-0.080496353,0.799852075
Egfl7,40.49671224,-1.23610604,7.07E-04
Fam69b,432.2232344,-0.562602222,7.71E-05
Abo,20.39227189,-0.313865358,0.423377628
Surf6,20.06213705,-0.172706794,0.671200241
Surf4,77.04175534,0.025784955,0.932813735
Stkld1,4.899594764,-0.084552039,0.875919449
Slc2a6,210.9740823,-0.766690844,2.45E-05
Fam163b,78.60345149,-0.017645845,0.954187839
Wdr5,62.95640839,-0.366613942,0.191855655
Olfm1,5080.58476,-0.985237873,4.24E-20
Ppp1r26,50.97489431,0.766670699,0.013271341
Mrps2,327.0300438,-0.624024754,1.14E-04
Tsc1,304.0808692,-0.160938267,0.356301218
Gtf3c4,324.9209449,-0.146924172,0.396036705
Setx,1306.951828,0.096879335,0.446471552
Ntng2,275.7215624,0.694881854,3.24E-05
LOC102546892,3.204057482,0.073359344,0.892553402
Trub2,211.8157816,0.123603171,0.536995804
Coq4,102.3601568,-0.283916103,0.244898863
Slc27a4,742.6468202,-0.370199882,0.005032187
Urm1,221.6141133,-0.18588773,0.320619414
Odf2,263.1024517,0.050353106,0.801296938
Zer1,3947.583628,0.193720837,0.064238288
Tbc1d13,286.2648155,-0.128517047,0.475826094
Endog,243.8450853,0.275976906,0.116464468
Lrrc8a,638.3536603,0.731269193,1.20E-08
Dolk,343.3040766,-0.446023691,0.004154306
Miga2,395.9307603,-0.355614135,0.021315388
Dolpp1,110.0905522,0.094210382,0.711429614
Crat,1142.395539,-0.072287659,0.602343513
Ptpa,1163.639689,0.229044086,0.050532359
RGD1311084,60.39587844,0.488504041,0.080600674
Ntmt1,183.4675906,-0.291204057,0.13156387
Asb6,363.4314618,-0.692282161,1.99E-05
Tor1a,198.741186,-0.541091864,0.00308712
RGD1305178,374.7570494,-0.374191914,0.01454581
Exosc2,106.5452555,-0.401286868,0.08073042
Ncs1,2219.522136,1.367332078,3.20E-35
Gpr107,636.6161782,0.030088981,0.855958062
Plpp7,173.3792512,-0.717730704,3.63E-04
Prrc2b,1844.098394,-0.026733797,0.845229082
Swi5,468.0282028,0.130741801,0.397746297
Golga2,600.8510435,-0.140436957,0.327860546
Dnm1,15808.05508,-1.103928539,2.10E-28
RGD1561113,512.7251028,-0.814650817,6.77E-09
Ptges2,490.6539452,-0.094445305,0.550984154
Slc25a25,376.2150891,-0.724459411,1.16E-06
Fam102a,184.540809,0.5019778,0.007766551
Dpm2,228.2348386,-0.194556475,0.297973561
Pip5kl1,12.42735552,-0.094393601,0.840509822
St6galnac4,68.50274145,0.369915394,0.176889965
St6galnac6,142.0568657,0.800856367,1.16E-04
Ak1,376.5468469,-0.276887753,0.088592997
Fpgs,59.03552109,0.252117659,0.378805753
Cdk9,456.5844408,-0.270892941,0.069155432
Sh2d3c,152.0513878,0.474610179,0.024812783
Stxbp1,5467.267912,-0.681017731,1.37E-12
Lrsam1,219.5239382,0.399725507,0.024861784
Slc2a8,312.4931105,-0.079518518,0.662443618
Zbtb43,111.0751483,-0.168060154,0.488771022
Rabepk,198.4713221,0.232458041,0.223653677
Psmd5,412.0360515,-0.067289855,0.697785615
Rab14,1600.425441,-0.345152746,0.003934637
Ndufa8,946.4455062,-0.117662303,0.391249913
Rbm18,297.3699071,-0.281143362,0.092371813
Zbtb6,230.3163381,-0.126589275,0.523626539
Gpr21,5.878372909,0.001878199,0.997056402
Nr5a1,308.6983075,1.852324312,3.89E-27
Arpc5l,6.008064193,-1.378091182,0.013939824
Ppp6c,615.5272117,-0.256427265,0.058724661
Orc4,392.3451568,-0.102786113,0.554893371
Ns5atp4,6.576319635,0.204665466,0.681569555
Mmadhc,459.0549511,-0.081970938,0.614379572
Rprm,29.0694652,-0.937593785,0.018053692
LOC103691813,6.391728471,-0.529318423,0.286766121
Tbr1,236.5766408,-1.100887037,1.74E-08
Bbs5,96.066723,-0.656239506,0.007462163
Klhl41,5.79292649,-0.175700556,0.729013798
Fastkd1,66.58763373,-0.678845223,0.01927511
Phospho2,93.94421579,-0.644806639,0.010329667
Klhl23,635.8296667,-0.74956104,5.92E-09
Mettl5,174.9343856,-0.121648806,0.577056292
Gorasp2,91.95806226,-0.623683697,0.01230049
Dync1i2,1810.517678,-0.223156687,0.048404733
Pdk1,232.6246872,0.356882922,0.041412265
Gpr155,1152.411084,-1.065345999,8.32E-19
Atf2,589.1637231,-0.700834849,1.06E-07
Atp5g3,4045.571403,-0.335923071,6.59E-04
Evx2,7.224511555,0.131377817,0.631383191
Hoxd10,4.695783593,0.173212859,0.515356533
Hoxd9,2.171689638,-0.387768582,0.410431686
Mtx2,435.496901,-0.629423804,1.39E-05
Hnrnpa3,63.77613413,0.043535439,0.89311391
Ttc30a1,5.553486042,0.029894809,0.956806898
Rbm45,321.1099752,-0.340627763,0.031353444
LOC108350407,33.61460131,0.473098072,0.170391951
Ube2e3,542.5084669,-0.641311017,8.14E-06
Neurod1,184.0409496,-1.648095447,2.66E-13
Dnajc10,859.1195291,-0.503774941,2.92E-05
Frzb,376.5210859,-1.73739609,2.24E-23
Dusp19,269.2653131,0.251327798,0.142085656
Zc3h15,80.9928308,-0.673751776,0.012273107
Fam171b,1350.305075,-0.655481532,1.96E-09
Zswim2,4.059220702,-0.002407665,0.996538237
RGD1563348,59.03021259,-0.082245278,0.795003172
Tmx2,1686.95647,-0.147758942,0.208686215
Ypel4,58.59378424,-0.426638566,0.136134748
Timm10,301.1231226,-0.523792486,0.003369121
Rtn4rl2,380.8530256,-1.560658637,4.97E-23
C1qtnf4,4610.474734,-0.905830134,1.49E-17
Ndufs3,1263.20946,-0.278034868,0.016884281
Kbtbd4,345.9552628,-0.323026607,0.042564601
Ptpmt1,248.3156709,0.155303023,0.402702715
Psmc3,1682.889747,-0.55952828,1.37E-07
Madd,1437.819156,-0.590343429,1.66E-07
Harbi1,73.1232275,-0.292913543,0.275697852
Chrm4,329.2529316,-1.657696269,2.54E-20
Pex16,233.9965197,0.015861847,0.94481971
Mapk8ip1,1930.211268,0.700571658,2.67E-11
Cry2,919.0636323,-0.03207982,0.829738661
Slc35c1,108.5285954,-0.534394618,0.019651493
Chst1,1004.563257,-0.924305829,1.26E-12
Syt13,1022.226515,-0.683521156,7.72E-09
Tp53i11,490.8420438,2.713742987,6.05E-75
RGD1564664,136.1437298,0.070020007,0.77286187
Apip,160.9078685,0.196264587,0.350939492
Nat10,166.0940799,-0.195264377,0.351749988
Cd59,898.3690711,0.705300194,5.81E-09
Cstf3,166.9582157,-0.311123878,0.120098234
Immp1l,121.1913857,-0.160280352,0.500264915
Dnajc24,91.28283973,-0.14238787,0.590532463
Arl14ep,368.9455357,-0.283100416,0.066522701
Kcna4,352.1949684,-1.525356203,2.60E-17
Lin7c,665.0898844,-0.099816536,0.488590226
Lpcat4,499.0936056,-1.002930047,4.39E-12
Nop10,72.80747759,-0.29936024,0.284138388
Emc4,851.5854505,-0.48392622,9.89E-05
Emc7,1063.626008,0.007551537,0.960537846
Grem1,34.44578719,-0.315727013,0.35742749
Actc1,6.125653521,0.326728621,0.506011033
Zfp770,166.0383541,-0.501916258,0.010765647
Rasgrp1,7246.892232,-1.708979682,9.80E-41
Srp14,422.9897025,-0.311333304,0.034192662
Pak6,199.4270714,1.34328815,6.75E-13
Inafm2,138.9808552,-0.308813236,0.154384699
Disp2,9762.407157,-1.109707596,2.63E-22
Ivd,1561.081862,0.097967658,0.423840938
Bahd1,826.7717627,-0.606907793,2.95E-06
Ccdc32,754.5303912,-0.984069769,2.25E-15
Rmdn3,148.4452357,-0.091505964,0.69392658
Spint1,70.65726557,0.541627462,0.042563072
Rhov,38.43245297,-0.276604443,0.403032422
Dll4,19.03696221,1.42048668,0.002258221
Chac1,82.44866953,-0.871383055,0.00104242
Ndufaf1,247.7662123,-0.135575596,0.467779678
Rtf1,679.4772346,-0.883103766,5.62E-12
Itpka,2163.290527,-1.780307148,1.71E-41
Ltk,58.22170393,-0.018128291,0.956494314
Rpap1,264.6819424,-0.270583268,0.121931216
Tyro3,1888.604047,-0.969983229,2.57E-20
Pla2g4b,3.080333934,-0.253325151,0.615651115
Pla2g4e,25.58136885,0.315020412,0.394886123
Vps39,650.7666678,-0.503784149,1.56E-04
Lrrc57,39.78805648,-0.02192974,0.953761244
LOC103691872,6.039913796,-0.34745262,0.482951942
Tmem62,303.5706032,-0.30961299,0.061758788
Ccndbp1,520.3258173,-0.487290966,3.74E-04
Adal,41.90515156,0.295918134,0.351749988
Map1a,17427.52161,0.095042185,0.361671134
Ppip5k1,424.2186296,-0.893304159,9.61E-09
Ckmt1b,2764.634045,-1.176502198,4.79E-27
Hypk,295.7871354,-0.379358992,0.021552374
Mfap1a,258.5356096,-0.145345963,0.432143104
Casc4,638.2322392,0.052076179,0.758747798
Ctdspl2,185.2923215,-0.187711367,0.35432177
Eif3j,253.2839716,0.556929108,0.001623604
Spata5l1,26.78755396,0.104381079,0.788535696
LOC108350451,34.12378855,-0.641491068,0.120991618
Myef2,661.5786992,-0.433391729,0.00133535
Ctxn2,7.87022079,-0.573789196,0.242395253
Dut,84.6846276,-0.0317628,0.914205104
Eid1,2464.700427,-0.521665428,3.75E-07
LOC102548101,2.185359354,-0.062978245,0.902146637
Cops2,815.3438661,-0.329212317,0.008786804
Dtwd1,70.03881577,-0.630626131,0.021670714
Gabpb1,4.979083549,-0.054874305,0.919860736
Blvra,108.4671052,-0.463595441,0.041993768
Ciao1,483.8315333,-0.147803993,0.33049137
Tmem127,318.9543546,0.018852777,0.927087166
Stard7,544.0085413,-0.025389824,0.881658077
Dusp2,12.96425785,-0.903541721,0.059611895
Fahd2a,485.7436745,0.119173355,0.439695535
LOC100909998,33.72496762,-0.103159941,0.777076173
Mrps5,236.3353242,-0.093340744,0.654106897
Mall,4.704427192,1.183133049,0.030330765
Anapc1,698.6560169,0.137876074,0.322251056
Zc3h8,105.2780268,-0.290241127,0.220150511
LOC680432,4.878752615,0.079838202,0.882467511
RGD1561442,5.659058032,0.484160004,0.329940063
Ttl,240.2624151,-0.668707556,1.62E-04
Pdyn,72.02353078,-1.305888535,5.78E-06
Nop56,582.441873,-0.578316463,9.39E-06
Idh3B,1671.489847,-0.367165045,7.26E-04
Ebf4,22.61947194,0.232809677,0.544610762
Cpxm1,64.53446369,2.267596265,2.43E-13
Vps16,675.7942752,-0.158345676,0.25368052
Mrps26,211.7957599,-0.431862039,0.023924927
Avp,2.543962869,0.034540193,0.950294798
Ubox5,93.6832694,-0.416153763,0.09882376
Fastkd5,90.29445783,-0.44586445,0.070276648
Lzts3,1326.973699,-0.352943402,0.004462076
Itpa,630.5954363,-1.194060865,7.40E-17
Slc4a11,20.4575004,-0.91393943,0.034379985
Gfra4,20.52332995,-0.283617627,0.485634595
RGD1311739,398.4070427,-0.840187652,1.18E-07
Spef1,14.89972427,-0.45278606,0.303962502
Cenpb,184.0653749,0.41025077,0.033744706
Ap5s1,89.13110096,0.250302959,0.323309279
Pank2,165.504774,-0.222455455,0.276481577
Adra1d,960.5604051,-1.646626024,1.27E-29
Tmem230,142.9624431,0.051201756,0.841282688
Prokr2,135.3028574,-1.603548729,1.28E-11
LOC681292,50.5348928,-0.136880597,0.666944637
Trmt6,62.98716535,-0.603953317,0.031804094
Mcm8,23.73973575,0.042255837,0.920728732
Crls1,146.5519219,-0.201769353,0.352906786
Lamp5,252.4679581,0.946397038,4.18E-08
Mkks,61.70468958,-0.38956442,0.1677483
Ndufaf5,225.6505319,-0.556145891,0.002025017
Flrt3,140.1472551,-0.235556955,0.296310487
Snrpb2,159.1762423,-0.095543239,0.681212023
Bfsp1,6.577665391,0.121461598,0.813748311
Ovol2,2.684625879,0.323243381,0.509813366
Zfp133,41.99275326,-0.313144187,0.325590699
Polr3f,225.5138092,-0.229712219,0.222658873
RGD1566320,333.515959,-0.757688805,3.45E-06
LOC103690032,23.13496648,-0.652320512,0.104126799
Insm1,33.77768167,-0.588678785,0.090001584
Napb,2674.142314,-0.777510621,2.52E-14
LOC102554315,54.54401514,-0.192085385,0.523356258
LOC102555217,15.52886154,-0.164534225,0.706475656
Apmap,430.5247153,-0.223747701,0.15557556
Entpd6,547.9690019,-0.705849013,1.11E-07
Pygb,4797.842242,1.480029922,5.18E-48
Nsfl1c,526.1241559,-0.21033365,0.148138414
Fkbp1a,5624.227771,-1.268173223,4.36E-27
Snph,1866.61429,1.163404879,5.35E-29
Rad21l1,7.484612281,0.393649407,0.420820629
Tmem74b,19.18799527,-0.052194013,0.906355072
Psmf1,376.3440349,0.295137204,0.056372319
Srxn1,117.4554163,-0.35908797,0.113750314
Tcf15,21.88304815,-1.188854453,0.007824858
Rbck1,215.3619615,0.604918174,6.52E-04
Zcchc3,33.36527314,0.260237324,0.451398106
Mcts2,94.97117897,-0.367931284,0.135339346
Pdrg1,181.8984017,0.311289215,0.1215629
Tm9sf4,927.7522648,-0.165434424,0.204182289
Tspy26,149.7339739,-0.521938658,0.015496127
Kif3b,537.8004581,-0.695133929,3.18E-07
Nol4l,206.5046481,0.391759644,0.032431717
Commd7,254.6075734,-0.44989593,0.008869355
Mapre1,784.9006059,0.646440135,2.54E-07
Bpifb4,2.693476429,-0.374603623,0.443168397
Bpifa5,2.462661871,0.048428618,0.929035462
Cdk5rap1,225.6452426,-0.54850231,0.00211085
Snta1,454.2782975,0.734890334,1.51E-07
Necab3,87.54763939,0.496653441,0.046253318
Pxmp4,160.377599,0.607316524,0.002089463
Zfp341,91.87028614,-0.538029356,0.028015287
Eif2s2,285.7471061,-0.060709175,0.786718077
Dynlrb1,908.2649274,-0.2488257,0.055279157
Map1lc3a,1502.454668,0.109700442,0.38512235
Tp53inp2,504.6056728,1.137105958,4.74E-15
Ncoa6,512.2991424,-0.803846994,1.52E-08
Ggt7,1993.971891,-1.055365389,6.43E-19
Acss2,718.5984578,0.720346408,3.94E-08
Trpc4ap,2060.789902,-0.176131358,0.110783095
Procr,6.905492666,0.471512838,0.339143492
Mmp24,222.4375047,0.281540518,0.119563561
Eif6,509.7348849,-0.181283766,0.226731458
Scand1,569.5487135,-0.351925405,0.01464851
Aar2,527.0217862,0.076833015,0.635003467
RGD1307752,123.6846007,-0.762785303,5.41E-04
Manbal,274.234704,-0.154374364,0.413531088
Src,614.3508485,-0.026320979,0.877874508
Blcap,328.59304,-0.647088234,5.58E-05
Nnat,105.8534024,-0.635500155,0.009393958
Tti1,318.7918307,-0.371735794,0.01986438
Actr5,57.14059605,-0.178540259,0.548045566
Fam83d,39.54743332,1.822283668,7.03E-07
Plcg1,650.3758711,-0.266384347,0.047219497
L3mbtl1,11.83149452,0.043114714,0.931613813
Gdap1l1,739.341401,-0.846466438,1.33E-11
Ttpal,305.3032576,-0.894456552,2.13E-07
Serinc3,3456.928043,-0.410340706,2.86E-05
Ywhab,4773.497207,-0.211902007,0.041927141
Tomm34,1128.08527,-0.889363979,6.06E-12
Sys1,163.6089727,-0.021061195,0.930820786
Dbndd2,557.4837033,0.712664594,6.13E-08
Wfdc2,41.26863971,-0.643963281,0.052122455
Eppin,7.794841979,-0.25704442,0.592632692
Tnnc2,12.65746569,2.306612921,4.98E-05
Snx21,147.8282175,0.278862368,0.198330271
Acot8,276.0473942,-0.469084033,0.005868828
Zswim3,134.7551789,-0.475345496,0.02752864
Zswim1,193.5230738,-0.357977437,0.080746543
Neurl2,30.46617896,-0.360273525,0.314112596
LOC103691999,29.81545764,0.553940206,0.120582411
Zfp335,248.5861771,0.434329461,0.010312522
Mmp9,124.2525728,-1.740007987,1.29E-12
Slc12a5,7138.13528,-0.934728918,3.80E-18
Slc35c2,109.3427887,-0.289596349,0.22840298
Elmo2,335.8695265,-0.807190765,1.20E-06
LOC108350574,2.750080199,-0.097132246,0.854121977
LOC685574,141.0286941,-0.334790047,0.11527012
LOC685619,46.79008627,-0.410677127,0.180399319
Tp53rk,21.22623865,-0.549036532,0.170259256
Cse1l,1142.471318,-0.213549089,0.075962959
Ddx27,200.4545319,-0.197956377,0.30591232
Kcnb1,558.8681311,-0.140686994,0.363428832
Slc9a8,404.0180567,-0.317532346,0.032560546
Tmem189,439.4204684,0.611970315,1.49E-05
Pard6b,43.55024644,-0.885278173,0.008634812
Dpm1,337.4285291,-0.361649002,0.020892288
Mocs3,155.4636819,-0.810200606,1.05E-04
Kcng1,275.0978542,-1.374156066,5.56E-15
Sall4,549.8324465,0.753325073,0.03388964
Zfp64,77.87402237,0.103744136,0.71340513
LOC100912009,2.060411784,-0.374497912,0.418284057
Pfdn4,215.8824497,-0.426862093,0.01662971
Cbln4,19.7499745,-0.185570913,0.657716404
Tfap2c,12.0014918,1.105042105,0.030858225
Rae1,487.4280219,-0.484691018,4.45E-04
Stx16,215.6880554,-0.579390275,0.001258597
Gnas,8760.287143,0.121218973,0.247133702
LOC103692002,289.3079619,0.650731926,5.96E-05
Nelfcd,369.1167167,-0.141333473,0.385714401
Tubb1,3.472634057,0.753803384,0.138878928
Atp5e,1289.675366,-0.079304309,0.550984154
Lsm14b,1154.488963,-0.813504136,1.15E-12
Psma7,1283.158388,-0.082393465,0.532881721
Ss18l1,338.9052771,-0.387633999,0.022311862
Mtg2,186.8142499,-0.412793976,0.037243033
Hrh3,9.233461733,0.148910923,0.757009775
Adrm1,708.7411492,-0.433367813,7.88E-04
Ogfr,309.3548114,-0.264230039,0.105656282
Tcfl5,14.42130558,0.102175904,0.821456796
Bhlhe23,15.98416716,1.629032511,0.001703175
Arfgap1,683.8250904,-0.548238089,1.45E-05
Col20a1,34.64798559,1.988660129,1.22E-06
Chrna4,130.2821219,0.517080074,0.015120299
Kcnq2,1957.861571,-0.528932494,4.12E-06
Eef1a2,10092.47589,-0.731530759,1.94E-12
Ppdpf,327.5833699,0.667863369,1.57E-05
Srms,2.112621104,0.426649948,0.359876513
Fndc11,2.359598454,-0.007629596,0.989063694
Gmeb2,117.6895753,-0.245856243,0.285597
Stmn3,4222.324086,-1.075314439,3.89E-27
Rtel1,62.81817113,0.438465169,0.116331222
Arfrp1,240.8590687,-0.224025133,0.214173381
Zgpat,148.2376271,-0.245241489,0.245951303
Lime1,10.95510527,0.91645274,0.063956475
Dnajc5,1037.126909,-0.35717103,0.002855107
Zfp512b,285.8800075,-0.575376989,7.65E-04
Samd10,22.07498915,0.443399869,0.262428612
Sox18,59.83231824,1.941903698,6.58E-10
Tcea2,314.7979987,-0.779876513,8.70E-07
Rgs19,133.5020767,-0.502971606,0.023922988
Oprl1,243.2663679,-0.664930184,3.46E-04
Pcmtd2,634.0040327,-0.305034776,0.021674843
Polr3k,284.8290174,-0.557992146,6.30E-04
Cadps2,1495.288321,-0.330841859,0.00255755
Cntnap2,3690.058622,-0.927601397,1.91E-18
Ccser1,82.69928031,-1.319599241,1.84E-06
Magi1,362.2400196,0.348315304,0.022695821
Grm7,550.8579306,-1.355239105,5.29E-21
Ndufa9,1536.43561,-0.208688851,0.066120558
Rnf32,38.17816047,0.012369076,0.974117665
Dpp6,4211.969509,-0.980744061,3.81E-23
Magi2,940.5107076,-0.322103131,0.007580647
Cacna2d1,4187.749971,-1.525171147,7.34E-38
Cdk14,416.5833901,0.098196537,0.548045566
Glcci1,186.6881045,-0.398215997,0.043827124
Cttnbp2,1136.377409,-1.38082227,2.33E-24
ST7,231.1439795,-0.39385809,0.027127915
Grm8,24.3557574,-0.25919988,0.497745451
Plxna4,2400.580531,-1.17807751,4.12E-23
Jazf1,202.8743524,-0.982306797,2.43E-07
Avl9,540.6645936,-0.535151687,1.14E-04
Herc3,2072.815759,-1.013955233,4.21E-21
Ctnna2,1100.071425,-0.556818329,8.86E-07
Exoc6b,787.1132344,-0.424906925,7.70E-04
Nup210,289.764041,-0.252342455,0.131691645
Cntn4,480.8585463,-0.992968074,2.13E-12
Itpr1,10014.8569,-0.254751057,0.009432974
Atp2b2,5369.59971,-0.798607868,3.63E-15
Pik3c2g,6.705812487,-0.63957666,0.203914914
Bcat1,8938.399918,-0.343574177,3.11E-04
Far2,575.0597469,-1.290762855,4.51E-18
Dennd5b,749.4453127,-0.526293907,3.44E-05
Lmbr1,183.3054703,-0.705365897,2.75E-04
Dnajb6,43.83660853,0.019168967,0.957364685
LOC100910079,463.9981748,-1.619639032,3.83E-22
Prkag2,518.9237634,-1.013756471,2.67E-13
Smarcd3,213.2453204,0.396978465,0.029446995
Agap3,2079.805238,0.216381673,0.052843413
Rint1,239.6518738,-0.189982908,0.301827536
Srpk2,918.9494896,-0.345022621,0.004979659
Orc5,249.7963484,-0.647060415,1.33E-04
Fam185a,96.35160787,-0.317194211,0.19004264
Phtf2,50.67296981,-1.051867114,0.001176103
Sema3e,1235.780277,-1.19755726,1.05E-20
Sema3a,25.64921741,0.218871157,0.557704808
RGD1563349,438.5714224,0.096552206,0.551979543
Dmtf1,143.5028179,-0.661765388,0.001841706
Rundc3b,217.8624058,-1.081464583,2.60E-09
LOC108350662,329.482398,-1.233608196,8.50E-12
Adam22,1275.059203,-1.294959938,2.88E-27
Cldn12,220.2230624,-0.241843061,0.220150511
Gatad1,165.5471432,0.070382771,0.769682731
Vps50,596.2114845,-0.850748355,2.17E-10
Ppp1r9a,500.3763865,-1.094970695,3.21E-15
Dync1i1,1947.348171,-1.103482775,2.47E-21
Ica1,359.7586813,-1.110896972,1.48E-11
Phf14,601.5484422,-0.08956514,0.565691965
Bmt2,196.9328681,-0.517652166,0.00531468
Capza2,3097.047556,-0.79171146,1.87E-14
Kcnd2,1751.694956,-1.263828151,1.44E-25
Ing3,165.7809971,-0.268686848,0.191855655
Impdh1,378.6943548,-0.31638169,0.039427115
Kcp,54.21829775,-1.072344298,0.001442469
Tnpo3,585.6878916,-0.498004998,1.56E-04
Smkr1,2.059088643,-0.539122863,0.233070354
Ube2h,387.1110867,0.567564694,2.50E-04
Copg2,1838.738517,-0.416675291,6.92E-05
Chchd3,468.6941305,-0.059041834,0.724298685
RGD1565367,6.031529999,-0.269990858,0.585342875
Cnot4,380.4388792,-0.395584316,0.013978354
Dgki,876.624728,-1.118666266,4.63E-18
Trim24,150.5572888,0.183161207,0.389942618
Atp6v0a4,2.462160152,0.249607418,0.615672136
RGD1306271,928.4658704,-1.070905191,2.17E-16
Adck2,208.5325716,-0.530379013,0.004357813
Braf,652.3726343,-0.907216156,1.28E-09
Tmem178b,517.3372047,-0.735581732,1.42E-07
Agk,304.0718084,-0.968382209,2.24E-09
LOC103690059,15.27917312,0.103425339,0.815017255
Ephb6,808.4071433,-1.541823022,3.82E-31
Sspo,2.783844472,0.346344706,0.480033678
Aoc1,3.28840088,0.895001091,0.081215628
Fam221a,7.702913946,-0.151409666,0.760745694
Dfna5,104.3952393,0.408424575,0.076895347
Osbpl3,56.51123537,-0.151314662,0.616106326
LOC500124,2.363079279,-0.52003736,0.273979577
Wipf3,1128.330119,-1.392849277,8.60E-23
Plekha8,28.96563378,-0.42193902,0.237331287
Fam188b,124.7122689,0.213007316,0.346092584
Ccdc129,110.5003686,-2.203893487,1.98E-13
Vopp1,441.2042324,-1.095392054,9.69E-13
Abcg2,95.13987155,1.910916824,6.80E-14
Fam13a,176.1399458,-0.302181905,0.12874351
Snca,2234.606599,-1.779502421,2.16E-56
Smarcad1,396.1899145,0.023957282,0.900130565
Serbp1,2091.211494,-0.606084665,2.94E-09
Eif2ak3,233.4497085,-0.12880673,0.511193202
Mrpl35,287.0116228,-0.289199821,0.09352817
Suclg1,1571.98506,-0.601117243,1.74E-08
Tet3,183.2080798,-0.256179188,0.190820905
Nagk,128.0841067,-0.216538101,0.345031943
Zfp638,826.4546575,-0.334687973,0.007470708
Add2,1866.985903,-0.058132971,0.650623228
Tia1,174.2797021,-0.119705861,0.57340425
Aak1,3559.674545,-0.697932468,3.01E-11
Gfpt1,1005.251786,0.077554499,0.574781515
Rab7a,2702.068597,-0.058060356,0.631622392
Eefsec,278.0657985,-0.213222005,0.229684915
Chchd6,421.7817856,-1.094947843,1.12E-11
LOC108350819,25.40333895,0.105605184,0.790594052
Grip2,99.47392825,0.453051589,0.053019816
Prickle2,2505.831094,-0.147464622,0.199339685
Fam19a1,137.5568937,-1.935290588,3.46E-16
Foxp1,636.3036856,-1.458688537,1.29E-23
Ppp4r2,488.6358976,-0.548691759,6.48E-05
Cntn3,137.2965545,-1.358636716,1.46E-09
Rad18,52.58924995,-0.381012799,0.208611321
Mtmr14,145.6068744,0.019716984,0.93812433
Hrh1,88.34693266,1.743015382,2.67E-11
Tamm41,96.11908953,-0.26142644,0.286321114
Syn2,4451.036721,-0.578027012,3.06E-08
Tsen2,97.34653389,-0.07284212,0.790694837
Raf1,380.5317957,-0.188460073,0.238446872
Tmcc1,350.8656948,-0.333470804,0.032497825
Zfand4,24.66863114,-0.128521674,0.742804246
Rasgef1a,1523.468692,0.001392143,0.992526506
Bms1,287.0764909,0.083843138,0.664384076
Dcp1b,74.35877747,0.031104184,0.919076895
Erc1,654.3724076,0.060293991,0.704177891
Rad52,36.38385902,-0.420914641,0.217616794
Atp6v1e1,4776.337643,-0.945427635,4.81E-23
Mical3,220.6176943,-0.067202462,0.74781848
Iqsec3,1245.995306,1.178499405,1.11E-21
Slc2a3,4.475837634,-0.505740711,0.314559824
Necap1,1542.351892,-0.837192503,7.06E-13
RGD1311164,231.466264,-0.223702404,0.219722013
Tigar,86.73531321,-0.705349449,0.00506361
Parp11,61.56964817,0.029559274,0.929819792
Cracr2a,3.200701265,0.303830798,0.544610762
Prmt8,537.8931904,-1.02159375,5.76E-12
Itfg2,81.32217217,0.460288144,0.069863121
Borcs5,216.5767881,-0.228598567,0.220443708
Ptpro,755.2231445,1.108712691,4.01E-18
Plekha5,322.982755,-1.042534737,5.65E-11
Slc21a4,62.39502709,-0.008222295,0.978259179
St8sia1,183.8179101,-1.455206256,4.90E-13
Ccdc91,78.55624419,0.303441496,0.239653256
Ergic2,46.31672678,-0.401329901,0.202029884
Tmtc1,143.7302993,0.454352257,0.026059703
Htr5a,88.29296669,-1.492341395,2.64E-08
Ube3c,963.9756804,-0.506517174,1.24E-05
Paxip1,114.9032167,0.345769044,0.129218782
Actr3b,941.3511284,-1.550498733,1.88E-21
Xrcc2,15.93106641,-6.92E-04,0.998825064
Galnt11,256.0310782,-0.26229316,0.134539707
LOC102554398,38.382056,-1.423364504,1.89E-04
Rheb,912.8352442,-0.434817175,2.90E-04
Nub1,1082.596004,-0.330457935,0.004727676
Chpf2,243.0581397,-0.361517539,0.036746727
Abcf2,165.0997221,-0.576764204,0.004073913
Tmub1,103.052332,-0.206278184,0.401783296
Fastk,234.630893,0.285998576,0.1094637
Cdk5,624.2158828,-0.806496298,5.09E-10
Abcb8,389.6141221,0.081458221,0.637343356
Kcnh2,296.1708023,-0.280924889,0.089816233
Nupl2,87.41058803,-0.202772374,0.428250353
Klhl7,911.0817946,0.206038698,0.104972703
Tomm7,189.134587,-0.037314767,0.873529913
Pus7,128.8054597,-0.307388854,0.163426282
Psmc2,1249.730354,-0.254653342,0.027503311
Dnajc2,218.865793,-0.664385178,3.76E-04
Pmpcb,601.2073057,-0.346406504,0.011496937
