"","Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","A8","A9","A11","A12","A13","A16","A17"
"2120","ENSMUSG00000024083","ENSMUSG00000024083","Pja2",224938,"protein_coding","17",64588000,64638911,38.15,249.53,277.19,233.36,247.47,187.81,103.28,145.13
"2121","ENSMUSG00000024084","ENSMUSG00000024084","Qpct",70536,"protein_coding","17",79359335,79397807,42.93,34.17,85.41,19.59,10.41,23.47,30.15,24.02
"2122","ENSMUSG00000024087","ENSMUSG00000024087","Cyp1b1",13078,"protein_coding","17",80008966,80022490,44.37,14.86,40.26,7.56,5.34,9.09,8.95,24.98
"2123","ENSMUSG00000024091","ENSMUSG00000024091","Vapa",30960,"protein_coding","17",65885322,65920550,39.17,144.74,170.39,221.06,183.22,212.3,165.17,157.01
"2124","ENSMUSG00000024095","ENSMUSG00000024095","Hnrnpll",72692,"protein_coding","17",80336916,80369697,39.35,53.61,46.69,52.78,71.1,31.35,16.5,32.7
"2125","ENSMUSG00000024096","ENSMUSG00000024096","Ralbp1",19765,"protein_coding","17",66155413,66192793,47.04,29.94,52.39,21.75,19.44,18.76,15.98,24.27
"2126","ENSMUSG00000024097","ENSMUSG00000024097","Srsf7",225027,"protein_coding","17",80507509,80514736,41.73,136.05,200.57,180.07,292.06,184.99,205.22,135.86
"2127","ENSMUSG00000024099","ENSMUSG00000024099","Ndufv2",72900,"protein_coding","17",66385633,66408554,40.33,420.32,499.88,390.65,389.9,576.11,501.56,472.95
"2128","ENSMUSG00000024109","ENSMUSG00000024109","Nrxn1",18189,"protein_coding","17",90341059,91400499,37.19,236.65,259.66,155.59,199.97,174.8,162.25,67.76
"2129","ENSMUSG00000024121","ENSMUSG00000024121","Atp6v0c",11984,"protein_coding","17",24382840,24388676,54.02,2588.65,2951.33,2997.62,2500.09,3337.16,2223.64,1855.13
"2130","ENSMUSG00000024122","ENSMUSG00000024122","Pdpk1",18607,"protein_coding","17",24292654,24369898,43.4,33.16,1.89,19.34,28.91,27.17,8.22,13.09
"2131","ENSMUSG00000024127","ENSMUSG00000024127","Prepl",213760,"protein_coding","17",85370898,85397669,43.41,114.1,160.29,107.58,104.6,119.36,54.13,65.73
"2132","ENSMUSG00000024132","ENSMUSG00000024132","Eci1",13177,"protein_coding","17",24645615,24658322,48.58,52.07,77.92,15.98,29.9,25.46,74.86,60.95
"2133","ENSMUSG00000024142","ENSMUSG00000024142","Mlst8",56716,"protein_coding","17",24692525,24698052,54.03,15.18,8.76,19.85,21.19,3.93,0.13,17.81
"2134","ENSMUSG00000024143","ENSMUSG00000024143","Rhoq",104215,"protein_coding","17",87270510,87307497,47.81,13.84,11.61,19.3,34.4,36.79,32.63,15.69
"2135","ENSMUSG00000024145","ENSMUSG00000024145","Pigf",18701,"protein_coding","17",87304684,87332834,41.49,24.81,101.1,14.38,49.86,35.67,58.47,17.16
"2136","ENSMUSG00000024146","ENSMUSG00000024146","Cript",56724,"protein_coding","17",87332978,87343238,42.1,135.12,435.32,195.76,192.97,266.58,202.57,118.16
"2137","ENSMUSG00000024150","ENSMUSG00000024150","Mcfd2",193813,"protein_coding","17",87561871,87573363,49.6,90.01,75.37,52.95,64.53,49.72,95.47,76.39
"2138","ENSMUSG00000024151","ENSMUSG00000024151","Msh2",17685,"protein_coding","17",87979758,88031141,45.08,41.29,19.17,22.12,22.37,20.08,10.1,11.97
"2139","ENSMUSG00000024158","ENSMUSG00000024158","Hagh",14651,"protein_coding","17",25059117,25083424,47.98,118.87,206.43,111.2,139.95,155.12,156.8,154.75
"2140","ENSMUSG00000024160","ENSMUSG00000024160","Spsb3",79043,"protein_coding","17",25105617,25111126,54.54,57.77,11.32,42.33,39.91,51.51,24.71,57.57
"2141","ENSMUSG00000024163","ENSMUSG00000024163","Mapk8ip3",30957,"protein_coding","17",25111127,25155942,49.38,60.09,2.36,58.63,46.17,67.6,32.54,45.68
"2142","ENSMUSG00000024164","ENSMUSG00000024164","C3",12266,"protein_coding","17",57510970,57535136,52.01,12.7,1.36,70.56,203.53,44.09,21.19,41.35
"2143","ENSMUSG00000024169","ENSMUSG00000024169","Ift140",106633,"protein_coding","17",25235059,25318469,48.33,7.3,18.77,7.67,3.1,3.11,6.2,6.57
"2144","ENSMUSG00000024174","ENSMUSG00000024174","Pot1b",72836,"protein_coding","17",55958951,56019628,39.8,3.46,25.82,0,0,2.25,0,0
"2145","ENSMUSG00000024181","ENSMUSG00000024181","Mrpl28",68611,"protein_coding","17",26342474,26345587,55.39,93.67,171.47,194.5,153.27,249.43,203.83,202.86
"2146","ENSMUSG00000024182","ENSMUSG00000024182","Axin1",12005,"protein_coding","17",26357662,26414785,44.22,16.03,10.9,15.4,14.87,17.2,18.43,7.46
"2147","ENSMUSG00000024187","ENSMUSG00000024187","Fam234a",106581,"protein_coding","17",26430796,26463216,48.19,103.54,67.06,42.92,53.38,37.21,34.67,57.36
"2148","ENSMUSG00000024188","ENSMUSG00000024188","Luc7l",66978,"protein_coding","17",26471870,26504478,42.57,50.23,29.73,41.21,33.16,54.51,11.83,48.56
"2149","ENSMUSG00000024190","ENSMUSG00000024190","Dusp1",19252,"protein_coding","17",26724564,26781102,48.14,295.86,210.28,268.4,320.11,309.82,118.58,111.25
"2150","ENSMUSG00000024191","ENSMUSG00000024191","Bnip1",224630,"protein_coding","17",27000040,27011539,47.63,27.51,84.69,10.2,24.72,37.95,35.27,30.33
"2151","ENSMUSG00000024194","ENSMUSG00000024194","Cuta",67675,"protein_coding","17",27152793,27158543,56.49,171.89,284.72,171.33,175.7,203.44,292.93,235.4
"2152","ENSMUSG00000024197","ENSMUSG00000024197","Plin3",66905,"protein_coding","17",56584476,56599873,51.14,8.26,3.13,11.78,13.82,15.83,7.64,26.4
"2153","ENSMUSG00000024201","ENSMUSG00000024201","Kdm4b",193796,"protein_coding","17",56633062,56709870,53.71,14.8,8.55,13.93,20.11,24.55,2.92,16.4
"2154","ENSMUSG00000024208","ENSMUSG00000024208","Uqcc2",67267,"protein_coding","17",27341637,27352890,53.45,139.84,203.93,219.09,237.27,318.9,541.63,458.71
"2155","ENSMUSG00000024212","ENSMUSG00000024212","Mllt1",64144,"protein_coding","17",57198385,57242415,51.87,15.24,30.82,16.63,14.15,18.37,8.8,22.66
"2156","ENSMUSG00000024213","ENSMUSG00000024213","Nudt3",56409,"protein_coding","17",27798356,27842469,49.88,140.53,39.43,154.97,146.59,196.58,130.5,191.74
"2157","ENSMUSG00000024217","ENSMUSG00000024217","Snrpc",20630,"protein_coding","17",28057124,28070942,45.73,191.95,255.13,124.94,154.1,165.18,284.76,182.21
"2158","ENSMUSG00000024218","ENSMUSG00000024218","Taf11",68776,"protein_coding","17",28120096,28128818,48.48,64.47,112.1,77.68,80.84,80.36,71.37,45.26
"2159","ENSMUSG00000024220","ENSMUSG00000024220","Zfp523",224656,"protein_coding","17",28396103,28424860,51.48,25.11,9.36,15.4,17.01,32.54,34.79,44.51
"2160","ENSMUSG00000024222","ENSMUSG00000024222","Fkbp5",14229,"protein_coding","17",28618068,28736501,45.28,4.89,2.48,19.86,13.07,14.8,4.76,14.68
"2161","ENSMUSG00000024231","ENSMUSG00000024231","Cul2",71745,"protein_coding","18",3382988,3436377,39.9,109.95,44.34,25.3,60.84,71.86,24.87,23.88
"2162","ENSMUSG00000024234","ENSMUSG00000024234","Mtpap",67440,"protein_coding","18",4375592,4397330,40.56,33.2,23.84,46.81,54.07,14.86,11.59,25.66
"2163","ENSMUSG00000024238","ENSMUSG00000024238","Zeb1",21417,"protein_coding","18",5591860,5775467,40.54,12.75,1.74,10.99,15.46,3.32,1.27,6.63
"2164","ENSMUSG00000024241","ENSMUSG00000024241","Sos1",20662,"protein_coding","17",80701180,80787882,40.81,11.38,9.02,2.8,4.83,2.08,0.11,3.16
"2165","ENSMUSG00000024242","ENSMUSG00000024242","Map4k3",225028,"protein_coding","17",80887941,81035914,42.95,28.76,71.87,30.75,35.43,26.11,23.99,10.62
"2166","ENSMUSG00000024245","ENSMUSG00000024245","Tmem178",68027,"protein_coding","17",81252061,81309245,44.19,82.18,56.17,47.01,40.48,80.86,57.68,40.69
"2167","ENSMUSG00000024248","ENSMUSG00000024248","Cox7a2l",20463,"protein_coding","17",83809347,83824759,45.33,230.73,275.95,227.19,104.82,183.93,242.35,231.71
"2168","ENSMUSG00000024253","ENSMUSG00000024253","Dync2li1",213575,"protein_coding","17",84933924,84963016,44.22,50.06,98.86,78.77,76.39,68.17,70.18,83.1
"2169","ENSMUSG00000024258","ENSMUSG00000024258","Polr2d",69241,"protein_coding","18",31922212,31929754,44.08,142.42,104.76,141.19,129.72,180.86,139.01,116.93
"2170","ENSMUSG00000024259","ENSMUSG00000024259","Slc25a46",67453,"protein_coding","18",31689164,31742964,39.05,71.82,63.24,63.37,88.75,48.16,28.26,55.38
"2171","ENSMUSG00000024260","ENSMUSG00000024260","Sap130",269003,"protein_coding","18",31767424,31856114,42.82,8.49,1.28,14.65,10.22,8.49,3.31,5.93
"2172","ENSMUSG00000024261","ENSMUSG00000024261","Syt4",20983,"protein_coding","18",31570861,31580459,37.47,19.89,15.38,54.77,43.3,38.76,7.29,6.19
"2173","ENSMUSG00000024268","ENSMUSG00000024268","Celf4",108013,"protein_coding","18",25610689,25887214,49.09,428.14,109.72,296.72,214.87,288.9,92.12,107.88
"2174","ENSMUSG00000024269","ENSMUSG00000024269","Tpgs2",66648,"protein_coding","18",25260280,25302064,40.76,24.85,54.17,32.8,29.64,36.12,35.37,30.08
"2175","ENSMUSG00000024270","ENSMUSG00000024270","Slc39a6",106957,"protein_coding","18",24712938,24736874,45.87,80.77,92.84,63.87,92.62,57.22,27.01,50.26
"2176","ENSMUSG00000024271","ENSMUSG00000024271","Elp2",58523,"protein_coding","18",24735923,24772564,44.23,118.57,83.92,92.46,82.52,86.01,68.13,77.55
"2177","ENSMUSG00000024273","ENSMUSG00000024273","2700062C07Rik",68046,"protein_coding","18",24603907,24610855,44.12,58.44,79.87,68.12,57.39,44.04,40.99,45.19
"2178","ENSMUSG00000024276","ENSMUSG00000024276","Zfp397",69256,"protein_coding","18",24087749,24097730,40.18,33.42,7.8,10.31,12.86,15.48,6.99,5.19
"2179","ENSMUSG00000024277","ENSMUSG00000024277","Mapre2",212307,"protein_coding","18",23885390,24026918,44.54,192.53,178.79,149.88,144.97,162.81,85.24,92.46
"2180","ENSMUSG00000024283","ENSMUSG00000024283","Wac",225131,"protein_coding","18",7868832,7929028,36.72,105.06,30.15,52,72.2,83.68,23.41,40.13
"2181","ENSMUSG00000024286","ENSMUSG00000024286","Ccny",67974,"protein_coding","18",9312304,9450154,40.5,35.77,10.6,42.48,34.06,27.19,50.04,37.42
"2182","ENSMUSG00000024287","ENSMUSG00000024287","Thoc1",225160,"protein_coding","18",9957906,9995489,37.93,27.86,32.37,8.77,4.19,4.21,12.29,12.79
"2183","ENSMUSG00000024292","ENSMUSG00000024292","Cyp4f14",64385,"protein_coding","17",33124044,33136316,47.18,10.17,39.13,18.58,7.59,5.53,17.04,28.75
"2184","ENSMUSG00000024294","ENSMUSG00000024294","Mib1",225164,"protein_coding","18",10725548,10818704,38.67,17.82,2.37,9.93,13.89,9.99,0.67,9.09
"2185","ENSMUSG00000024298","ENSMUSG00000024298","Zfp871",208292,"protein_coding","17",32984470,33007261,40.77,20.59,9.94,8.27,7.71,9.92,0,6.78
"2186","ENSMUSG00000024302","ENSMUSG00000024302","Dtna",13527,"protein_coding","18",23548192,23792772,40.4,107.27,193.98,102.3,81.62,108.97,117.97,157.81
"2187","ENSMUSG00000024304","ENSMUSG00000024304","Cdh2",12558,"protein_coding","18",16721934,16942303,40.41,176.97,83.43,153.32,153.75,92.3,76.16,117.57
"2188","ENSMUSG00000024309","ENSMUSG00000024309","Pfdn6",14976,"protein_coding","17",34157795,34159317,55.15,110.76,107.84,123.54,192.71,168.83,59.19,124.51
"2189","ENSMUSG00000024317","ENSMUSG00000024317","Rnf138",56515,"protein_coding","18",21134398,21161281,38.78,32.47,25.26,43.2,43.16,50.19,39.69,38.54
"2190","ENSMUSG00000024319","ENSMUSG00000024319","Vps52",224705,"protein_coding","17",34174786,34186009,52.28,48.87,18.31,29.37,37.49,77.56,31.38,34.03
"2191","ENSMUSG00000024327","ENSMUSG00000024327","Slc39a7",14977,"protein_coding","17",34247243,34250656,56.33,93.76,12.95,112.21,124.93,116.36,50.08,80.46
"2192","ENSMUSG00000024335","ENSMUSG00000024335","Brd2",14312,"protein_coding","17",34330997,34341608,55.2,82.8,49.83,111.34,98.79,109.56,28.56,76.94
"2193","ENSMUSG00000024339","ENSMUSG00000024339","Tap2",21355,"protein_coding","17",34422501,34435295,51.43,23.19,2.46,18.12,22.92,11.67,15.88,26.72
"2194","ENSMUSG00000024346","ENSMUSG00000024346","Pfdn1",67199,"protein_coding","18",36536729,36587577,43.25,64.75,90.33,101.38,117.15,125.4,123.36,141.66
"2195","ENSMUSG00000024347","ENSMUSG00000024347","Psd2",74002,"protein_coding","18",36097883,36147768,49.17,13.61,7.79,1.74,1.92,7.33,6.47,22.51
"2196","ENSMUSG00000024350","ENSMUSG00000024350","Dnajc18",76594,"protein_coding","18",35804156,35841467,44.3,28.42,31.47,38.65,27.72,32.7,24.75,32.89
"2197","ENSMUSG00000024357","ENSMUSG00000024357","Sil1",81500,"protein_coding","18",35399449,35632833,43.87,60.84,42.71,87.45,80.19,119,32.66,54.11
"2198","ENSMUSG00000024359","ENSMUSG00000024359","Hspa9",15526,"protein_coding","18",35070467,35087410,40.89,306.17,217.9,271.15,284.87,184.79,148.99,171.65
"2199","ENSMUSG00000024360","ENSMUSG00000024360","Etf1",225363,"protein_coding","18",35035838,35065060,42.71,78.25,34.6,73.08,43.75,42.84,8.61,49.2
"2200","ENSMUSG00000024369","ENSMUSG00000024369","Nelfe",27632,"protein_coding","17",35069367,35075348,52.01,29.82,47.37,34.54,42.76,52.59,73.59,59.16
"2201","ENSMUSG00000024370","ENSMUSG00000024370","Cdc23",52563,"protein_coding","18",34764004,34784788,44.37,45.84,27.57,52.35,46.39,38.66,34.14,32.33
"2202","ENSMUSG00000024376","ENSMUSG00000024376","Epb41l4a",13824,"protein_coding","18",33929380,34140019,44.86,9.09,2.07,8.19,10.77,15.85,18.58,11.66
"2203","ENSMUSG00000024381","ENSMUSG00000024381","Bin1",30948,"protein_coding","18",32510283,32568790,50.37,103.46,27.49,95.24,101.42,95.5,46.73,82.69
"2204","ENSMUSG00000024384","ENSMUSG00000024384","Iws1",73473,"protein_coding","18",32200794,32237381,39.82,28.61,11.45,20.23,27.64,7.56,2.87,18.06
"2205","ENSMUSG00000024387","ENSMUSG00000024387","Csnk2b",13001,"protein_coding","17",35335172,35341029,51.31,191.23,185.41,259.52,235.3,247.99,286.4,264.25
"2206","ENSMUSG00000024392","ENSMUSG00000024392","Bag6",224727,"protein_coding","17",35354154,35366298,52.26,24.05,17.73,23.71,16.55,20.57,11.52,23.7
"2207","ENSMUSG00000024393","ENSMUSG00000024393","Prrc2a",53761,"protein_coding","17",35368052,35383873,53.7,4.54,2.07,5.8,4.49,3.87,1.43,4.72
"2208","ENSMUSG00000024395","ENSMUSG00000024395","Lims2",225341,"protein_coding","18",32055343,32091672,51.21,15.87,34.77,2.96,13.25,15.18,20.74,6.52
"2209","ENSMUSG00000024400","ENSMUSG00000024400","Wdr33",74320,"protein_coding","18",31937143,32040450,42.43,66.32,55.63,51.44,83.48,48.7,32.11,23.37
"2210","ENSMUSG00000024403","ENSMUSG00000024403","Atp6v1g2",66237,"protein_coding","17",35452636,35457743,52.31,632.31,522.37,401.14,461.25,659.59,358.78,277.13
"2211","ENSMUSG00000024411","ENSMUSG00000024411","Aqp4",11829,"protein_coding","18",15522553,15544039,41.92,217.32,105.12,212.13,363.58,156.99,116.64,175.6
"2212","ENSMUSG00000024414","ENSMUSG00000024414","Mrpl27",94064,"protein_coding","11",94544593,94550915,46.83,70.93,274.66,155.46,157.82,177.62,201.96,210.96
"2213","ENSMUSG00000024422","ENSMUSG00000024422","Dhx16",69192,"protein_coding","17",36190711,36203562,51.17,25.17,3.98,10.41,15.54,14.32,6.24,15.7
"2214","ENSMUSG00000024423","ENSMUSG00000024423","Impact",16210,"protein_coding","18",13088909,13126007,42.25,119.78,95,68.22,59.16,40.55,66.9,43.21
"2215","ENSMUSG00000024424","ENSMUSG00000024424","Ttc39c",72747,"protein_coding","18",12732953,12871920,45.96,50.09,16.52,26.44,22.25,70.32,2.57,26.96
"2216","ENSMUSG00000024425","ENSMUSG00000024425","Ndfip1",65113,"protein_coding","18",38543449,38598356,41.51,1976.64,2060.53,1571.22,1806.53,1898.5,1282.97,1271.5
"2217","ENSMUSG00000024426","ENSMUSG00000024426","Atat1",73242,"protein_coding","17",36208487,36220967,48.94,62.68,127.21,119.48,136.74,91.92,58.49,71.6
"2218","ENSMUSG00000024429","ENSMUSG00000024429","Gnl1",14670,"protein_coding","17",36290743,36300354,54.21,61.1,24.35,100.6,67.42,109.41,64.86,58.78
"2219","ENSMUSG00000024431","ENSMUSG00000024431","Nr3c1",14815,"protein_coding","18",39543598,39652474,39.04,34.55,19.7,23.92,23.21,8.34,3.88,26.03
"2220","ENSMUSG00000024436","ENSMUSG00000024436","Mrps18b",66973,"protein_coding","17",36221271,36227281,47.7,58.21,52.81,43.92,63.83,76.65,30.54,59.17
"2221","ENSMUSG00000024446","ENSMUSG00000024446","Rpp21",67676,"protein_coding","17",36566537,36568961,50.06,32.84,162.55,48.08,33.1,63.56,115.12,77.89
"2222","ENSMUSG00000024454","ENSMUSG00000024454","Hdac3",15183,"protein_coding","18",38068897,38088069,44.81,133.7,113.51,122.8,136.68,134.01,61.93,118.2
"2223","ENSMUSG00000024456","ENSMUSG00000024456","Diaph1",13367,"protein_coding","18",37976654,38068529,42.1,9.03,3.05,3.74,1.88,2.46,5.88,1.65
"2224","ENSMUSG00000024462","ENSMUSG00000024462","Gabbr1",54393,"protein_coding","17",37356858,37385959,48.79,193.05,100.28,174.59,170,235.86,95.71,151.8
"2225","ENSMUSG00000024474","ENSMUSG00000024474","Ik",24010,"protein_coding","18",36877731,36890688,42.5,182.21,34.9,118.78,107.19,113.86,85.71,64.23
"2226","ENSMUSG00000024477","ENSMUSG00000024477","Pggt1b",225467,"protein_coding","18",46368418,46414060,41.45,19.28,5.37,3.17,7.45,1.72,3.98,2.9
"2227","ENSMUSG00000024479","ENSMUSG00000024479","Mal2",105853,"protein_coding","15",54434588,54466243,42.15,125.07,42.58,75.15,68.96,47,29.55,37.22
"2228","ENSMUSG00000024480","ENSMUSG00000024480","Ap3s1",11777,"protein_coding","18",46874943,46923893,38.06,160.14,444.26,155.28,162.81,173.35,58.11,147.93
"2229","ENSMUSG00000024486","ENSMUSG00000024486","Hbegf",15200,"protein_coding","18",36637980,36648858,49.59,53.78,37.02,39.85,75.8,25.65,44.29,23.36
"2230","ENSMUSG00000024487","ENSMUSG00000024487","Yipf5",67180,"protein_coding","18",40336949,40352482,39.31,45.29,130.68,67.05,65,54.36,36.56,67.24
"2231","ENSMUSG00000024493","ENSMUSG00000024493","Lars1",107045,"protein_coding","18",42335363,42395259,42.36,105.45,32.51,47.07,29.41,58.62,40.84,49.29
"2232","ENSMUSG00000024498","ENSMUSG00000024498","Tcerg1",56070,"protein_coding","18",42644552,42708858,39.06,24.17,5.97,29.11,30.35,17.56,23.98,12.93
"2233","ENSMUSG00000024500","ENSMUSG00000024500","Ppp2r2b",72930,"protein_coding","18",42770497,43216192,41.99,60.56,159.71,75.19,140.87,106.27,37.79,98.66
"2234","ENSMUSG00000024501","ENSMUSG00000024501","Dpysl3",22240,"protein_coding","18",43454049,43571351,41.81,43.38,65.13,99.21,126.75,91.74,26.92,25.97
"2235","ENSMUSG00000024502","ENSMUSG00000024502","Jakmip2",76217,"protein_coding","18",43664472,43820838,40.28,57.08,6.88,58.91,38.16,17.32,35.02,11.26
"2236","ENSMUSG00000024507","ENSMUSG00000024507","Hsd17b4",15488,"protein_coding","18",50261268,50329336,41.94,138.82,23.97,84.63,115.05,98.93,63.31,90.37
"2237","ENSMUSG00000024513","ENSMUSG00000024513","Mbd2",17191,"protein_coding","18",70701260,70759202,42.62,42.25,11.29,70.61,59.4,18.82,68.95,46.59
"2238","ENSMUSG00000024515","ENSMUSG00000024515","Smad4",17128,"protein_coding","18",73772080,73836851,42.23,72.9,92.31,33.69,47.13,24.45,17.67,26.78
"2239","ENSMUSG00000024516","ENSMUSG00000024516","Sec11c",66286,"protein_coding","18",65933586,65950755,46.41,155.47,141.74,267.53,289.31,184.99,332.35,240.84
"2240","ENSMUSG00000024517","ENSMUSG00000024517","Grp",225642,"protein_coding","18",66005891,66019667,45.9,22.6,93.01,70.37,18.83,24.44,32.37,23.75
"2241","ENSMUSG00000024521","ENSMUSG00000024521","Pmaip1",58801,"protein_coding","18",66591604,66598636,43.38,21.33,23.86,25.81,2.96,10.6,7.04,4.64
"2242","ENSMUSG00000024524","ENSMUSG00000024524","Gnal",14680,"protein_coding","18",67221287,67359863,44.02,23.83,7.37,27.44,13.69,17.52,4.28,17.07
"2243","ENSMUSG00000024526","ENSMUSG00000024526","Cidea",12683,"protein_coding","18",67476674,67500855,45.86,19.38,67.55,4.33,16.39,4.87,10.04,15.46
"2244","ENSMUSG00000024527","ENSMUSG00000024527","Afg3l2",69597,"protein_coding","18",67537834,67582242,44.97,86.07,19.28,49.12,54.1,55.82,14.36,26.2
"2245","ENSMUSG00000024528","ENSMUSG00000024528","Srfbp1",67222,"protein_coding","18",52598765,52625003,40.54,17.84,40.67,12.85,14.14,6.76,7.56,16.33
"2246","ENSMUSG00000024530","ENSMUSG00000024530","Prelid3a",225655,"protein_coding","18",67597936,67612905,47.66,51.52,19.12,16.68,16.25,31.78,39.9,12.06
"2247","ENSMUSG00000024533","ENSMUSG00000024533","Spire1",68166,"protein_coding","18",67621279,67743860,42.55,67.82,49.46,37.11,26.52,13.11,27.22,20.7
"2248","ENSMUSG00000024537","ENSMUSG00000024537","Psmg2",107047,"protein_coding","18",67774669,67787232,43.9,127.21,55.69,49.61,69.96,70.15,80.35,72.41
"2249","ENSMUSG00000024538","ENSMUSG00000024538","Ppic",19038,"protein_coding","18",53539404,53551187,45.52,23.09,79.21,37.04,42.34,35.06,38.32,24.44
"2250","ENSMUSG00000024539","ENSMUSG00000024539","Ptpn2",19255,"protein_coding","18",67798581,67857665,41.08,76,49.48,107.93,77.12,48.43,34.21,30.48
"2251","ENSMUSG00000024556","ENSMUSG00000024556","Me2",107029,"protein_coding","18",73902974,73948520,44.41,7.2,3.25,7.29,34.54,14.65,3.96,36.67
"2252","ENSMUSG00000024558","ENSMUSG00000024558","Mapk4",225724,"protein_coding","18",74061557,74198430,47.25,22.81,7.21,16.06,19.45,13.78,16.41,12.68
"2253","ENSMUSG00000024561","ENSMUSG00000024561","Mbd1",17190,"protein_coding","18",74400676,74415803,47.85,9.71,3.54,5.9,9.55,11.25,15.74,12.99
"2254","ENSMUSG00000024563","ENSMUSG00000024563","Smad2",17126,"protein_coding","18",76374651,76444034,40.89,34.67,31.87,20.11,46.18,13.29,18.37,41.27
"2255","ENSMUSG00000024570","ENSMUSG00000024570","Rbfa",68731,"protein_coding","18",80235480,80243873,49.89,50.63,71.9,68.93,42.67,85,46.39,61.99
"2256","ENSMUSG00000024571","ENSMUSG00000024571","Naa12",27366,"protein_coding","18",80249980,80255956,48.27,131.52,52.95,107.96,130.61,131.94,98.4,164.72
"2257","ENSMUSG00000024576","ENSMUSG00000024576","Csnk1a1",93687,"protein_coding","18",61688345,61723132,39.23,269.77,220.72,310.89,247.2,212.52,163.69,188.6
"2258","ENSMUSG00000024579","ENSMUSG00000024579","Pcyox1l",240334,"protein_coding","18",61829908,61840706,51.3,14.79,2.87,29.22,24.91,11.43,12.21,16.21
"2259","ENSMUSG00000024581","ENSMUSG00000024581","Napg",108123,"protein_coding","18",63110902,63132521,44.01,110.13,100.36,92.25,100.77,100.59,52.62,51.19
"2260","ENSMUSG00000024583","ENSMUSG00000024583","Txnl1",53382,"protein_coding","18",63794165,63841872,39.46,259.96,199.46,179.1,196.35,188.65,191.4,150.81
"2261","ENSMUSG00000024587","ENSMUSG00000024587","Nars1",70223,"protein_coding","18",64632718,64649723,44.4,153.67,90.89,226.09,183.86,139.56,84.74,115.73
"2262","ENSMUSG00000024588","ENSMUSG00000024588","Fech",14151,"protein_coding","18",64585985,64623322,44.89,102.43,37.02,70.35,56.06,58.76,71.63,96.89
"2263","ENSMUSG00000024589","ENSMUSG00000024589","Nedd4l",83814,"protein_coding","18",65020776,65350899,45.49,37.23,15.64,39.85,39.13,39.21,14.34,41.65
"2264","ENSMUSG00000024590","ENSMUSG00000024590","Lmnb1",16906,"protein_coding","18",56840885,56886496,45.15,3.46,22.24,6.03,8.67,10.22,9.53,0.48
"2265","ENSMUSG00000024592","ENSMUSG00000024592","C330018D20Rik",77422,"protein_coding","18",57088905,57108440,40.2,13.17,17.64,14.99,27.13,7.9,18.05,18.8
"2266","ENSMUSG00000024594","ENSMUSG00000024594","Prrc1",73137,"protein_coding","18",57487813,57526028,44.5,30.7,14.62,8.23,10.02,11.61,4.55,10.44
"2267","ENSMUSG00000024597","ENSMUSG00000024597","Slc12a2",20496,"protein_coding","18",58011750,58079893,39.1,9.7,19.7,5.06,15.79,17,12.82,6.29
"2268","ENSMUSG00000024601","ENSMUSG00000024601","Isoc1",66307,"protein_coding","18",58792538,58813440,45.04,35.75,47.85,41.79,28,43.27,21.48,28.95
"2269","ENSMUSG00000024603","ENSMUSG00000024603","Dctn4",67665,"protein_coding","18",60659257,60691838,43.15,95.4,46.86,44.33,72.79,49.38,46.18,37.1
"2270","ENSMUSG00000024604","ENSMUSG00000024604","Rbm22",66810,"protein_coding","18",60693808,60705882,45.29,44.06,56.52,36.86,41.83,35.48,10.34,47.59
"2271","ENSMUSG00000024608","ENSMUSG00000024608","Rps14",20044,"protein_coding","18",60880170,60911618,50.09,208.94,471.4,440.59,401.44,537.12,856.19,671.22
"2272","ENSMUSG00000024614","ENSMUSG00000024614","Tmx3",67988,"protein_coding","18",90528278,90561391,35.56,58.59,55.12,22.05,44.59,19.49,27.18,26.33
"2273","ENSMUSG00000024617","ENSMUSG00000024617","Camk2a",12322,"protein_coding","18",61058690,61121224,50.93,162.93,86.55,95.12,130.38,179.79,76.92,138.19
"2274","ENSMUSG00000024639","ENSMUSG00000024639","Gnaq",14682,"protein_coding","19",16110195,16364827,41.8,46.88,58.02,51.93,42.66,35.44,28.44,36.17
"2275","ENSMUSG00000024640","ENSMUSG00000024640","Psat1",107272,"protein_coding","19",15882042,15924701,45.71,89.35,134.55,144.7,125.42,79.08,140.48,119.83
"2276","ENSMUSG00000024642","ENSMUSG00000024642","Tle4",21888,"protein_coding","19",14425514,14575415,39.29,20.73,70.02,17.99,17.16,18.78,17.3,21.06
"2277","ENSMUSG00000024645","ENSMUSG00000024645","Timm21",67105,"protein_coding","18",84964316,84969649,41.34,31.29,17.99,16.31,18.99,15.09,0,18.1
"2278","ENSMUSG00000024646","ENSMUSG00000024646","Cyb5a",109672,"protein_coding","18",84856829,84897996,44.08,187.36,422.46,271.34,236.98,186.77,446.01,439.69
"2279","ENSMUSG00000024654","ENSMUSG00000024654","Asrgl1",66514,"protein_coding","19",9087232,9113000,42.67,159.53,58.57,99.44,102.49,107.68,79.66,126.62
"2280","ENSMUSG00000024659","ENSMUSG00000024659","Anxa1",16952,"protein_coding","19",20350792,20368308,37.27,24.33,12.57,10.49,58.82,19.87,0,2.26
