"","Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","A8","A9","A11","A12","A13","A16","A17"
"2213","ENSMUSG00000024422","ENSMUSG00000024422","Dhx16",69192,"protein_coding","17",36190711,36203562,51.17,523,115,259,395,326,211,429
"2214","ENSMUSG00000024423","ENSMUSG00000024423","Impact",16210,"protein_coding","18",13088909,13126007,42.25,2822,3109,1925,1706,1047,2565,1340
"2215","ENSMUSG00000024424","ENSMUSG00000024424","Ttc39c",72747,"protein_coding","18",12732953,12871920,45.96,888,637,505,427,1117,116,688
"2216","ENSMUSG00000024425","ENSMUSG00000024425","Ndfip1",65113,"protein_coding","18",38543449,38598356,41.51,20033,29137,18955,22366,21026,21133,16819
"2217","ENSMUSG00000024426","ENSMUSG00000024426","Atat1",73242,"protein_coding","17",36208487,36220967,48.94,675,1946,1642,1889,1154,1059,1051
"2218","ENSMUSG00000024429","ENSMUSG00000024429","Gnl1",14670,"protein_coding","17",36290743,36300354,54.21,1062,588,2091,1433,2082,1835,1343
"2219","ENSMUSG00000024431","ENSMUSG00000024431","Nr3c1",14815,"protein_coding","18",39543598,39652474,39.04,1264,902,1001,906,375,236,1218
"2220","ENSMUSG00000024436","ENSMUSG00000024436","Mrps18b",66973,"protein_coding","17",36221271,36227281,47.7,316,400,282,421,452,271,417
"2221","ENSMUSG00000024446","ENSMUSG00000024446","Rpp21",67676,"protein_coding","17",36566537,36568961,50.06,67,547,117,77,118,316,210
"2222","ENSMUSG00000024454","ENSMUSG00000024454","Hdac3",15183,"protein_coding","18",38068897,38088069,44.81,1587,1873,1738,1981,1738,1197,1839
"2223","ENSMUSG00000024456","ENSMUSG00000024456","Diaph1",13367,"protein_coding","18",37976654,38068529,42.1,325,152,163,84,97,345,78
"2224","ENSMUSG00000024462","ENSMUSG00000024462","Gabbr1",54393,"protein_coding","17",37356858,37385959,48.79,3588,2623,3705,3860,4607,2318,2901
"2225","ENSMUSG00000024474","ENSMUSG00000024474","Ik",24010,"protein_coding","18",36877731,36890688,42.5,253,68,187,177,166,195,111
"2226","ENSMUSG00000024477","ENSMUSG00000024477","Pggt1b",225467,"protein_coding","18",46368418,46414060,41.45,887,363,185,444,82,315,186
"2227","ENSMUSG00000024479","ENSMUSG00000024479","Mal2",105853,"protein_coding","15",54434588,54466243,42.15,2260,1069,1624,1524,930,869,884
"2228","ENSMUSG00000024480","ENSMUSG00000024480","Ap3s1",11777,"protein_coding","18",46874943,46923893,38.06,1241,4388,1360,1529,1524,796,1504
"2229","ENSMUSG00000024486","ENSMUSG00000024486","Hbegf",15200,"protein_coding","18",36637980,36648858,49.59,763,730,675,1314,398,1023,435
"2230","ENSMUSG00000024487","ENSMUSG00000024487","Yipf5",67180,"protein_coding","18",40336949,40352482,39.31,934,3744,1655,1640,1228,1227,1824
"2231","ENSMUSG00000024493","ENSMUSG00000024493","Lars1",107045,"protein_coding","18",42335363,42395259,42.36,2639,1130,1411,901,1608,1663,1624
"2232","ENSMUSG00000024498","ENSMUSG00000024498","Tcerg1",56070,"protein_coding","18",42644552,42708858,39.06,659,232,966,1002,534,1059,459
"2233","ENSMUSG00000024500","ENSMUSG00000024500","Ppp2r2b",72930,"protein_coding","18",42770497,43216192,41.99,808,2811,1170,2201,1499,808,1671
"2234","ENSMUSG00000024501","ENSMUSG00000024501","Dpysl3",22240,"protein_coding","18",43454049,43571351,41.81,1196,2217,2596,3271,2265,567,532
"2235","ENSMUSG00000024502","ENSMUSG00000024502","Jakmip2",76217,"protein_coding","18",43664472,43820838,40.28,1248,209,1542,1021,415,1246,324
"2236","ENSMUSG00000024507","ENSMUSG00000024507","Hsd17b4",15488,"protein_coding","18",50261268,50329336,41.94,2259,542,1646,2289,1762,1677,1932
"2237","ENSMUSG00000024513","ENSMUSG00000024513","Mbd2",17191,"protein_coding","18",70701260,70759202,42.62,479,178,954,822,233,1273,692
"2238","ENSMUSG00000024515","ENSMUSG00000024515","Smad4",17128,"protein_coding","18",73772080,73836851,42.23,1531,2693,847,1211,556,604,740
"2239","ENSMUSG00000024516","ENSMUSG00000024516","Sec11c",66286,"protein_coding","18",65933586,65950755,46.41,611,778,1234,1382,786,2145,1227
"2240","ENSMUSG00000024517","ENSMUSG00000024517","Grp",225642,"protein_coding","18",66005891,66019667,45.9,106,608,392,108,125,258,154
"2241","ENSMUSG00000024521","ENSMUSG00000024521","Pmaip1",58801,"protein_coding","18",66591604,66598636,43.38,284,506,511,60,189,141,101
"2242","ENSMUSG00000024524","ENSMUSG00000024524","Gnal",14680,"protein_coding","18",67221287,67359863,44.02,686,377,976,497,499,257,555
"2243","ENSMUSG00000024526","ENSMUSG00000024526","Cidea",12683,"protein_coding","18",67476674,67500855,45.86,110,534,29,113,30,93,114
"2244","ENSMUSG00000024527","ENSMUSG00000024527","Afg3l2",69597,"protein_coding","18",67537834,67582242,44.97,1639,510,1119,1260,1164,445,656
"2245","ENSMUSG00000024528","ENSMUSG00000024528","Srfbp1",67222,"protein_coding","18",52598765,52625003,40.54,287,909,247,278,119,198,345
"2246","ENSMUSG00000024530","ENSMUSG00000024530","Prelid3a",225655,"protein_coding","18",67597936,67612905,47.66,393,203,151,151,264,496,120
"2247","ENSMUSG00000024533","ENSMUSG00000024533","Spire1",68166,"protein_coding","18",67621279,67743860,42.55,2189,2338,1414,1093,470,1443,893
"2248","ENSMUSG00000024537","ENSMUSG00000024537","Psmg2",107047,"protein_coding","18",67774669,67787232,43.9,674,411,310,450,403,728,512
"2249","ENSMUSG00000024538","ENSMUSG00000024538","Ppic",19038,"protein_coding","18",53539404,53551187,45.52,176,840,335,393,291,476,243
"2250","ENSMUSG00000024539","ENSMUSG00000024539","Ptpn2",19255,"protein_coding","18",67798581,67857665,41.08,840,602,1270,902,510,608,348
"2251","ENSMUSG00000024556","ENSMUSG00000024556","Me2",107029,"protein_coding","18",73902974,73948520,44.41,115,72,139,674,256,103,769
"2252","ENSMUSG00000024558","ENSMUSG00000024558","Mapk4",225724,"protein_coding","18",74061557,74198430,47.25,649,292,541,652,405,706,460
"2253","ENSMUSG00000024561","ENSMUSG00000024561","Mbd1",17190,"protein_coding","18",74400676,74415803,47.85,168,85,122,202,213,443,295
"2254","ENSMUSG00000024563","ENSMUSG00000024563","Smad2",17126,"protein_coding","18",76374651,76444034,40.89,498,681,506,985,198,443,1023
"2255","ENSMUSG00000024570","ENSMUSG00000024570","Rbfa",68731,"protein_coding","18",80235480,80243873,49.89,377,745,609,387,689,563,602
"2256","ENSMUSG00000024571","ENSMUSG00000024571","Naa12",27366,"protein_coding","18",80249980,80255956,48.27,1241,698,1230,1513,1384,1538,2052
"2257","ENSMUSG00000024576","ENSMUSG00000024576","Csnk1a1",93687,"protein_coding","18",61688345,61723132,39.23,5334,4392,7016,6511,3987,4455,4412
"2258","ENSMUSG00000024579","ENSMUSG00000024579","Pcyox1l",240334,"protein_coding","18",61829908,61840706,51.3,174,47,410,358,147,234,250
"2259","ENSMUSG00000024581","ENSMUSG00000024581","Napg",108123,"protein_coding","18",63110902,63132521,44.01,2449,3100,2456,2742,2451,1904,1498
"2260","ENSMUSG00000024583","ENSMUSG00000024583","Txnl1",53382,"protein_coding","18",63794165,63841872,39.46,2538,2238,1848,2323,1682,2795,1909
"2261","ENSMUSG00000024587","ENSMUSG00000024587","Nars1",70223,"protein_coding","18",64632718,64649723,44.4,2520,2079,4467,3703,2521,2284,2517
"2262","ENSMUSG00000024588","ENSMUSG00000024588","Fech",14151,"protein_coding","18",64585985,64623322,44.89,1550,623,1278,1226,1061,1755,1944
"2263","ENSMUSG00000024589","ENSMUSG00000024589","Nedd4l",83814,"protein_coding","18",65020776,65350899,45.49,946,1102,1361,1275,1073,551,1338
"2264","ENSMUSG00000024590","ENSMUSG00000024590","Lmnb1",16906,"protein_coding","18",56840885,56886496,45.15,60,536,125,184,194,269,11
"2265","ENSMUSG00000024592","ENSMUSG00000024592","C330018D20Rik",77422,"protein_coding","18",57088905,57108440,40.2,189,298,257,476,124,377,329
"2266","ENSMUSG00000024594","ENSMUSG00000024594","Prrc1",73137,"protein_coding","18",57487813,57526028,44.5,986,652,317,394,409,238,442
"2267","ENSMUSG00000024597","ENSMUSG00000024597","Slc12a2",20496,"protein_coding","18",58011750,58079893,39.1,409,1154,256,816,787,880,350
"2268","ENSMUSG00000024601","ENSMUSG00000024601","Isoc1",66307,"protein_coding","18",58792538,58813440,45.04,690,1393,1048,671,850,524,798
"2269","ENSMUSG00000024603","ENSMUSG00000024603","Dctn4",67665,"protein_coding","18",60659257,60691838,43.15,2015,1211,1018,1895,1157,1642,1030
"2270","ENSMUSG00000024604","ENSMUSG00000024604","Rbm22",66810,"protein_coding","18",60693808,60705882,45.29,576,1027,575,668,507,220,816
"2271","ENSMUSG00000024608","ENSMUSG00000024608","Rps14",20044,"protein_coding","18",60880170,60911618,50.09,468,1458,1132,1068,1272,3102,1891
"2272","ENSMUSG00000024614","ENSMUSG00000024614","Tmx3",67988,"protein_coding","18",90528278,90561391,35.56,1715,2242,774,1599,626,1295,1016
"2273","ENSMUSG00000024617","ENSMUSG00000024617","Camk2a",12322,"protein_coding","18",61058690,61121224,50.93,5046,3812,3458,5009,6147,3941,5319
"2274","ENSMUSG00000024639","ENSMUSG00000024639","Gnaq",14682,"protein_coding","19",16110195,16364827,41.8,1700,2922,2259,1895,1410,1678,1729
"2275","ENSMUSG00000024640","ENSMUSG00000024640","Psat1",107272,"protein_coding","19",15882042,15924701,45.71,1302,2667,2538,2276,1301,3425,2369
"2276","ENSMUSG00000024642","ENSMUSG00000024642","Tle4",21888,"protein_coding","19",14425514,14575415,39.29,598,2805,622,606,594,812,800
"2277","ENSMUSG00000024645","ENSMUSG00000024645","Timm21",67105,"protein_coding","18",84964316,84969649,41.34,453,362,282,336,239,0,344
"2278","ENSMUSG00000024646","ENSMUSG00000024646","Cyb5a",109672,"protein_coding","18",84856829,84897996,44.08,707,2224,1198,1081,760,2749,2136
"2279","ENSMUSG00000024654","ENSMUSG00000024654","Asrgl1",66514,"protein_coding","19",9087232,9113000,42.67,4224,2154,3155,3322,3126,3432,4415
"2280","ENSMUSG00000024659","ENSMUSG00000024659","Anxa1",16952,"protein_coding","19",20350792,20368308,37.27,230,164,118,678,200,0,28
"2281","ENSMUSG00000024661","ENSMUSG00000024661","Fth1",14319,"protein_coding","19",9957962,9962462,48.88,52059,73244,67623,73021,61440,90128,57471
"2282","ENSMUSG00000024664","ENSMUSG00000024664","Fads3",60527,"protein_coding","19",10018933,10037474,50.78,801,56,296,433,656,216,400
"2283","ENSMUSG00000024665","ENSMUSG00000024665","Fads2",56473,"protein_coding","19",10040129,10079110,48.62,6838,6051,9520,11590,12042,7117,10402
"2284","ENSMUSG00000024666","ENSMUSG00000024666","Tmem138",72982,"protein_coding","19",10547842,10554726,46.03,439,403,264,316,387,299,398
"2285","ENSMUSG00000024667","ENSMUSG00000024667","Tmem216",68642,"protein_coding","19",10511229,10533602,42.46,187,129,124,118,135,275,324
"2286","ENSMUSG00000024668","ENSMUSG00000024668","Sdhaf2",66072,"protein_coding","19",10477898,10503506,43.81,712,958,609,927,512,1476,837
"2287","ENSMUSG00000024683","ENSMUSG00000024683","Mrpl16",94063,"protein_coding","19",11747755,11752324,43.35,262,1138,273,579,423,668,645
"2288","ENSMUSG00000024687","ENSMUSG00000024687","Osbp",76303,"protein_coding","19",11943305,11971476,43.71,361,586,812,623,496,335,481
"2289","ENSMUSG00000024695","ENSMUSG00000024695","Zfp91",109910,"protein_coding","19",12744384,12773490,38.08,1338,608,564,668,1007,877,1669
"2290","ENSMUSG00000024712","ENSMUSG00000024712","Rfk",54391,"protein_coding","19",17371407,17378713,44.4,3194,2203,2342,2148,1284,1775,3092
"2291","ENSMUSG00000024726","ENSMUSG00000024726","Carnmt1",67383,"protein_coding","19",18648128,18684564,39.49,251,649,86,195,158,276,86
"2292","ENSMUSG00000024732","ENSMUSG00000024732","Ccdc86",108673,"protein_coding","19",10918845,10926630,51.53,199,657,564,415,359,80,314
"2293","ENSMUSG00000024735","ENSMUSG00000024735","Prpf19",28000,"protein_coding","19",10872595,10886923,49.02,1351,1446,1811,1391,1310,1554,1655
"2294","ENSMUSG00000024736","ENSMUSG00000024736","Tmem132a",98170,"protein_coding","19",10835186,10847304,54.57,1477,491,1196,1280,1860,870,1172
"2295","ENSMUSG00000024740","ENSMUSG00000024740","Ddb1",13194,"protein_coding","19",10582691,10607183,44.43,3071,1898,5048,3873,5188,2456,3465
"2296","ENSMUSG00000024743","ENSMUSG00000024743","Syt7",54525,"protein_coding","19",10366454,10430544,53.19,525,409,428,481,295,151,321
"2297","ENSMUSG00000024750","ENSMUSG00000024750","Zfand5",22682,"protein_coding","19",21249642,21264204,38.75,5493,2246,9207,5625,5099,5663,5077
"2298","ENSMUSG00000024758","ENSMUSG00000024758","Rtn3",20168,"protein_coding","19",7403266,7460646,40.42,16874,23940,16777,16124,18037,15125,12812
"2299","ENSMUSG00000024767","ENSMUSG00000024767","Otub1",107260,"protein_coding","19",7175567,7183681,52.51,1227,662,1180,1451,1698,1506,1079
"2300","ENSMUSG00000024772","ENSMUSG00000024772","Ehd1",13660,"protein_coding","19",6326755,6350126,52.68,1219,990,615,1251,1215,473,958
"2301","ENSMUSG00000024773","ENSMUSG00000024773","Atg2a",329015,"protein_coding","19",6291698,6312365,56.01,273,89,282,11,214,116,152
"2302","ENSMUSG00000024777","ENSMUSG00000024777","Ppp2r5b",225849,"protein_coding","19",6277795,6285902,55.91,1530,763,1918,2085,2586,1135,2134
"2303","ENSMUSG00000024778","ENSMUSG00000024778","Fas",14102,"protein_coding","19",34268066,34305172,41.78,254,577,1253,1085,246,647,174
"2304","ENSMUSG00000024780","ENSMUSG00000024780","Cdc37l1",67072,"protein_coding","19",28967752,29004081,41.45,1253,665,494,1397,1221,1042,939
"2305","ENSMUSG00000024781","ENSMUSG00000024781","Lipa",16889,"protein_coding","19",34469718,34504874,42.19,196,581,451,245,420,139,436
"2306","ENSMUSG00000024782","ENSMUSG00000024782","Ak3",56248,"protein_coding","19",28998233,29025361,44.97,1559,1402,2569,2287,1722,2707,4210
"2307","ENSMUSG00000024787","ENSMUSG00000024787","Snx15",69024,"protein_coding","19",6169429,6178334,48.02,479,1209,270,462,719,849,622
"2308","ENSMUSG00000024789","ENSMUSG00000024789","Jak2",16452,"protein_coding","19",29229228,29290480,39.41,621,520,882,393,551,33,295
"2309","ENSMUSG00000024792","ENSMUSG00000024792","Zfpl1",81909,"protein_coding","19",6130792,6134986,53.21,692,14,429,411,334,335,338
"2310","ENSMUSG00000024797","ENSMUSG00000024797","Vps51",68505,"protein_coding","19",6117872,6127261,52.11,417,805,598,572,834,574,523
"2311","ENSMUSG00000024800","ENSMUSG00000024800","Rpp30",54364,"protein_coding","19",36061116,36082177,42,608,1702,481,693,148,694,675
"2312","ENSMUSG00000024805","ENSMUSG00000024805","Pcgf5",76073,"protein_coding","19",36325709,36438370,42.95,153,569,572,333,120,614,603
"2313","ENSMUSG00000024807","ENSMUSG00000024807","Syvn1",74126,"protein_coding","19",6096606,6103742,56.07,672,433,810,680,683,624,719
"2314","ENSMUSG00000024811","ENSMUSG00000024811","Tnks2",74493,"protein_coding","19",36811632,36870877,39.94,2973,1612,1876,2079,2128,1405,1883
"2315","ENSMUSG00000024812","ENSMUSG00000024812","Tjp2",21873,"protein_coding","19",24071869,24202394,45.69,507,697,464,506,570,690,901
"2316","ENSMUSG00000024816","ENSMUSG00000024816","Frmd8",67457,"protein_coding","19",5899730,5925302,52.82,334,424,344,899,678,2027,1355
"2317","ENSMUSG00000024817","ENSMUSG00000024817","Uhrf2",109113,"protein_coding","19",30007913,30071122,39.14,615,600,796,565,222,744,637
"2318","ENSMUSG00000024824","ENSMUSG00000024824","Rad9a",19367,"protein_coding","19",4245195,4251661,52.85,106,33,41,81,180,18,83
"2319","ENSMUSG00000024826","ENSMUSG00000024826","Dpf2",19708,"protein_coding","19",5946544,5963038,47.68,838,1130,1139,1346,561,863,1332
"2320","ENSMUSG00000024827","ENSMUSG00000024827","Gldc",104174,"protein_coding","19",30075847,30152829,44.72,1685,1852,2274,2111,977,1945,4664
"2321","ENSMUSG00000024829","ENSMUSG00000024829","Mrpl21",353242,"protein_coding","19",3332901,3342837,50.21,332,565,236,587,235,613,394
"2322","ENSMUSG00000024831","ENSMUSG00000024831","Ighmbp2",20589,"protein_coding","19",3309076,3333017,52.1,68,180,55,0,155,0,53
"2323","ENSMUSG00000024835","ENSMUSG00000024835","Coro1b",23789,"protein_coding","19",4198618,4204034,56.23,649,863,1091,1086,986,1442,1200
"2324","ENSMUSG00000024841","ENSMUSG00000024841","Eif1ad",69860,"protein_coding","19",5416769,5421554,49.44,385,1165,492,541,638,483,422
"2325","ENSMUSG00000024844","ENSMUSG00000024844","Banf1",23825,"protein_coding","19",5414666,5417196,56.85,781,2007,1403,924,1119,1621,1069
"2326","ENSMUSG00000024845","ENSMUSG00000024845","Tmem134",66990,"protein_coding","19",4175934,4182306,52.6,459,229,345,486,325,698,466
"2327","ENSMUSG00000024847","ENSMUSG00000024847","Aip",11632,"protein_coding","19",4164446,4175858,49.41,390,412,465,595,802,646,732
"2328","ENSMUSG00000024853","ENSMUSG00000024853","Sf3b2",319322,"protein_coding","19",5323960,5345483,46.39,3707,6263,4208,5313,4049,2879,4057
"2329","ENSMUSG00000024855","ENSMUSG00000024855","Pacs1",107975,"protein_coding","19",5183186,5323147,43.15,626,361,1119,1255,1254,386,404
"2330","ENSMUSG00000024856","ENSMUSG00000024856","Cdk2ap2",52004,"protein_coding","19",4147182,4149019,57.4,372,210,514,448,525,923,806
"2331","ENSMUSG00000024862","ENSMUSG00000024862","Klc2",16594,"protein_coding","19",5157774,5168588,54.11,32,100,172,165,187,133,198
"2332","ENSMUSG00000024866","ENSMUSG00000024866","Acy3",71670,"protein_coding","19",4036570,4040007,53.26,20,383,107,0,19,62,73
"2333","ENSMUSG00000024870","ENSMUSG00000024870","Rab1b",76308,"protein_coding","19",5149233,5157100,53.01,2107,1348,3058,2457,2835,4037,3987
"2334","ENSMUSG00000024873","ENSMUSG00000024873","Cnih2",12794,"protein_coding","19",5142896,5148549,56.7,4651,5096,6605,5381,8403,7792,6452
"2335","ENSMUSG00000024875","ENSMUSG00000024875","Yif1a",68090,"protein_coding","19",5138566,5142909,54.33,197,575,304,599,507,625,902
"2336","ENSMUSG00000024878","ENSMUSG00000024878","Zng1",226043,"protein_coding","19",24897280,24938974,36.22,139,896,339,251,118,1,82
"2337","ENSMUSG00000024885","ENSMUSG00000024885","Aldh3b1",67689,"protein_coding","19",3963491,3979808,53.13,4,414,251,172,90,79,510
"2338","ENSMUSG00000024889","ENSMUSG00000024889","Rce1",19671,"protein_coding","19",4672619,4675669,56.21,237,212,640,459,401,330,147
"2339","ENSMUSG00000024892","ENSMUSG00000024892","Pcx",18563,"protein_coding","19",4560500,4671780,46.22,531,497,1781,1207,1256,858,1719
"2340","ENSMUSG00000024897","ENSMUSG00000024897","Apba1",319924,"protein_coding","19",23736251,23926960,44.98,637,60,687,582,1192,395,509
"2341","ENSMUSG00000024900","ENSMUSG00000024900","Cpt1a",12894,"protein_coding","19",3372334,3435733,49.73,907,895,1166,1174,197,409,1196
"2342","ENSMUSG00000024902","ENSMUSG00000024902","Mrpl11",66419,"protein_coding","19",5012175,5017027,48.36,657,1823,501,542,588,635,595
"2343","ENSMUSG00000024906","ENSMUSG00000024906","Mus81",71711,"protein_coding","19",5532373,5538430,53.96,373,262,43,0,109,277,280
"2344","ENSMUSG00000024909","ENSMUSG00000024909","Efemp2",58859,"protein_coding","19",5523982,5532545,54.29,493,1140,930,1043,493,1085,923
"2345","ENSMUSG00000024911","ENSMUSG00000024911","Fibp",58249,"protein_coding","19",5510643,5515079,53.48,403,1128,167,709,292,828,587
"2346","ENSMUSG00000024912","ENSMUSG00000024912","Fosl1",14283,"protein_coding","19",5497575,5505974,51.35,12,179,147,122,23,6,16
"2347","ENSMUSG00000024914","ENSMUSG00000024914","Drap1",66556,"protein_coding","19",5472833,5475007,60.55,386,1541,983,1011,1448,2808,1710
"2348","ENSMUSG00000024921","ENSMUSG00000024921","Smarca2",67155,"protein_coding","19",26582450,26755722,44.66,2409,1670,963,1732,1899,1636,1278
"2349","ENSMUSG00000024924","ENSMUSG00000024924","Vldlr",22359,"protein_coding","19",27193884,27231631,43.62,328,248,796,680,671,31,393
"2350","ENSMUSG00000024925","ENSMUSG00000024925","Rnaseh2c",68209,"protein_coding","19",5651901,5657047,54.01,103,212,79,136,204,254,178
"2351","ENSMUSG00000024926","ENSMUSG00000024926","Kat5",81601,"protein_coding","19",5653042,5660265,53.96,350,418,277,567,274,232,508
"2352","ENSMUSG00000024927","ENSMUSG00000024927","Rela",19697,"protein_coding","19",5687511,5698158,53.18,928,1429,1415,1159,864,683,1008
"2353","ENSMUSG00000024935","ENSMUSG00000024935","Slc1a1",20510,"protein_coding","19",28812449,28891360,44.3,801,2182,1913,2089,2773,2076,1764
"2354","ENSMUSG00000024943","ENSMUSG00000024943","Smc5",226026,"protein_coding","19",23183815,23251261,38.74,229,156,579,262,178,117,473
"2355","ENSMUSG00000024944","ENSMUSG00000024944","Arl2",56327,"protein_coding","19",6184404,6191578,53.07,378,324,315,633,721,1196,804
"2356","ENSMUSG00000024947","ENSMUSG00000024947","Men1",17283,"protein_coding","19",6385009,6390921,55.57,832,87,757,868,890,899,1037
"2357","ENSMUSG00000024949","ENSMUSG00000024949","Sf1",22668,"protein_coding","19",6413720,6428060,47.88,1988,673,1078,1085,1515,1450,1148
"2358","ENSMUSG00000024953","ENSMUSG00000024953","Prdx5",54683,"protein_coding","19",6884065,6887474,54.11,1838,2778,2645,2218,2767,3918,3326
"2359","ENSMUSG00000024958","ENSMUSG00000024958","Gpr137",107173,"protein_coding","19",6915425,6919848,59.29,632,167,289,391,394,507,507
"2360","ENSMUSG00000024959","ENSMUSG00000024959","Bad",12015,"protein_coding","19",6919229,6929267,51.56,406,327,332,341,400,658,608
"2361","ENSMUSG00000024960","ENSMUSG00000024960","Plcb3",18797,"protein_coding","19",6929693,6953838,55.58,424,475,484,914,214,603,735
"2362","ENSMUSG00000024962","ENSMUSG00000024962","Vegfb",22340,"protein_coding","19",6959841,6965019,52.5,522,283,646,757,650,799,693
"2363","ENSMUSG00000024966","ENSMUSG00000024966","Stip1",20867,"protein_coding","19",6998070,7017335,45.9,2522,2685,2818,3480,3567,1844,2177
"2364","ENSMUSG00000024969","ENSMUSG00000024969","Mark2",13728,"protein_coding","19",7252761,7319225,47.52,632,779,385,296,534,510,527
"2365","ENSMUSG00000024974","ENSMUSG00000024974","Smc3",13006,"protein_coding","19",53588829,53634264,41.19,1654,775,1734,1432,1011,1662,479
"2366","ENSMUSG00000024975","ENSMUSG00000024975","Pdcd4",18569,"protein_coding","19",53880662,53918291,42.86,1268,1391,572,1108,596,850,622
"2367","ENSMUSG00000024976","ENSMUSG00000024976","Shoc2",56392,"protein_coding","19",53932737,54021564,38.58,1845,556,858,1305,958,439,796
"2368","ENSMUSG00000024978","ENSMUSG00000024978","Gpam",14732,"protein_coding","19",55055700,55115670,46.43,800,203,780,1313,629,270,1626
"2369","ENSMUSG00000024981","ENSMUSG00000024981","Acsl5",433256,"protein_coding","19",55240370,55286152,44.13,12,269,311,209,590,482,193
"2370","ENSMUSG00000024983","ENSMUSG00000024983","Vti1a",53611,"protein_coding","19",55304727,55615741,44.11,516,33,571,672,646,816,465
"2371","ENSMUSG00000024985","ENSMUSG00000024985","Tcf7l2",21416,"protein_coding","19",55730252,55922086,46.71,345,278,263,544,468,145,441
"2372","ENSMUSG00000024991","ENSMUSG00000024991","Eif3a",13669,"protein_coding","19",60749555,60779096,38.25,1942,591,2989,3882,2181,1851,679
"2373","ENSMUSG00000024993","ENSMUSG00000024993","Dennd10",67894,"protein_coding","19",60800023,60824665,40.6,911,811,892,969,900,1402,1324
"2374","ENSMUSG00000024997","ENSMUSG00000024997","Prdx3",11757,"protein_coding","19",60852489,60862994,41.6,1946,1493,1573,1331,1582,2145,1648
"2375","ENSMUSG00000025006","ENSMUSG00000025006","Sorbs1",20411,"protein_coding","19",40283197,40502223,45.99,3346,4628,1922,3311,1720,3092,3471
"2376","ENSMUSG00000025007","ENSMUSG00000025007","Aldh18a1",56454,"protein_coding","19",40538701,40576907,47.05,355,306,582,497,399,700,239
"2377","ENSMUSG00000025016","ENSMUSG00000025016","Tm9sf3",107358,"protein_coding","19",41199283,41252436,40.51,5270,3816,6150,5124,3082,2110,3630
"2378","ENSMUSG00000025020","ENSMUSG00000025020","Slit1",20562,"protein_coding","19",41588696,41732104,50.31,230,212,313,861,1205,80,220
"2379","ENSMUSG00000025024","ENSMUSG00000025024","Smndc1",76479,"protein_coding","19",53367821,53379009,40.34,400,2098,798,912,552,1118,453
"2380","ENSMUSG00000025025","ENSMUSG00000025025","Mxi1",17859,"protein_coding","19",53298949,53364241,46.73,1275,1306,1729,2459,1253,1165,1209
"2381","ENSMUSG00000025026","ENSMUSG00000025026","Add3",27360,"protein_coding","19",53128874,53235830,42.59,4352,3256,1937,4240,3553,2755,5606
"2382","ENSMUSG00000025027","ENSMUSG00000025027","Xpnpep1",170750,"protein_coding","19",52920357,53028645,46.93,1172,1413,1555,1539,2005,1081,1042
"2383","ENSMUSG00000025034","ENSMUSG00000025034","Trim8",93679,"protein_coding","19",46490141,46505287,54.01,912,236,742,610,521,700,997
"2384","ENSMUSG00000025035","ENSMUSG00000025035","Arl3",56350,"protein_coding","19",46519535,46561637,46.24,904,2127,1089,989,797,2035,1477
"2385","ENSMUSG00000025037","ENSMUSG00000025037","Maoa",17161,"protein_coding","X",16485937,16554057,36.55,793,958,617,626,467,219,917
"2386","ENSMUSG00000025040","ENSMUSG00000025040","Fundc1",72018,"protein_coding","X",17422803,17438564,38.48,1216,2634,911,1721,317,1891,1975
"2387","ENSMUSG00000025041","ENSMUSG00000025041","Nt5c2",76952,"protein_coding","19",46871756,47003592,43.87,1033,968,675,523,831,1091,989
"2388","ENSMUSG00000025059","ENSMUSG00000025059","Gk",14933,"protein_coding","X",84745543,84820425,38.85,126,1131,356,116,205,1171,261
"2389","ENSMUSG00000025060","ENSMUSG00000025060","Slk",20874,"protein_coding","19",47568117,47633685,40.51,1158,853,978,1163,664,721,277
"2390","ENSMUSG00000025066","ENSMUSG00000025066","Sfr1",67788,"protein_coding","19",47720121,47724027,43.1,2214,3212,3169,2799,2159,4079,2162
"2391","ENSMUSG00000025068","ENSMUSG00000025068","Gsto1",14873,"protein_coding","19",47843409,47853229,45.08,649,917,600,628,612,661,262
"2392","ENSMUSG00000025076","ENSMUSG00000025076","Casp7",12369,"protein_coding","19",56385561,56430776,47.56,3,575,0,354,167,0,0
"2393","ENSMUSG00000025083","ENSMUSG00000025083","Afap1l2",226250,"protein_coding","19",56900793,56996660,49.07,0,812,251,508,340,665,506
"2394","ENSMUSG00000025085","ENSMUSG00000025085","Ablim1",226251,"protein_coding","19",57021165,57303351,45.76,452,195,788,700,302,346,123
"2395","ENSMUSG00000025089","ENSMUSG00000025089","Gfra1",14585,"protein_coding","19",58224036,58444341,46.01,665,710,288,583,311,452,1299
"2396","ENSMUSG00000025092","ENSMUSG00000025092","Hspa12a",73442,"protein_coding","19",58784182,58932086,48.39,2547,1075,2676,1157,2433,834,698
"2397","ENSMUSG00000025094","ENSMUSG00000025094","Slc18a2",214084,"protein_coding","19",59249328,59284444,44.84,122,117,62,25,52,190,0
"2398","ENSMUSG00000025102","ENSMUSG00000025102","3110040N11Rik",67290,"protein_coding","7",81431930,81439226,44,48,461,168,119,58,58,57
