"","PG.UniprotIds","PG.ProteinNames","PG.Genes","1_UD1_NC_1","2_UD2_NC_2","3_7D1_actin_1","4_8D1_arc_1","7_UD3_NC_5","8_7D2_actin_2","9_8D2_arc_2"
"537","P32020","SCP2_MOUSE","Scp2",15.8577228401504,15.9168216312307,17.202937396623,16.11631065993,13.9006026177697,17.9968965217404,17.4946337055299
"538","P28663","SNAB_MOUSE","Napb",19.7171106842461,19.2750306408663,21.0642570616804,19.2512953266696,20.221690369349,19.9158319542194,21.0160924117428
"539","Q6PDY2","AEDO_MOUSE","Ado",15.8984191671874,14.4912692350388,19.1074340137467,16.8447026822079,17.9291044744312,18.5248936437681,19.059966549746
"540","P62830","RL23_MOUSE","Rpl23",20.3460242119078,20.2987291147781,19.6456689756178,20.1491526261113,20.4902541027473,21.7962099474779,21.3511003708102
"541","Q8K0E8","FIBB_MOUSE","Fgb",16.2618087741575,14.040573607698,14.0825565243305,14.2494390407881,13.5285008274072,19.8305752639501,13.85556079248
"542","P62960","YBOX1_MOUSE","Ybx1",17.7165704212565,16.2838242439414,15.6768546985472,19.3164918503272,16.5015535896684,17.1201328181334,16.611871655719
"543","Q8BG05","ROA3_MOUSE","Hnrnpa3",19.8201425464995,19.4496213369223,24.2665384149182,23.7129700155497,20.8633877789629,21.3294986295833,21.2342899736475
"544","Q80Y32","Q80Y32_MOUSE","Hmgxb4",14.579297406123,13.4975820797239,17.8635621439869,18.3914479925055,18.1428322249796,14.20698735195,13.8211954432674
"545","P47964","RL36_MOUSE","Rpl36",19.4187125754491,19.8579879989999,19.3801489202165,19.7441497841709,19.1031237413296,20.6513056455394,18.9488546219282
"546","P35802","GPM6A_MOUSE","Gpm6a",20.6451801011665,20.4026096182424,21.7172843792442,21.5496997011635,21.217267966108,21.1926081859688,22.6294794449292
"547","Q3TRJ4","K1C26_MOUSE","Krt26",17.6891822023854,14.0397256179964,20.9386349299194,13.8865728517092,13.5119485799432,14.4087255921802,19.5148795288888
"548","Q9D1G1","RAB1B_MOUSE","Rab1b",19.9770965257986,18.2141161255375,19.5585513351249,18.6445121766023,19.0081709134078,20.3805182866305,19.9570062713887
"549","Q9EQU5","SET_MOUSE","Set",18.3710955523263,18.2544563629199,20.0587870206257,21.1778549592883,19.7222187655049,19.982463094386,17.6789824345563
"550","Q8CHH9","SEPT8_MOUSE","Septin8",18.7689625369936,19.1984208445694,20.0350197627779,18.8535661694064,18.6300870032373,15.672610338026,14.0970784583138
"551","Q9D710","TMX2_MOUSE","Tmx2",16.6539216086739,15.3308970686693,17.9256137097404,14.4231304633833,17.8628865249835,15.8814172685036,17.8358343203228
"552","Q91ZJ5","UGPA_MOUSE","Ugp2",19.5575349076217,19.6444427361498,20.2036391189111,18.4662311079344,18.9715539694075,19.877087017587,19.5222504995923
"553","P70699","LYAG_MOUSE","Gaa",20.019064481371,18.9915173407354,19.3123479571088,13.1422770447709,19.0753830270137,13.9193767661726,16.8447530199177
"554","P17742","PPIA_MOUSE","Ppia",22.3245805029831,22.2369585452028,23.2380133772222,22.7652617316094,22.7008973509714,22.6944938588912,23.3557403118413
"555","P83940","ELOC_MOUSE","Eloc",18.6959595136742,17.3865400036267,18.6974392135924,18.7696969630281,17.5691624513459,18.6985453496921,19.3737115848004
"556","Q60932","VDAC1_MOUSE","Vdac1",22.4117544914773,22.1753302382267,23.2599667074175,22.5085029589161,22.80350748561,23.7279935471074,23.3142146783325
"557","Q9CZ13","QCR1_MOUSE","Uqcrc1",19.0109141971407,19.1890200041282,20.0864070190556,19.1721575031741,19.3442560611309,19.5880287464859,19.6649676696708
"558","Q6ZWV3","RL10_MOUSE","Rpl10",20.1001245564451,20.2959080047404,20.7134063413613,19.611122161686,21.3199266927418,20.7294131448998,21.1836122971545
"559","P63028","TCTP_MOUSE","Tpt1",18.3228524418618,17.7465339921004,21.0024985141242,21.4181841245383,20.1532123833628,20.629626126965,21.5020941393817
"560","P02301;P84244","H3C_MOUSE;H33_MOUSE","H3-5;H3-3b",25.3375509799055,24.607263272548,25.2262820947924,24.675145548974,25.9135204663871,25.6866960621288,25.0022651427701
"561","Q9DCW4","ETFB_MOUSE","Etfb",18.5176351810064,18.5307392858668,19.7596570892075,19.6203851929957,19.3738811651679,19.5985843923909,20.0954112753766
"562","Q9CR68","UCRI_MOUSE","Uqcrfs1",19.5381700114131,19.3585085347962,19.5665285424834,18.8720624990625,20.460440081636,20.3650988962711,20.6119117000878
"563","O55023","IMPA1_MOUSE","Impa1",18.5621125983313,17.9604035589607,19.6534812663742,17.8610740150457,19.1821910614013,19.6742136969869,19.6763149410487
"564","Q91ZA3","PCCA_MOUSE","Pcca",19.0181571352819,20.3050439562583,21.9156013413169,17.9081946375869,20.7124336603615,16.8024718793261,18.6547655634303
"565","P10605","CATB_MOUSE","Ctsb",21.3504850553889,21.087763646798,21.3397514007975,20.873815478827,21.0601277862739,18.128672658102,20.4171665630284
"566","P19536","COX5B_MOUSE","Cox5b",18.8170489384174,18.078263459136,20.5037871694782,20.0412205195665,19.3234074342527,19.5061187481183,20.0428248394377
"567","O88487","DC1I2_MOUSE","Dync1i2",16.0463723988371,13.8830915075125,18.770037307624,12.6774932504936,16.5635704392568,13.2407829889572,13.7023549263182
"568","Q9DB20","ATPO_MOUSE","Atp5po",20.5470312486417,20.9755266970734,21.1117469288949,21.5604258322016,21.3114892877723,22.0119087643942,22.0425766436267
"569","O09167","RL21_MOUSE","Rpl21",19.8573535080112,19.7858350343181,20.4973845110428,19.3929198371189,19.9285801241043,19.6675682101708,19.0121864840462
"570","P97868","RBBP6_MOUSE","Rbbp6",17.6648251679433,16.2995715226298,19.5629233197749,17.6765069057422,19.3088064433811,14.3273775955766,13.1308378941695
"571","Q3UMU9","HDGR2_MOUSE","Hdgfl2",21.3822782014287,20.5951309893317,20.557010781713,22.1595100161879,19.2583131042365,14.3736024546257,18.6419651676995
"572","Q9CZ04","CSN7A_MOUSE","Cops7a",17.4645051326621,15.2787036247515,19.7800014546731,17.9493118002786,13.098041886117,17.7905384631592,18.5923366013013
"573","P40336","VP26A_MOUSE","Vps26a",17.5687524418958,13.2659681654457,17.1236899594249,12.7965128279652,17.0928335709577,13.5251953318432,17.938897240549
"574","Q61879","MYH10_MOUSE","Myh10",17.3944938497665,17.7897722608457,19.023615731241,17.3938587284783,14.1726995048253,18.6749300768502,13.1895897658343
"575","O08585","CLCA_MOUSE","Clta",15.1467106878265,13.9746492121861,20.1547398151268,20.6980112002659,16.1863418622451,17.2982960086355,22.1123347194914
"576","Q9CYH6","RRS1_MOUSE","Rrs1",21.8160667557846,21.0810646545289,18.591215807503,21.8154707960074,20.9110726279152,17.0912831580737,16.9193992606479
"577","Q8JZN5","ACAD9_MOUSE","Acad9",16.0721038880932,15.5608426153644,16.6505894114336,12.407963536804,17.4202091214132,17.7496845692609,14.2468643444784
"578","Q8BGH2","SAM50_MOUSE","Samm50",15.5558577095901,13.8400046448462,17.163742333783,12.9143805544858,13.4355422706336,13.760046997246,16.7676681741071
"579","Q920E5","FPPS_MOUSE","Fdps",15.9435460545273,15.3847377111589,19.395344129694,18.8165277345747,17.5762919472402,18.7070466776995,19.5734112051662
"580","Q05816","FABP5_MOUSE","Fabp5",18.8894874651088,18.5164424030563,20.6077292870112,19.5873113934281,19.0838875039771,21.5456106381865,20.2421271932274
"581","P48758","CBR1_MOUSE","Cbr1",19.112287398225,16.3741360824853,20.1888280299985,19.0944029768227,18.1395806035266,19.4722086015488,20.4504033906304
"582","Q08288","LYAR_MOUSE","Lyar",20.1382741919111,20.2995592736329,19.2099707550752,21.1741083307384,20.6926841013119,13.3055684941048,14.9966280425953
"583","Q3ULJ0","GPD1L_MOUSE","Gpd1l",15.7835236681805,16.0869497863063,17.7058940229998,16.1953387968535,15.8329006241293,16.8784665153824,17.7370847535858
"584","Q6ZWN5","RS9_MOUSE","Rps9",20.1611380087322,20.6141113582281,20.6945543121405,20.1280021984667,21.0528710261096,20.4145473337384,20.6742375498258
"585","P35279","RAB6A_MOUSE","Rab6a",18.9255244633788,18.6719950491888,18.8705317263024,19.4030687802054,19.1387027617789,19.6947967304266,20.043813218617
"586","P62880","GBB2_MOUSE","Gnb2",20.561824837326,19.3101591786373,21.488156580953,19.3748158223231,21.6462609339553,21.1332142722699,21.5882846504374
"587","Q8C1S0","MED19_MOUSE","Med19",20.0403715065252,20.1454202229087,20.3905252482136,21.028208626669,20.1288529341917,13.8611659108038,18.0272081471358
"588","O35381","AN32A_MOUSE","Anp32a",20.4537162402778,19.9998937090853,24.779947349469,24.4070455167771,19.7808405464227,19.7226655595165,21.8721765030729
"589","P63037","DNJA1_MOUSE","Dnaja1",16.2895890673211,15.0413995450272,20.8331880784398,20.5200116053816,14.5387341276378,13.8871805122678,16.3774911832769
"590","Q3UJB0","SF3B2_MOUSE","Sf3b2",19.2123088712874,17.7110768996648,22.1905473691062,21.9432658140938,19.1507196960612,18.9900962154884,20.4706186939044
"591","Q9DBP5","KCY_MOUSE","Cmpk1",17.6561451962052,17.2352274607698,19.3217338031835,19.3730914791849,18.016157393911,19.9486060847953,20.0031196904554
"592","Q7TSF1","DSG1B_MOUSE","Dsg1b",17.3028036024517,18.2516359782464,17.1949834969522,11.5977962682125,14.1953914073245,20.9295020052939,14.1253067646719
"593","Q00612","G6PD1_MOUSE","G6pdx",15.5310942986938,17.8180036966703,17.9537123549078,13.4711367702538,16.1551334497743,17.2058252095366,18.8097418872958
"594","P70404","IDHG1_MOUSE","Idh3g",18.5399644201242,19.0778271552832,19.8156646592691,18.3898239920723,20.3498913365497,20.1452398100556,20.120138684008
"595","Q60963","PAFA_MOUSE","Pla2g7",17.5586563845252,14.2823304589937,13.9325466145153,13.3348791573813,14.3385980132764,13.0319250237208,12.0551932809634
"596","Q6PHN9","RAB35_MOUSE","Rab35",17.1542834994998,16.391892360162,18.6812652897721,17.3899989542808,19.5097504445313,19.0735620490533,19.7754061342047
"597","Q99LX5","MMTA2_MOUSE","Mmtag2",18.5463164991146,18.4945511602926,19.5071984809701,19.4740665812263,18.1788537345917,14.1949772905213,13.8193963440553
"598","Q7TNV0","DEK_MOUSE","Dek",17.7487916827284,12.353624141337,17.7979352157189,20.1853909587583,16.2185221278844,13.2274666329003,12.7772379913081
"599","P17095","HMGA1_MOUSE","Hmga1",22.3555109324034,22.3330081243703,18.5145362550774,22.2580516507405,21.6442735982441,20.1210966622172,20.8025767496434
"600","P14211","CALR_MOUSE","Calr",20.3919956922134,20.53429733924,20.8231621141698,19.639888877138,19.9899989732549,20.3012101191185,16.6038998485084
"601","P11031","TCP4_MOUSE","Sub1",17.6852229818539,17.2614985092842,18.8514077599231,19.4899432794602,17.5667868639402,17.7885122089654,15.9862680942586
"602","Q9CPR4","RL17_MOUSE","Rpl17",20.636998936054,20.7612946476432,19.4178172077843,21.3102587041155,21.2593475750767,21.7082355699945,21.353519160256
"603","Q99PJ0","NTRI_MOUSE","Ntm",17.5663492382552,14.2740333778149,17.1694212492679,13.3563196906556,13.6717745254477,14.07874908522,14.1560805730124
"604","Q8BG32","PSD11_MOUSE","Psmd11",16.9514972186781,17.9633639884082,19.0391093779835,16.578823888063,18.6056258960114,19.7671445185152,20.1610855749716
"605","O55042","SYUA_MOUSE","Snca",18.4484018524069,19.4585561575574,23.0994252785627,23.7815624537088,18.5693625872219,23.583155032744,25.1180479130396
"606","O88665","BRD7_MOUSE","Brd7",19.3447768913588,17.6135722183469,19.1058602442917,19.9504894433835,19.5763225048533,13.7694253997986,14.0760066451045
"607","Q6Y685","TACC1_MOUSE","Tacc1",17.9092701288559,13.0114886917665,19.7721534144835,18.4451268905614,20.0033664382804,14.1593329512858,18.9388743997377
"608","Q9CPV4","GLOD4_MOUSE","Glod4",18.4870267242581,17.8085025140676,20.1688248371973,19.8056365644687,16.742602905211,19.6907931108856,20.7035088795804
"609","Q99PU5","ACBG1_MOUSE","Acsbg1",17.2088100099045,18.0549233968208,18.8054983353665,15.911765575556,18.3530098326395,13.6617403965278,14.3667351663096
"610","P63011","RAB3A_MOUSE","Rab3a",21.7504586283479,20.4221026887611,22.3341938466593,21.7581528125759,22.2281843610043,22.8592615458555,22.7453372803353
"611","P29758","OAT_MOUSE","Oat",18.5492912843576,18.6163085242004,19.6127711568339,18.5834851965941,17.5350598216081,18.6082343560018,19.1788897525603
"612","Q62277","SYPH_MOUSE","Syp",19.3656318908426,19.2848652035768,21.381992316719,21.9053636200668,21.0839230858616,21.652487941118,23.1363097217664
"613","Q91XV3","BASP1_MOUSE","Basp1",16.6780059235072,16.5852413722212,21.5734914168459,21.38509861535,18.4236779762135,15.8436886696196,19.3738062490573
"614","Q91VC3","IF4A3_MOUSE","Eif4a3",17.1881174066389,18.5085432923956,19.7283696691231,17.5488208082921,18.9912480250328,19.9380243446515,20.1174467891038
"615","P10630","IF4A2_MOUSE","Eif4a2",18.3869514225343,17.7911022556036,18.5160562904565,17.1339971024125,18.6786375758183,18.0829499396741,19.4566853427255
"616","P70232","NCHL1_MOUSE","Chl1",18.5776205132415,17.8439568070219,15.5332814338651,17.8272759167812,14.08641594475,13.7886849185011,14.0967889070929
"617","Q60648","SAP3_MOUSE","Gm2a",17.4545952310171,18.0896552069511,19.0187212658516,16.9101389941002,16.0059085704022,17.7625247528827,18.9522218748754
"618","Q9D6F9","TBB4A_MOUSE","Tubb4a",19.7883753797984,19.3995265558671,20.6631783797292,17.781913592127,20.6813975695531,19.6668530637035,19.9490420456864
"619","Q62086","PON2_MOUSE","Pon2",16.5242661694114,17.0875641745703,17.060219927799,13.3122032033647,15.7476912817078,13.9208227072305,16.2961373965213
"620","P63328","PP2BA_MOUSE","Ppp3ca",20.2334072121958,20.0692823012685,21.1161491681065,20.0801753313983,20.7806082121681,20.0898963475037,20.9425331146011
"621","Q9QUI0","RHOA_MOUSE","Rhoa",20.31085211984,20.2418148782322,21.6074285515616,21.2652273090835,20.7184073645225,21.612244131006,22.0038650949519
"622","P62746","RHOB_MOUSE","Rhob",17.6972473444291,17.1888510382001,19.5086711351915,17.787795273217,18.8427743347006,19.4996214683068,20.6829920984904
"623","P05480","SRC_MOUSE","Src",19.0613397820065,13.7580634647033,16.885216224145,17.7059019801228,16.2077815718853,15.5750083122486,16.062492976349
"624","Q6P542","ABCF1_MOUSE","Abcf1",18.3416423902428,17.5307596532102,19.8173538487551,16.4789666682763,19.0451790673113,14.5848148373401,14.3672344746764
"625","Q64133","AOFA_MOUSE","Maoa",16.281991821883,14.7666382829852,15.7992218157002,15.2193257074043,16.6245573408586,15.7559743690375,15.6074388569347
"626","Q91VR2","ATPG_MOUSE","Atp5f1c",20.9329856355368,20.8822133298851,21.9026607720299,20.0631094027047,20.3728283578835,21.561644642525,21.7518577695911
"627","Q8C5L7","RBM34_MOUSE","Rbm34",18.583464601554,18.8248170321627,15.3532121670178,19.9090814069986,19.4500995380045,12.6088841451619,14.3196956074878
"628","Q922U2","K2C5_MOUSE","Krt5",23.1744162440147,23.4724869760224,23.3156720329066,23.1225832982811,23.7815523355968,25.9859442940565,24.408920257771
"629","Q61361","PGCB_MOUSE","Bcan",17.1864400467791,13.371805022554,18.3783481697024,16.5876785197834,13.4947377640615,14.3736822041437,13.954361253729
"630","Q9Z218","DPP6_MOUSE","Dpp6",19.5971168177543,18.633777919667,19.2024350900946,17.747772168099,18.3040509328748,13.6619009731406,13.2494227357897
"631","Q9R0P9","UCHL1_MOUSE","Uchl1",20.732521327473,20.147686685314,21.470132410025,21.6435717034597,22.5794610093042,22.0668510288026,22.6942980239933
"632","P84075","HPCA_MOUSE","Hpca",19.4817123907196,18.6768812763241,22.6139895902706,21.119497942,19.1561997799902,22.1395538164824,21.0318350430069
"633","Q11011","PSA_MOUSE","Npepps",18.1725478121009,18.4945841894452,18.9875927701209,18.1848526409327,18.9528406268163,18.9587122497228,20.4460090954947
"634","D3Z7P3","GLSK_MOUSE","Gls",18.162638432425,18.4606715621918,19.6696797463701,17.3088996726299,19.1009671819487,18.6599052964801,19.0960765038357
"635","A0A2R8VHP3","A0A2R8VHP3_MOUSE","Gm5478",22.3475545730053,22.925659953484,15.0287099047768,22.0706891417956,21.9466446794986,23.1255245335197,22.9905149956859
"636","O54983","CRYM_MOUSE","Crym",18.5833292638824,16.9516555272515,20.392835951127,19.395517835254,20.3943221234647,20.4047886783398,20.4505650040907
"637","Q8VIJ6","SFPQ_MOUSE","Sfpq",17.7816384088733,17.5133007748699,24.0434540883737,23.4701357482044,14.4026062343622,20.3617512864902,21.9571389487851
"638","D3YZZ5","D3YZZ5_MOUSE","Tmed7",18.8923145614449,18.2988734227046,18.8280534461487,16.7845772815983,18.3392972984742,18.1224769239144,18.5629870094783
"639","O55022","PGRC1_MOUSE","Pgrmc1",18.5888006355488,18.0249782226771,20.8191132211045,20.718963053427,19.4074259664312,19.2622818984135,20.3901799827426
"640","Q8CI51","PDLI5_MOUSE","Pdlim5",15.7395051256233,16.9037876572197,18.2172828036286,14.0200822630553,15.67455640901,16.747352325952,13.9245434522682
"641","Q62186","SSRD_MOUSE","Ssr4",18.0170859333656,18.5589531236307,14.00829839115,15.9262561302242,16.1591045229562,18.632761435992,13.9406858180429
"642","Q9CZM2","RL15_MOUSE","Rpl15",20.8891124823229,20.960406504857,21.2590443204453,19.7240153099312,21.1373825550394,19.9932464672438,18.5150881437032
"643","P42669","PURA_MOUSE","Pura",19.5659203918485,19.1633599539783,20.5513463091769,19.2653904125681,18.4809350286321,16.8244508495789,13.7524103980113
"644","Q9WTL7","LYPA2_MOUSE","Lypla2",15.8869761559628,12.2583217577941,13.7112051956167,13.86278378993,16.9023805976924,17.9733823323477,19.3307376092623
"645","Q60668","HNRPD_MOUSE","Hnrnpd",19.7877036209297,20.0148739122866,24.8912368047151,24.3665553016641,20.4669063942029,22.4959899943081,23.6071489327532
"646","Q921F2","TADBP_MOUSE","Tardbp",17.1405980350693,17.3634953604638,22.5006384546827,20.6889885102124,17.8722714945469,16.7732984688479,19.4725352184625
"647","Q60597","ODO1_MOUSE","Ogdh",14.3198022977948,15.5247806216792,17.4213271221121,13.8818785804329,13.545454355745,14.1962142971426,14.0406283269079
"648","P58389","PTPA_MOUSE","Ptpa",16.7143649156469,15.9005368281397,17.8081958128593,14.4808016445281,16.8950578732132,19.2903409409098,18.3158010284649
"649","Q60598","SRC8_MOUSE","Cttn",15.3531832340458,15.4598790251522,20.636874221537,21.8857745672138,15.5810046961397,17.7053847594688,19.6665285488569
"650","Q8R164","BPHL_MOUSE","Bphl",19.220140595077,18.9431134385288,18.8523060317581,16.3199669879313,16.9781413993203,18.5396754494243,17.966095299096
"651","Q9JKW0","AR6P1_MOUSE","Arl6ip1",16.1778282944852,13.6057349614745,16.7971461249324,16.2934984343308,18.1742724318908,13.5788426017214,17.1313710463563
"652","Q9D379","HYEP_MOUSE","Ephx1",18.732529922746,18.9259210471233,20.5280017020114,17.6440056810091,17.6170069321631,19.1462325457553,20.3386435621078
"653","P16125","LDHB_MOUSE","Ldhb",20.0346316531221,20.4448984358632,21.1136743400427,20.5545191359825,20.6852700101882,20.4379598945669,20.9656652276246
"654","P62743","AP2S1_MOUSE","Ap2s1",19.9788940409967,20.018744243399,19.5001278241515,19.3644823664661,20.8310998191327,21.0106622974797,20.6841327434349
"655","Q9R1P3","PSB2_MOUSE","Psmb2",18.1575617641014,16.5235327163427,18.042145760563,17.1994132760231,20.0958505419183,20.945029516483,19.7658544638479
"656","Q61548","AP180_MOUSE","Snap91",18.7238050813783,18.1644614550805,19.3576018660504,16.0610239624431,19.2584289544902,19.8029321812641,20.1959753819165
"657","Q9ERE7","MESD_MOUSE","Mesd",17.1714582571514,13.618362791223,17.6239303153872,13.8587198533222,13.9197778684249,14.43914830122,15.6816621385819
"658","Q9CQI3","GMFB_MOUSE","Gmfb",18.9768538552585,19.0190206508919,20.6896128406741,19.1790229084759,16.2799668807421,20.0163437323448,20.5301317736695
"659","O88844","IDHC_MOUSE","Idh1",19.4459109825188,19.597809652105,20.7817339128582,19.4694386087846,19.7395435382089,20.9407127938011,20.868893926167
"660","Q9R0H5","K2C71_MOUSE","Krt71",23.9191595826927,23.791321826296,24.456854605907,23.3633864887148,20.3112268953063,20.2615586256791,17.1752543055341
"661","Q9Z0R9","FADS2_MOUSE","Fads2",17.1958382989246,13.5042763386503,17.4043574353858,13.4369774908217,17.2546008717092,17.7395734452082,13.4892927077456
"662","Q61598","GDIB_MOUSE","Gdi2",20.565414190378,20.3363924896276,20.9221835125219,20.1594395041571,20.7301644391481,21.0419894216572,20.6532674960307
"663","P34022","RANG_MOUSE","Ranbp1",16.409339897097,16.1255488887433,19.2517332303112,17.6110530872058,14.2787974652986,16.6487283293581,14.2724611505203
"664","P14231","AT1B2_MOUSE","Atp1b2",20.2777255306696,19.1079149477507,19.295676056715,19.7004771865594,13.8897644674313,12.1389054748689,13.2517302838476
"665","Q9CQ54","NDUC2_MOUSE","Ndufc2",16.9163798061643,17.3871266662486,14.2550998283324,13.8036174031325,13.8196959536546,13.6641737510851,17.6435122362447
"666","Q64674","SPEE_MOUSE","Srm",17.0857584837053,18.0351390663928,18.9786631624406,16.037208083207,17.8349991321671,17.5895942287791,16.7348349299135
"667","Q8BH95","ECHM_MOUSE","Echs1",18.9395796603138,19.0571614754914,19.7219418523546,18.3618699467395,19.1694666366856,20.2108209109811,20.2509171081868
"668","P50396","GDIA_MOUSE","Gdi1",19.9446749820301,18.7944731473946,21.0792370358593,19.9886359271239,20.9894130369851,20.3789284255206,20.6493297282735
"669","Q61553","FSCN1_MOUSE","Fscn1",19.7235357917151,19.6608730053179,21.5653914946593,20.4035568882829,21.5214837187013,20.237605894315,20.0196216549226
"670","Q61753","SERA_MOUSE","Phgdh",17.3995011287589,18.9066588686095,18.9306646752272,18.4899113775767,18.12612828711,20.1502706868819,18.5162116543557
"671","P61967","AP1S1_MOUSE","Ap1s1",15.3904226850882,14.5588885399337,16.0389275462223,13.986337170841,13.6193452183439,16.557257160383,13.9866647758758
"672","Q60737","CSK21_MOUSE","Csnk2a1",19.634783847826,19.0875068868574,20.6804887893889,19.3195324440529,19.9635923010978,19.3283547091453,20.5663096424132
"673","P24270","CATA_MOUSE","Cat",17.8688163936958,13.6664803252048,16.7335809682606,13.0894493788211,16.1471511837623,18.2420157274082,18.3053805162733
"674","Q64332","SYN2_MOUSE","Syn2",20.9653826160025,20.5788184183187,21.8346400950606,20.1557217553552,21.6580509792494,21.5845437928412,21.4848178084618
"675","Q00PI9","HNRL2_MOUSE","Hnrnpul2",14.6357032575809,13.1083636632237,20.5122429009934,19.0806389521918,18.6782905266592,13.456449674427,16.6934418783277
"676","Q8R001","MARE2_MOUSE","Mapre2",17.8346653235048,17.7902500551129,20.348405302266,18.4719843112608,18.3693729882388,13.5877556985571,18.5455663864559
"677","Q9CY66","GAR1_MOUSE","Gar1",16.3035508458659,13.5701901339875,19.2637861233223,19.5828229308533,18.1047520508877,21.5424214015208,20.4128230378622
"678","Q9JIA1","LGI1_MOUSE","Lgi1",17.9415052439506,17.5001774866626,19.5795910747192,14.3830552492276,18.9930145656192,14.2141231582012,14.3036423536696
"679","P99026","PSB4_MOUSE","Psmb4",18.2214088603506,18.4886668652373,17.6491188353828,18.2961367624731,18.4378746083902,20.4447655937488,20.5752832426458
"680","O35114","SCRB2_MOUSE","Scarb2",19.5370379543348,16.7164264008456,20.3065664242366,19.8262610297382,15.7110590268949,13.8232913149302,14.2197545596305
"681","Q9QYB8","ADDB_MOUSE","Add2",17.5257751716762,16.4866767359335,20.0213562193578,18.5134658349231,19.6378216410703,13.5181278555437,16.7610461374224
"682","P99029","PRDX5_MOUSE","Prdx5",20.1796513975796,20.5401370086555,20.3242647457808,20.2483395943172,20.1294107491629,21.2739581423164,22.0196557986604
"683","P29341","PABP1_MOUSE","Pabpc1",18.9637863429882,18.3158116632127,19.8083511049678,18.908106677665,19.2215476000923,20.7907290077753,20.7091760292265
"684","Q9D1T0","LIGO1_MOUSE","Lingo1",17.6701451047684,14.1427020536427,17.6778526568328,13.10025069788,14.2693533787377,14.0657514437795,14.1477916551095
"685","Q3THS6","METK2_MOUSE","Mat2a",17.7732383769296,17.5277766283617,18.7263240595661,16.4734061008704,17.8414659209332,19.2866178873696,17.853630230215
"686","P62862","RS30_MOUSE","Fau",19.9305478102523,20.7202463418889,23.6964782513298,25.2689318688584,24.9953443354444,21.1294050399354,24.6123716453429
"687","P28652","KCC2B_MOUSE","Camk2b",19.9781022322319,20.0627374085731,21.7817853579346,19.9248161937948,20.9699303646146,19.0755482391256,18.9889436657825
"688","Q62425","NDUA4_MOUSE","Ndufa4",19.3338706336866,18.8223222903336,19.4493080871651,20.8232933015213,18.1433674533178,18.5799709858729,20.7452761537895
"689","Q9R1C7","PR40A_MOUSE","Prpf40a",16.7423717961601,13.4544874805252,20.2926163265114,20.790756493717,13.4400714651186,15.7871843755788,13.9257460867745
"690","O35098","DPYL4_MOUSE","Dpysl4",17.4117441332307,17.9346373584294,19.4049951495233,18.2464042320998,19.4703321339208,17.527712845189,17.7255604093917
"691","P16858","G3P_MOUSE","Gapdh",24.0090668420855,24.037693515,24.7866879451368,24.1643210657011,24.100143764417,24.9220097066089,24.9619840366168
"692","Q9D6M3","GHC1_MOUSE","Slc25a22",19.6418240570246,20.3712270678228,19.880079303536,20.2408742260112,20.1745487713272,20.0713111765368,21.1999722484572
"693","Q8BVE3","VATH_MOUSE","Atp6v1h",19.6618925004954,19.6274108385778,20.0534077688042,20.1232806511484,20.2211208835121,20.0794922075689,20.3815904343759
"694","Q01768","NDKB_MOUSE","Nme2",19.941925195461,19.6540298176592,20.7257700920249,21.2389195337201,20.2453232378703,22.1695652116167,22.163556766954
"695","Q9QZ88","VPS29_MOUSE","Vps29",18.7189282918436,18.3232959237515,18.6385810767442,18.7319039976331,18.6920149779531,19.5619012329513,20.3730963054486
"696","P23242","CXA1_MOUSE","Gja1",15.5766928780746,16.7618439767319,17.3958187342855,13.7456910110531,13.9846986385749,14.2284858962459,13.0886467512318
"697","Q9JJU8","SH3L1_MOUSE","Sh3bgrl",16.1873232292582,14.0907651857247,20.0354356444534,20.4538589008651,14.3072799126243,19.3100091857508,20.6479374495326
"698","F8VPU2","FARP1_MOUSE","Farp1",19.3420652248667,18.7108965036798,19.6991564517009,17.8249782984232,17.2570540161372,13.8868997231587,13.7654084209184
"699","Q9R0Y5","KAD1_MOUSE","Ak1",19.0652868939604,18.2641284980656,19.836654827712,19.5753510372238,18.2692556239342,19.4566777260208,19.4951861169578
"700","Q922R8","PDIA6_MOUSE","Pdia6",17.117791738808,18.14502648204,19.2006528510406,18.3797872768364,17.081009477657,16.7136146177898,14.2990241581555
"701","Q9Z204","HNRPC_MOUSE","Hnrnpc",21.3383665882938,20.8878597466704,23.7307694413571,23.5009225044436,20.7869797757453,20.2026522207513,21.4861575269407
"702","Q60930","VDAC2_MOUSE","Vdac2",21.6288553313658,21.5472168479785,21.8109735265331,21.5637115654883,21.7740887025975,22.567495070817,22.4787250654439
"703","Q9Z130","HNRDL_MOUSE","Hnrnpdl",19.0086749368651,19.2854806667664,24.7111460797205,24.6096367038265,19.8503037039345,22.3441027388176,23.4775233456476
"704","Q9CPU0","LGUL_MOUSE","Glo1",20.5542804478782,20.8476070561543,22.1193765158053,21.6412632433992,21.3582474601886,22.0908502298305,22.1275713152527
"705","Q9QZF2","GPC1_MOUSE","Gpc1",16.9703289231111,16.6348025829021,15.8520617845036,16.3032280017196,14.1679817709786,13.8430578999273,14.3408919253136
"706","Q61792","LASP1_MOUSE","Lasp1",17.0212972486967,13.6102044965049,20.1434958443388,20.5138341174929,14.2790854127769,14.4503991025365,20.1360026301522
