"","Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","A8","A11","A12","A14","A15","A16","A17"
"2222","ENSMUSG00000021917","ENSMUSG00000021917","Spcs1",69019,"protein_coding","14",30721783,30723629,48.02,495.06,664.83,641.77,514.88,875.01,801.68,797.53
"2223","ENSMUSG00000021918","ENSMUSG00000021918","Nek4",23955,"protein_coding","14",30673334,30710778,42.29,26.41,17.77,10.57,9.72,13.16,10.2,17.83
"2224","ENSMUSG00000021928","ENSMUSG00000021928","Ebpl",68177,"protein_coding","14",61569191,61597888,46.48,3.18,0.79,2.1,2.25,1.91,5.03,4.95
"2225","ENSMUSG00000021929","ENSMUSG00000021929","Kpna3",16648,"protein_coding","14",61602660,61677323,38.89,75.62,70.81,69.52,38.66,47.04,56.62,59.98
"2226","ENSMUSG00000021930","ENSMUSG00000021930","Spryd7",66674,"protein_coding","14",61769442,61794335,39.82,56.58,30.61,43.93,81.36,35.73,69.28,33.2
"2227","ENSMUSG00000021932","ENSMUSG00000021932","Rnaseh2b",67153,"protein_coding","14",62530038,62610441,43.44,23.19,14.11,30.49,10.47,9.41,1.49,23.43
"2228","ENSMUSG00000021936","ENSMUSG00000021936","Mapk8",26419,"protein_coding","14",33099855,33169115,39,8.62,3.26,11.53,3.34,5.16,4.14,5.22
"2229","ENSMUSG00000021938","ENSMUSG00000021938","Pspc1",66645,"protein_coding","14",56958167,57015773,38.35,9.45,13.84,15.25,7.94,18.31,9.12,18.51
"2230","ENSMUSG00000021939","ENSMUSG00000021939","Ctsb",13030,"protein_coding","14",63359911,63383372,48.17,564.89,545.67,896.86,703.36,700.59,515.86,558.58
"2231","ENSMUSG00000021943","ENSMUSG00000021943","Gdf10",14560,"protein_coding","14",33645544,33659940,49.76,4.62,5.68,0,2.08,1.77,0.11,0
"2232","ENSMUSG00000021945","ENSMUSG00000021945","Zmym2",76007,"protein_coding","14",57124110,57200158,37.67,27.01,11.58,13.92,22.65,19.04,11.63,12.11
"2233","ENSMUSG00000021947","ENSMUSG00000021947","Cryl1",68631,"protein_coding","14",57512450,57635986,45.66,0,12.13,22.07,18.78,17.61,43.11,7.7
"2234","ENSMUSG00000021948","ENSMUSG00000021948","Prkcd",18753,"protein_coding","14",30317311,30348167,52.43,9.94,7.97,12.57,4.54,9.65,0,8.74
"2235","ENSMUSG00000021951","ENSMUSG00000021951","Eef1akmt1",68043,"protein_coding","14",57787054,57809069,45.66,74.76,79.84,61.27,113.05,49.24,92.41,159.86
"2236","ENSMUSG00000021957","ENSMUSG00000021957","Tkt",21881,"protein_coding","14",30270316,30296677,50.17,84.62,109.44,121.34,115.39,103.53,58.25,78.77
"2237","ENSMUSG00000021958","ENSMUSG00000021958","Pinx1",72400,"protein_coding","14",64097813,64157308,43.93,0,11.14,12.16,5.6,2.9,7.48,11.8
"2238","ENSMUSG00000021959","ENSMUSG00000021959","Lats2",50523,"protein_coding","14",57927119,57995845,47.2,20.21,7.64,22.96,16.42,11.82,9.24,9.23
"2239","ENSMUSG00000021962","ENSMUSG00000021962","Dcp1a",75901,"protein_coding","14",30201492,30249020,42.87,6.2,1.91,3.24,5.19,4.8,3.14,2.67
"2240","ENSMUSG00000021963","ENSMUSG00000021963","Sap18",20220,"protein_coding","14",58035637,58044095,44.41,452.07,391.78,462.72,504.86,536.09,598.03,432.16
"2241","ENSMUSG00000021965","ENSMUSG00000021965","Ska3",219114,"protein_coding","14",58044018,58063642,42.65,0,12.25,4.58,1.7,7.33,0,3.35
"2242","ENSMUSG00000021967","ENSMUSG00000021967","Mrpl57",67840,"protein_coding","14",58063691,58066753,43.88,19.4,13.61,29.54,13.81,11.32,37.23,32.94
"2243","ENSMUSG00000021969","ENSMUSG00000021969","Zdhhc20",75965,"protein_coding","14",58070160,58127733,41.16,33.97,23.95,19.86,83.4,25.46,32.2,12.95
"2244","ENSMUSG00000021972","ENSMUSG00000021972","Hmbox1",219150,"protein_coding","14",65049049,65187320,41.48,3.65,5.97,3.44,1.82,3.22,0.9,3.06
"2245","ENSMUSG00000021973","ENSMUSG00000021973","Micu2",68514,"protein_coding","14",58153718,58236719,42.91,78.77,61.39,61.93,100.7,76.78,7.22,74.46
"2246","ENSMUSG00000021974","ENSMUSG00000021974","Fgf9",14180,"protein_coding","14",58308004,58350177,44.07,18.29,12.28,2.22,36.79,3.21,11.84,11.87
"2247","ENSMUSG00000021975","ENSMUSG00000021975","Ints9",210925,"protein_coding","14",65187494,65277284,44.16,32.17,6.3,5.2,3.38,7.14,16.73,12.67
"2248","ENSMUSG00000021978","ENSMUSG00000021978","Extl3",54616,"protein_coding","14",65289509,65387304,46.81,24.85,12.98,21.45,16.72,21.36,12.1,22.85
"2249","ENSMUSG00000021981","ENSMUSG00000021981","Cab39l",69008,"protein_coding","14",59678421,59823213,41.15,30.12,22.44,31.2,30.41,25.19,6.45,17.41
"2250","ENSMUSG00000021982","ENSMUSG00000021982","Cdadc1",71891,"protein_coding","14",59796837,59835408,42.67,54.3,26.57,26.67,30.55,68.52,49.87,28.36
"2251","ENSMUSG00000021986","ENSMUSG00000021986","Amer2",72125,"protein_coding","14",60610708,60625646,46.56,49.26,21.03,27.04,39.19,4.68,11.48,19.85
"2252","ENSMUSG00000021987","ENSMUSG00000021987","Mtmr6",219135,"protein_coding","14",60502677,60539819,41.33,91.85,87.83,100.79,55.46,65.63,32.48,51.4
"2253","ENSMUSG00000021990","ENSMUSG00000021990","Spata13",219140,"protein_coding","14",60871450,61002005,47.38,4.13,8.56,7.58,16.85,9.13,1.4,1.75
"2254","ENSMUSG00000021991","ENSMUSG00000021991","Cacna2d3",12294,"protein_coding","14",28626900,29443821,43.15,40.26,26.71,44.74,33.43,23.5,22.16,20.92
"2255","ENSMUSG00000021993","ENSMUSG00000021993","Mipep",70478,"protein_coding","14",61022022,61142927,44.85,35.5,28.32,40.95,39.24,52.6,26.19,48.74
"2256","ENSMUSG00000021994","ENSMUSG00000021994","Wnt5a",22418,"protein_coding","14",28226707,28249405,48.11,12.04,9.56,5.48,9.12,2.55,13.4,15.87
"2257","ENSMUSG00000021996","ENSMUSG00000021996","Esd",13885,"protein_coding","14",74969737,74988205,41.55,335.47,290.81,271.68,274.08,316.37,175.63,194.44
"2258","ENSMUSG00000021998","ENSMUSG00000021998","Lcp1",18826,"protein_coding","14",75368541,75468282,42.91,0,3.95,2.11,10.35,12.86,6.72,4.24
"2259","ENSMUSG00000022000","ENSMUSG00000022000","Zc3h13",67302,"protein_coding","14",75521813,75581866,38.92,49.34,25.53,34.66,27.05,27.41,18.55,7.84
"2260","ENSMUSG00000022008","ENSMUSG00000022008","Gpalpp1",67467,"protein_coding","14",76323676,76348200,42.12,23.94,11.71,12.79,13.76,10.16,7.63,11.53
"2261","ENSMUSG00000022009","ENSMUSG00000022009","Nufip1",27275,"protein_coding","14",76348331,76374819,42.46,6.28,8.02,13.01,21.05,23.81,3.44,11.89
"2262","ENSMUSG00000022010","ENSMUSG00000022010","Tsc22d1",21807,"protein_coding","14",76652401,76745205,45.05,545.27,429.9,443.19,512.6,314.6,325.77,550.2
"2263","ENSMUSG00000022012","ENSMUSG00000022012","Enox1",239188,"protein_coding","14",77394203,77959200,43.16,5.14,5.99,19.77,10.87,22.11,2.19,5.96
"2264","ENSMUSG00000022013","ENSMUSG00000022013","Dnajc15",66148,"protein_coding","14",78058121,78112565,40.18,8.21,6.07,3.27,8.97,12.06,16.69,11.18
"2265","ENSMUSG00000022016","ENSMUSG00000022016","Akap11",219181,"protein_coding","14",78729686,78774248,39.44,19.74,21.83,24.55,36.97,14.73,4.01,9.58
"2266","ENSMUSG00000022018","ENSMUSG00000022018","Rgcc",66214,"protein_coding","14",79526196,79539085,47.24,31.98,25.86,37.8,72.85,36.92,229.3,226.37
"2267","ENSMUSG00000022019","ENSMUSG00000022019","Tdrd3",219249,"protein_coding","14",87654075,87782940,39.23,11.21,33.79,8.55,4.77,24.74,2.56,25.83
"2268","ENSMUSG00000022021","ENSMUSG00000022021","Diaph3",56419,"protein_coding","14",86892803,87378671,39.39,6.41,0.88,7.89,11.62,4.68,4.97,25.9
"2269","ENSMUSG00000022022","ENSMUSG00000022022","Mtrf1",211253,"protein_coding","14",79635212,79661027,42.93,7.87,12.48,17.43,9.16,23.9,0,12.76
"2270","ENSMUSG00000022023","ENSMUSG00000022023","Wbp4",22380,"protein_coding","14",79697377,79718960,42.5,32.64,43,44.51,53.57,58.92,15.07,45.16
"2271","ENSMUSG00000022024","ENSMUSG00000022024","Sugt1",67955,"protein_coding","14",79825131,79872636,41.23,26.69,17.02,17.06,31.16,22.02,4.82,20.05
"2272","ENSMUSG00000022025","ENSMUSG00000022025","Cnmd",16840,"protein_coding","14",79875130,79899610,44.12,25.35,33.35,23.44,101.95,53.59,39.69,57.68
"2273","ENSMUSG00000022031","ENSMUSG00000022031","Elp3",74195,"protein_coding","14",65767898,65830524,44.24,77.12,35.95,48.08,48.53,63.21,42.44,49.01
"2274","ENSMUSG00000022033","ENSMUSG00000022033","Pbk",52033,"protein_coding","14",66043286,66055271,40.74,17,26.94,22.76,28.62,25.37,6.41,0
"2275","ENSMUSG00000022035","ENSMUSG00000022035","Ccdc25",67179,"protein_coding","14",66074751,66104056,44.8,174.15,54.37,80.2,14.26,60.88,21.86,34.69
"2276","ENSMUSG00000022037","ENSMUSG00000022037","Clu",12759,"protein_coding","14",66205932,66218996,50.62,2346.68,2067.87,2966.96,2864.44,3175.5,2980.29,3506.84
"2277","ENSMUSG00000022040","ENSMUSG00000022040","Ephx2",13850,"protein_coding","14",66321823,66361949,45.65,6.06,47.75,24.59,51.49,43.35,1.17,9.82
"2278","ENSMUSG00000022043","ENSMUSG00000022043","Trim35",66854,"protein_coding","14",66534480,66548873,48.67,112.28,134.89,93.67,99.83,81.28,58.31,106.67
"2279","ENSMUSG00000022044","ENSMUSG00000022044","Stmn4",56471,"protein_coding","14",66581745,66599129,48.01,258.83,351.26,558.11,338.96,458.46,149.94,173.1
"2280","ENSMUSG00000022048","ENSMUSG00000022048","Dpysl2",12934,"protein_coding","14",67040313,67148410,46.47,39.1,56.48,47.91,40.48,40.99,17.83,39.16
"2281","ENSMUSG00000022051","ENSMUSG00000022051","Bnip3l",12177,"protein_coding","14",67222688,67246326,43.51,212,164.91,214.78,189.05,208.4,135.01,190.05
"2282","ENSMUSG00000022052","ENSMUSG00000022052","Ppp2r2a",71978,"protein_coding","14",67251505,67309893,40.48,98.68,78.51,103.82,135.36,72.14,38.85,51.33
"2283","ENSMUSG00000022054","ENSMUSG00000022054","Nefm",18040,"protein_coding","14",68320039,68362295,43.31,85.12,91.75,58.34,73.96,53.53,6.49,31.27
"2284","ENSMUSG00000022055","ENSMUSG00000022055","Nefl",18039,"protein_coding","14",68321312,68326544,46.74,552.28,633.44,569.9,501.17,519.87,279.55,327.98
"2285","ENSMUSG00000022064","ENSMUSG00000022064","Pibf1",52023,"protein_coding","14",99336860,99491929,41.19,18.14,10.95,6.05,6.27,17.88,24.92,10.72
"2286","ENSMUSG00000022066","ENSMUSG00000022066","Entpd4b",100862375,"protein_coding","14",69792873,69822969,47.29,47.64,26.46,22.26,31.26,29.78,8.65,17.48
"2287","ENSMUSG00000022070","ENSMUSG00000022070","Bora",77744,"protein_coding","14",99283658,99311976,42.35,0,5.66,0.3,3.75,9.17,0,1.06
"2288","ENSMUSG00000022075","ENSMUSG00000022075","Rhobtb2",246710,"protein_coding","14",70022439,70043085,49.86,13.05,13.16,4.22,16.59,7.88,9.16,14.31
"2289","ENSMUSG00000022089","ENSMUSG00000022089","Bin3",57784,"protein_coding","14",70337554,70375655,48.75,12.2,24.17,12.36,11.81,14.27,16.32,14.4
"2290","ENSMUSG00000022090","ENSMUSG00000022090","Pdlim2",213019,"protein_coding","14",70401667,70415130,53.59,7.34,18.16,30.6,10.99,10.35,45,35.54
"2291","ENSMUSG00000022091","ENSMUSG00000022091","Sorbs3",20410,"protein_coding","14",70417917,70449438,51.25,9.34,9.38,21.96,31.32,11.18,26.43,27.14
"2292","ENSMUSG00000022092","ENSMUSG00000022092","Ppp3cc",19057,"protein_coding","14",70455314,70526920,41.94,23.98,24.66,34.5,19.35,48.83,17.44,19.42
"2293","ENSMUSG00000022094","ENSMUSG00000022094","Slc39a14",213053,"protein_coding","14",70540918,70588874,47.72,17.59,18.88,10.4,17.42,14.74,7.18,5.51
"2294","ENSMUSG00000022095","ENSMUSG00000022095","Fhip2b",239170,"protein_coding","14",70820736,70837275,51.58,17.29,19.47,12.55,2.23,3.18,0,7.21
"2295","ENSMUSG00000022098","ENSMUSG00000022098","Bmp1",12153,"protein_coding","14",70711998,70757674,50.38,31.79,23.64,18.63,19.96,16.32,3.92,10.49
"2296","ENSMUSG00000022099","ENSMUSG00000022099","Dmtn",13829,"protein_coding","14",70838703,70873418,50.86,175.99,133.85,97.34,78.7,85.17,66.23,52.89
"2297","ENSMUSG00000022100","ENSMUSG00000022100","Xpo7",65246,"protein_coding","14",70891686,71004068,40.91,29.95,23.51,12.73,30.61,20.13,15.09,20.82
"2298","ENSMUSG00000022103","ENSMUSG00000022103","Gfra2",14586,"protein_coding","14",71127560,71217278,47.07,30.55,8.31,1.1,24.04,12.86,5.01,12
"2299","ENSMUSG00000022105","ENSMUSG00000022105","Rb1",19645,"protein_coding","14",73421113,73563262,39.21,21.29,33.1,26.96,15.82,19.67,11.86,32.78
"2300","ENSMUSG00000022106","ENSMUSG00000022106","Rcbtb2",105670,"protein_coding","14",73360477,73445283,43.02,30.92,18.02,37.22,14.29,25.09,26.02,28.82
"2301","ENSMUSG00000022108","ENSMUSG00000022108","Itm2b",16432,"protein_coding","14",73599666,73622729,43.49,1450.69,1533.57,2005.1,2009.03,1674.08,1776.9,2026.29
"2302","ENSMUSG00000022109","ENSMUSG00000022109","Med4",67381,"protein_coding","14",73747465,73756289,44.88,64.37,44.94,42.61,47.4,59.95,73.2,32.56
"2303","ENSMUSG00000022110","ENSMUSG00000022110","Sucla2",20916,"protein_coding","14",73762759,73833582,41.81,390.74,337.5,297.6,316.73,327.95,101.51,177.46
"2304","ENSMUSG00000022111","ENSMUSG00000022111","Uchl3",50933,"protein_coding","14",101891403,101933561,39.17,170.77,129.87,164.39,178.91,252.14,197.08,180.07
"2305","ENSMUSG00000022112","ENSMUSG00000022112","Gpc5",103978,"protein_coding","14",115329647,116762591,38.03,5.16,8.02,4.91,4.75,16.44,0.71,5.8
"2306","ENSMUSG00000022114","ENSMUSG00000022114","Spry2",24064,"protein_coding","14",106129381,106134253,48.51,13.15,8.84,6.76,4.71,8.75,8.03,14.52
"2307","ENSMUSG00000022119","ENSMUSG00000022119","Rbm26",74213,"protein_coding","14",105344187,105414763,36.72,19.44,2.51,22.01,6.07,13.93,20.65,6.96
"2308","ENSMUSG00000022120","ENSMUSG00000022120","Obi1",72486,"protein_coding","14",104714972,104760081,41.17,6.66,11.02,9.46,2.32,19.44,1.85,4.37
"2309","ENSMUSG00000022122","ENSMUSG00000022122","Ednrb",13618,"protein_coding","14",104052061,104081838,41.05,142.85,115.6,178.79,215.95,192.04,71.28,112.28
"2310","ENSMUSG00000022124","ENSMUSG00000022124","Fbxl3",50789,"protein_coding","14",103317675,103337002,41.53,20,41.66,35.3,41.83,41.38,27.22,44.09
"2311","ENSMUSG00000022125","ENSMUSG00000022125","Cln5",211286,"protein_coding","14",103307652,103315064,46.34,4.57,16.39,5.41,10.03,14.23,9.76,14.91
"2312","ENSMUSG00000022126","ENSMUSG00000022126","Acod1",16365,"protein_coding","14",103284413,103294009,45.35,0,7.33,15.52,12.49,7.56,0,0
"2313","ENSMUSG00000022130","ENSMUSG00000022130","Tgds",76355,"protein_coding","14",118349323,118370167,44.99,0,8.22,5.61,25.26,9.67,0,3.4
"2314","ENSMUSG00000022131","ENSMUSG00000022131","Gpr180",58245,"protein_coding","14",118374570,118400673,45.96,24.89,34.56,15.54,12.62,13.9,38.45,20.91
"2315","ENSMUSG00000022132","ENSMUSG00000022132","Cldn10",58187,"protein_coding","14",119025320,119112901,46.19,124.78,45.65,68.74,60.13,69.43,218.71,129.2
"2316","ENSMUSG00000022136","ENSMUSG00000022136","Dnajc3",100037258,"protein_coding","14",119175388,119219109,43.15,30.82,31.87,47.9,48.24,34.1,31.72,37.33
"2317","ENSMUSG00000022139","ENSMUSG00000022139","Mbnl2",105559,"protein_coding","14",120513081,120669109,44.53,126.67,52.66,61.89,92.73,63.15,41.34,51.86
"2318","ENSMUSG00000022141","ENSMUSG00000022141","Nipbl",71175,"protein_coding","15",8320101,8473947,36.99,5.57,11.35,12.1,2.99,4.23,5.18,2.5
"2319","ENSMUSG00000022146","ENSMUSG00000022146","Osmr",18414,"protein_coding","15",6843058,6904450,43.11,10.87,12.09,20.74,19.26,11.56,13.07,16.73
"2320","ENSMUSG00000022150","ENSMUSG00000022150","Dab2",13132,"protein_coding","15",6329269,6470193,41.15,8.86,9.98,7.38,11.31,11.42,5.69,13.77
"2321","ENSMUSG00000022151","ENSMUSG00000022151","Ttc33",67515,"protein_coding","15",5215006,5247817,42.19,114.19,50.92,100.64,91.88,62.84,43.39,45.99
"2322","ENSMUSG00000022159","ENSMUSG00000022159","Rab2b",76338,"protein_coding","14",52499216,52517002,43.29,53.49,41.65,48.01,30.05,28.81,20.38,30.98
"2323","ENSMUSG00000022160","ENSMUSG00000022160","Mettl3",56335,"protein_coding","14",52532298,52542585,43.02,20.9,16.27,23.64,35.64,21.54,28.48,17.87
"2324","ENSMUSG00000022174","ENSMUSG00000022174","Dad1",13135,"protein_coding","14",54472936,54491561,45.23,316.23,425.41,382.54,546.41,423.17,530.88,619.84
"2325","ENSMUSG00000022175","ENSMUSG00000022175","Lrp10",65107,"protein_coding","14",54701594,54708954,54.42,46.06,31.31,51.58,58.58,28.62,21.24,34.33
"2326","ENSMUSG00000022178","ENSMUSG00000022178","Ajuba",16475,"protein_coding","14",54804929,54815015,55.37,0,7.84,2.05,2.85,5.76,17.63,4.47
"2327","ENSMUSG00000022180","ENSMUSG00000022180","Slc7a8",50934,"protein_coding","14",54959666,55019403,47.3,23.09,21.48,27.43,34.93,24.7,13.69,12.22
"2328","ENSMUSG00000022184","ENSMUSG00000022184","Fbxo4",106052,"protein_coding","15",3994927,4009055,40.26,0,19.98,20.61,21.15,41.98,35.56,31.87
"2329","ENSMUSG00000022185","ENSMUSG00000022185","Acin1",56215,"protein_coding","14",54879618,54924388,45.59,6.62,5.66,6.56,11.06,8.56,3.29,10.15
"2330","ENSMUSG00000022186","ENSMUSG00000022186","Oxct1",67041,"protein_coding","15",4055865,4184826,42.06,445.32,300.98,301.66,233.96,265.63,137.49,216.24
"2331","ENSMUSG00000022191","ENSMUSG00000022191","Drosha",14000,"protein_coding","15",12824901,12935377,44.63,24.24,44.91,18.95,19.74,16.54,11.98,22.59
"2332","ENSMUSG00000022193","ENSMUSG00000022193","Psmb5",19173,"protein_coding","14",54851576,54855479,49.95,160.98,268.13,160.02,354.62,284.88,193.4,155.31
"2333","ENSMUSG00000022194","ENSMUSG00000022194","Pabpn1",54196,"protein_coding","14",55129957,55135626,48.78,66.67,114.54,116.01,140.48,101.86,57.23,130.53
"2334","ENSMUSG00000022195","ENSMUSG00000022195","6030458C11Rik",77877,"protein_coding","15",12808263,12824735,44.49,36.21,3.39,10.58,6.65,9.24,5.79,11.36
"2335","ENSMUSG00000022197","ENSMUSG00000022197","Pdzd2",68070,"protein_coding","15",12359797,12740010,45.94,1.3,1.2,3.03,3.11,1.06,1.02,1.83
"2336","ENSMUSG00000022199","ENSMUSG00000022199","Slc22a17",59049,"protein_coding","14",55143761,55150589,55.04,661.47,570.61,479.52,479.81,371.46,424.81,585.27
"2337","ENSMUSG00000022200","ENSMUSG00000022200","Golph3",66629,"protein_coding","15",12321536,12351677,41.7,171.51,127.58,200.68,187.24,141.85,146.85,154
"2338","ENSMUSG00000022201","ENSMUSG00000022201","Zfr",22763,"protein_coding","15",12117917,12185769,37.67,186.04,142.63,74.13,115.93,97.15,59.41,80.29
"2339","ENSMUSG00000022203","ENSMUSG00000022203","Efs",13644,"protein_coding","14",55153992,55163583,51.89,3.38,2.51,14.33,17.16,15.18,4.65,6.5
"2340","ENSMUSG00000022204","ENSMUSG00000022204","Ngdn",68966,"protein_coding","14",55252911,55261594,45.2,10.88,66.94,115.39,39.76,54.3,37.77,57.43
"2341","ENSMUSG00000022205","ENSMUSG00000022205","Sub1",20024,"protein_coding","15",11981425,11997069,41.46,522.51,792.15,630.95,624.87,789.65,775.02,749.21
"2342","ENSMUSG00000022208","ENSMUSG00000022208","Jph4",319984,"protein_coding","14",55344283,55354392,55.38,40.44,57.34,28.32,40.11,30.76,32.13,42.09
"2343","ENSMUSG00000022210","ENSMUSG00000022210","Dhrs4",28200,"protein_coding","14",55716215,55727797,47.73,33.92,39.61,22.52,34.96,16.51,49.1,49.13
"2344","ENSMUSG00000022211","ENSMUSG00000022211","Carmil3",268747,"protein_coding","14",55728108,55745729,55.35,0.86,6.39,3.55,8.6,3.83,1.81,0.44
"2345","ENSMUSG00000022212","ENSMUSG00000022212","Cpne6",12891,"protein_coding","14",55747902,55754888,55.03,228.07,210.52,159.27,153.9,88.12,96.72,136.29
"2346","ENSMUSG00000022214","ENSMUSG00000022214","Dcaf11",28199,"protein_coding","14",55797463,55807522,50.3,100.99,120.98,82.22,100.55,56.65,21.37,77.96
"2347","ENSMUSG00000022216","ENSMUSG00000022216","Psme1",19186,"protein_coding","14",55815580,55818986,55.56,119.84,91.33,156.66,109.67,107.86,136.68,93.38
"2348","ENSMUSG00000022217","ENSMUSG00000022217","Emc9",85308,"protein_coding","14",55818973,55822759,48.75,35.7,19.38,34.58,22.47,25.44,17.18,28.69
"2349","ENSMUSG00000022218","ENSMUSG00000022218","Tgm1",21816,"protein_coding","14",55937466,55951383,52.07,0,2.41,1.87,26.28,25.71,0,4.59
"2350","ENSMUSG00000022219","ENSMUSG00000022219","Cideb",12684,"protein_coding","14",55991507,55995915,49.08,3.91,5.88,4.58,8.88,2.48,2.01,32.97
"2351","ENSMUSG00000022223","ENSMUSG00000022223","Sdr39u1",654795,"protein_coding","14",56134740,56137750,53.11,70.22,60.2,73.86,37.92,54.16,38.53,51.61
"2352","ENSMUSG00000022231","ENSMUSG00000022231","Sema5a",20356,"protein_coding","15",32244956,32696487,40.81,12.05,5.17,5.99,3.9,3.59,1.28,6.38
"2353","ENSMUSG00000022234","ENSMUSG00000022234","Cct5",12465,"protein_coding","15",31590946,31601950,46.35,253.92,275.84,306.53,306.4,306.35,234.23,196.12
"2354","ENSMUSG00000022236","ENSMUSG00000022236","Ropn1l",252967,"protein_coding","15",31441357,31453883,48.16,0,0,6.26,9.23,14.2,5.45,12.08
"2355","ENSMUSG00000022237","ENSMUSG00000022237","Ankrd33b",67434,"protein_coding","15",31291624,31367872,47.65,4.08,1.23,2.97,4.01,6.31,6.07,2.46
"2356","ENSMUSG00000022240","ENSMUSG00000022240","Ctnnd2",18163,"protein_coding","15",30172739,31029487,40.97,57.47,42.38,44.44,32.25,24.85,27.65,34.08
"2357","ENSMUSG00000022241","ENSMUSG00000022241","Tars1",110960,"protein_coding","15",11382387,11399751,45.44,20.08,28.92,32.49,14.36,18.75,13.81,18.09
"2358","ENSMUSG00000022247","ENSMUSG00000022247","Brix1",67832,"protein_coding","15",10474865,10486033,40.33,89.35,46.35,37.91,60.03,64.59,8.98,38.11
"2359","ENSMUSG00000022248","ENSMUSG00000022248","Rad1",19355,"protein_coding","15",10486104,10499149,42.49,7.05,8.85,22.25,29.7,18.13,0,21.03
"2360","ENSMUSG00000022253","ENSMUSG00000022253","Nadk2",68646,"protein_coding","15",9071340,9110979,43.29,92.86,50.61,67.93,71.2,42.41,48.18,50.16
"2361","ENSMUSG00000022255","ENSMUSG00000022255","Mtdh",67154,"protein_coding","15",34082840,34145770,38,28.46,28.26,26.14,34.54,17.03,19.03,24.42
"2362","ENSMUSG00000022257","ENSMUSG00000022257","Laptm4b",114128,"protein_coding","15",34238174,34284448,44.13,120.36,140.41,164.35,129.48,157.4,104.46,125.08
"2363","ENSMUSG00000022261","ENSMUSG00000022261","Sdc2",15529,"protein_coding","15",32920869,33035081,39.8,88.13,85.93,171.91,159.28,81.77,146.72,179.31
"2364","ENSMUSG00000022263","ENSMUSG00000022263","Trio",223435,"protein_coding","15",27730737,28025934,47.24,0.4,3.87,4.19,2.99,3.83,4.11,1.45
"2365","ENSMUSG00000022265","ENSMUSG00000022265","Ank",11732,"protein_coding","15",27466763,27594995,46.94,69.64,85.56,94.3,88.55,67.27,78.44,129.58
"2366","ENSMUSG00000022270","ENSMUSG00000022270","Retreg1",66270,"protein_coding","15",25843266,25973773,45.42,0.4,43.56,23.98,15.66,15.86,21.62,28.9
"2367","ENSMUSG00000022272","ENSMUSG00000022272","Myo10",17909,"protein_coding","15",25622611,25813759,46.9,56.39,20.31,18.69,37.91,21.68,32.38,60.82
"2368","ENSMUSG00000022280","ENSMUSG00000022280","Rnf19a",30945,"protein_coding","15",36240079,36283293,40.33,33.07,18.68,50.62,20.43,19.22,10.66,23.01
"2369","ENSMUSG00000022283","ENSMUSG00000022283","Pabpc1",18458,"protein_coding","15",36595905,36609912,42.97,102.85,118.84,116.35,114.82,76.95,48.91,59.37
"2370","ENSMUSG00000022285","ENSMUSG00000022285","Ywhaz",22631,"protein_coding","15",36771014,36797173,43.88,1255.24,2326.05,1989.49,1885.21,1829.54,822.02,1078.41
"2371","ENSMUSG00000022292","ENSMUSG00000022292","Rrm2b",382985,"protein_coding","15",37924196,37961562,39.68,7.67,19.14,18.09,20.05,17.35,5.86,6.35
"2372","ENSMUSG00000022295","ENSMUSG00000022295","Atp6v1c1",66335,"protein_coding","15",38662177,38692690,43.48,641.06,471.79,437.55,341.71,439.2,359.25,324.82
"2373","ENSMUSG00000022296","ENSMUSG00000022296","Baalc",118452,"protein_coding","15",38740784,38816307,44.83,7.79,8.77,6.74,1.85,6.21,25.07,31.96
"2374","ENSMUSG00000022297","ENSMUSG00000022297","Fzd6",14368,"protein_coding","15",38869429,38901583,43.87,9.8,8.34,2.83,9.91,2.77,0.48,5.03
"2375","ENSMUSG00000022299","ENSMUSG00000022299","Slc25a32",69906,"protein_coding","15",38954626,38976111,40.48,4.65,2.21,6.89,2.8,5.85,0,1.32
"2376","ENSMUSG00000022300","ENSMUSG00000022300","Dcaf13",223499,"protein_coding","15",38976260,39010251,40,89.78,81.79,95.64,83.4,99.07,31.68,49.27
"2377","ENSMUSG00000022305","ENSMUSG00000022305","Lrp12",239393,"protein_coding","15",39733985,39807390,40.85,66.29,11.67,38.02,22.38,17.27,11.15,22.2
"2378","ENSMUSG00000022306","ENSMUSG00000022306","Zfpm2",22762,"protein_coding","15",40518431,40967988,37.29,27.68,24.03,8.58,23.98,17.01,0,11.2
"2379","ENSMUSG00000022307","ENSMUSG00000022307","Oxr1",170719,"protein_coding","15",41310878,41724444,39.07,86.68,85.95,87.42,129.34,100.77,36.53,63.59
"2380","ENSMUSG00000022309","ENSMUSG00000022309","Angpt1",11600,"protein_coding","15",42288119,42540373,37.48,5.05,13.35,17.65,48.98,15.83,16.03,7.5
"2381","ENSMUSG00000022312","ENSMUSG00000022312","Eif3h",68135,"protein_coding","15",51649954,51728919,41.05,147.26,145.7,146.41,192.61,179.74,216.29,137.08
"2382","ENSMUSG00000022313","ENSMUSG00000022313","Utp23",78581,"protein_coding","15",51740825,51748010,43.43,42.57,15.56,22.95,35.83,17.82,3.64,30.35
"2383","ENSMUSG00000022314","ENSMUSG00000022314","Rad21",19357,"protein_coding","15",51825636,51855143,41.52,39.82,29.58,26.48,40.87,24.47,22.81,33.24
