PG.UniprotIds,PG.ProteinNames,PG.Genes,PG.ProteinDescriptions,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Qvalue
Q9CXW4,RL11_MOUSE,Rpl11,Large ribosomal subunit protein uL5,8,10,8,7,8,8,7,7,8,8,7,8,7,6,1511528,1253755,1754453.1,1020272.94,771245,1748391.2,2848651,33.1%,39.3%,28.7%,25.3%,30.3%,33.1%,29.8%,54.676231384277344,54.676231384277344,54.676231384277344,54.676231384277344,54.676231384277344,54.676231384277344,54.676231384277344,0,0,0,0,0,0,0
Q9JKD3,SCAM5_MOUSE,Scamp5,Secretory carrier-associated membrane protein 5,2,1,1,NaN,1,1,8,2,1,1,NaN,1,1,5,315435.28,196869.94,10625.821,NaN,268936.34,322776.12,547749.2,8.5%,4.7%,3.8%,NaN,4.7%,4.7%,8.5%,43.693397521972656,43.693397521972656,43.693397521972656,NaN,43.693397521972656,43.693397521972656,43.693397521972656,0,0,0,NaN,0,0,0
Q6PIC6,AT1A3_MOUSE,Atp1a3,Sodium/potassium-transporting ATPase subunit alpha-3,8,11,19,10,22,6,9,6,6,6,6,5,5,5,793406.25,627714.6,3117626.2,1276875.2,351320.12,1225163.1,1236478.8,8.2%,11%,19.9%,12.6%,23%,6.6%,10.8%,51.58989334106445,51.58989334106445,51.58989334106445,51.58989334106445,51.58989334106445,51.58989334106445,51.58989334106445,0,0,0,0,0,0,0
Q5U4C3,SFR19_MOUSE,Scaf1,"Splicing factor, arginine/serine-rich 19",9,5,12,13,7,NaN,NaN,5,5,6,6,5,NaN,NaN,1297605.8,1323331.9,2542897.5,2135955.8,2212141.5,NaN,NaN,10.7%,4.7%,8.6%,11.1%,6.4%,NaN,NaN,51.122196197509766,51.122196197509766,51.122196197509766,51.122196197509766,51.122196197509766,NaN,NaN,0,0,0,0,0,NaN,NaN
P38647,GRP75_MOUSE,Hspa9,"Stress-70 protein, mitochondrial",7,10,18,11,12,5,7,5,5,6,8,5,5,7,684501.9,789405,915720.2,2909421,794371.8,615633.25,697465.25,13.7%,23.3%,38%,21.6%,29.6%,13.7%,13.7%,54.98310089111328,54.98310089111328,54.98310089111328,54.98310089111328,54.98310089111328,54.98310089111328,54.98310089111328,0,0,0,0,0,0,0
P48722,HS74L_MOUSE,Hspa4l,Heat shock 70 kDa protein 4L,1,NaN,5,NaN,NaN,1,NaN,1,NaN,5,NaN,NaN,1,NaN,13765.007,NaN,348615.84,NaN,NaN,33214.2,NaN,1.6%,NaN,7%,NaN,NaN,1.6%,NaN,44.87446212768555,NaN,44.87446212768555,NaN,NaN,44.87446212768555,NaN,0,NaN,0,NaN,NaN,0,NaN
O35129,PHB2_MOUSE,Phb2,Prohibitin-2,10,12,14,12,13,16,14,5,6,6,5,5,6,8,934909.6,932990.8,1840108.4,1293508.8,1261322,2107498,2228689.2,38.5%,37.5%,50.2%,41.1%,48.8%,47.5%,38.5%,52.51565933227539,52.51565933227539,52.51565933227539,52.51565933227539,52.51565933227539,52.51565933227539,52.51565933227539,0,0,0,0,0,0,0
Q9D8X2,CC124_MOUSE,Ccdc124,Coiled-coil domain-containing protein 124,2,NaN,NaN,1,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,185080.22,NaN,NaN,126321.695,NaN,NaN,NaN,7.8%,NaN,NaN,9.7%,NaN,NaN,NaN,39.377864837646484,NaN,NaN,39.377864837646484,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN
P62492,RB11A_MOUSE,Rab11a,Ras-related protein Rab-11A,5,9,6,5,7,10,9,5,7,6,5,5,8,5,884960.06,743494,1151744.6,901578.5,844260.4,2058567.9,2425188.2,22.7%,33.8%,22.7%,21.8%,38.9%,33.8%,38%,49.1165771484375,49.1165771484375,49.1165771484375,49.1165771484375,49.1165771484375,49.1165771484375,49.1165771484375,0,0,0,0,0,0,0
P16546,SPTN1_MOUSE,Sptan1,"Spectrin alpha chain, non-erythrocytic 1",20,39,58,39,10,5,NaN,5,5,5,5,5,5,NaN,576181.25,446307.66,3632486.5,1315786.9,764719.75,244865.38,NaN,9.3%,17.1%,26.5%,19.5%,4.1%,1.9%,NaN,56.886505126953125,56.886505126953125,56.886505126953125,56.886505126953125,56.886505126953125,56.886505126953125,NaN,0,0,0,0,0,0,NaN
Q9D6Z1,NOP56_MOUSE,Nop56,Nucleolar protein 56,11,17,35,11,24,2,3,5,8,7,6,6,2,3,376098.94,526592.7,3040724.8,472747.6,1522724.4,77775.02,119019.055,21%,25.3%,59.7%,19.5%,45.2%,3.3%,6.2%,54.93281936645508,54.93281936645508,54.93281936645508,54.93281936645508,54.93281936645508,54.93281936645508,54.93281936645508,0,0,0,0,0,0,0
P62918,RL8_MOUSE,Rpl8,Large ribosomal subunit protein uL2,11,9,7,10,8,11,7,6,6,6,7,5,9,7,2097887.8,1876939.8,2349224,1468787.8,2621220.2,1458926.9,1718482,44.7%,41.2%,28.4%,22.6%,43.2%,24.1%,13.2%,41.799224853515625,41.799224853515625,41.799224853515625,41.799224853515625,41.799224853515625,41.799224853515625,41.799224853515625,0,0,0,0,0,0,0
Q9QWR8,NAGAB_MOUSE,Naga,Alpha-N-acetylgalactosaminidase,8,8,5,1,3,1,1,5,5,5,1,3,1,1,795720.4,665481.2,442097.44,52906.027,202022.33,181460.1,134292.1,21.9%,17.1%,11.1%,2.7%,6.5%,2.7%,2.7%,51.898643493652344,51.898643493652344,51.898643493652344,51.898643493652344,51.898643493652344,51.898643493652344,51.898643493652344,0,0,0,0,0,0,0
P70349,HINT1_MOUSE,Hint1,Adenosine 5'-monophosphoramidase HINT1,5,5,4,5,4,4,8,5,5,4,5,4,4,6,367001.2,527060.56,1677621.5,2920606.5,723216.7,2068702.9,4577199.5,42.9%,51.6%,34.1%,57.9%,51.6%,38.9%,58.7%,55.78439712524414,55.78439712524414,55.78439712524414,55.78439712524414,55.78439712524414,55.78439712524414,55.78439712524414,0,0,0,0,0,0,0
P08553,NFM_MOUSE,Nefm,Neurofilament medium polypeptide,9,4,3,4,NaN,NaN,NaN,6,4,3,4,NaN,NaN,NaN,575027.8,221834.4,340248.94,560373.6,NaN,NaN,NaN,11.2%,5.4%,4.5%,7%,NaN,NaN,NaN,52.46747970581055,52.46747970581055,52.46747970581055,52.46747970581055,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
Q3UV17,K22O_MOUSE,Krt76,"Keratin, type II cytoskeletal 2 oral",2,2,5,1,3,13,3,2,2,5,1,3,4,3,37708960,10904.967,45583460,62166.73,22882954,703059.44,19339294,1.5%,1.5%,5.7%,1.5%,1.9%,1.9%,1.5%,35.27468490600586,35.27468490600586,35.27468490600586,35.27468490600586,35.27468490600586,35.27468490600586,35.27468490600586,0.000484027105517909,0.000484027105517909,0.000484027105517909,0.000484027105517909,0.000484027105517909,0.000484027105517909,0.000484027105517909
P17156,HSP72_MOUSE,Hspa2,Heat shock-related 70 kDa protein 2,18,20,28,34,39,11,30,6,6,8,8,7,7,8,8275594.5,8587091,17887634,7347117,8172984,6870553,6706035.5,22%,28.9%,36%,28.4%,27.2%,14.8%,30.8%,56.28017044067383,56.28017044067383,56.28017044067383,56.28017044067383,56.28017044067383,56.28017044067383,56.28017044067383,0,0,0,0,0,0,0
P05202,AATM_MOUSE,Got2,"Aspartate aminotransferase, mitochondrial",24,20,22,19,26,22,33,10,9,7,7,7,7,10,2390515,1649064,4425492,1703627.1,4101373.5,3265116.5,4643329,44.9%,41.6%,46%,38.4%,68.6%,46.3%,47.9%,49.74912643432617,49.74912643432617,49.74912643432617,49.74912643432617,49.74912643432617,49.74912643432617,49.74912643432617,0,0,0,0,0,0,0
Q9D2G2,ODO2_MOUSE,Dlst,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",3,4,3,1,2,4,4,3,4,3,1,2,4,4,355822.25,421674.22,448495,94103.45,304039.3,507747.78,622979.56,9%,11%,5.9%,1.8%,3.7%,7.7%,11.5%,44.760196685791016,44.760196685791016,44.760196685791016,44.760196685791016,44.760196685791016,44.760196685791016,44.760196685791016,0,0,0,0,0,0,0
O88543,CSN3_MOUSE,Cops3,COP9 signalosome complex subunit 3,1,NaN,3,NaN,1,1,3,1,NaN,3,NaN,1,1,3,69242.836,NaN,209773.34,NaN,25196.504,67113.31,253334,2.8%,NaN,8.3%,NaN,1.9%,1.9%,4.7%,42.86899948120117,NaN,42.86899948120117,NaN,42.86899948120117,42.86899948120117,42.86899948120117,0,NaN,0,NaN,0,0,0
Q61171,PRDX2_MOUSE,Prdx2,Peroxiredoxin-2,10,12,14,14,14,22,25,7,7,8,8,8,10,12,3107343,2546524.8,15794808,7463105.5,3761309.8,11903408,18775788,38.4%,51%,52.5%,49%,46.5%,71.2%,71.7%,49.4669189453125,49.4669189453125,49.4669189453125,49.4669189453125,49.4669189453125,49.4669189453125,49.4669189453125,0,0,0,0,0,0,0
P18760,COF1_MOUSE,Cfl1,Cofilin-1,21,24,24,24,22,27,28,10,11,15,12,11,11,9,5173305.5,4253862,7433460.5,11433507,6489563,13123118,5961437,78.3%,78.9%,78.9%,78.3%,76.5%,78.9%,71.7%,50.116214752197266,50.116214752197266,50.116214752197266,50.116214752197266,50.116214752197266,50.116214752197266,50.116214752197266,0,0,0,0,0,0,0
P17710,HXK1_MOUSE,Hk1,Hexokinase-1,10,12,19,10,8,2,6,6,6,5,5,5,2,6,321917.5,457881.72,1221830.2,394522.6,419808.66,104199.82,235236.16,8.8%,9.9%,19.1%,11.7%,6.7%,1.7%,5.1%,54.15049362182617,54.15049362182617,54.15049362182617,54.15049362182617,54.15049362182617,54.15049362182617,54.15049362182617,0,0,0,0,0,0,0
Q9R0P5,DEST_MOUSE,Dstn,Destrin,9,7,11,12,13,16,14,5,5,8,8,7,7,6,1828092,1717178.6,2893606,3816744.5,2031307.1,4333925.5,7430592,50.3%,60.6%,61.8%,53.9%,58.8%,63%,65.5%,48.5646858215332,48.5646858215332,48.5646858215332,48.5646858215332,48.5646858215332,48.5646858215332,48.5646858215332,0,0,0,0,0,0,0
O88851,RBBP9_MOUSE,Rbbp9,Putative hydrolase RBBP9,3,1,1,2,NaN,1,2,3,1,1,2,NaN,1,2,260400.95,95478.75,12850.481,24826.709,NaN,50849.375,92776.47,19.4%,8.6%,8.1%,14%,NaN,7%,4.8%,45.35848617553711,45.35848617553711,45.35848617553711,45.35848617553711,NaN,45.35848617553711,45.35848617553711,0,0,0,0,NaN,0,0
Q99JR1,SFXN1_MOUSE,Sfxn1,Sideroflexin-1,3,3,2,5,4,4,2,3,3,2,5,4,4,2,213912.97,234410.81,208118.8,522841.47,349316.3,690757.3,325822.3,10.6%,10.6%,7.1%,14.3%,15.2%,11.2%,7.5%,48.276004791259766,48.276004791259766,48.276004791259766,48.276004791259766,48.276004791259766,48.276004791259766,48.276004791259766,0,0,0,0,0,0,0
P45376,ALDR_MOUSE,Akr1b1,Aldo-keto reductase family 1 member B1,8,3,4,3,7,5,5,6,3,4,3,5,5,5,767034.44,231696.72,710641.1,281344.22,609244.7,685840.7,1036450.5,28.5%,10.4%,11.4%,10.4%,17.1%,17.7%,16.1%,42.96208953857422,42.96208953857422,42.96208953857422,42.96208953857422,42.96208953857422,42.96208953857422,42.96208953857422,0,0,0,0,0,0,0
P14148,RL7_MOUSE,Rpl7,Large ribosomal subunit protein uL30,20,25,20,20,31,14,37,9,9,9,7,8,6,11,4156639.8,13645160,11458571,6755705.5,12756212,1734358,8056228.5,44.1%,53%,55.2%,47.8%,56.3%,44.1%,57%,51.51518630981445,51.51518630981445,51.51518630981445,51.51518630981445,51.51518630981445,51.51518630981445,51.51518630981445,0,0,0,0,0,0,0
Q9Z2K1,K1C16_MOUSE,Krt16,"Keratin, type I cytoskeletal 16",12,6,8,10,7,32,22,8,6,7,7,7,19,15,5127155.5,1785598.4,2732485,1926512.8,2261184.5,13381167,15966545,12.8%,11.5%,12.6%,11.5%,12.4%,12.8%,12.8%,45.83854675292969,45.83854675292969,45.83854675292969,45.83854675292969,45.83854675292969,45.83854675292969,45.83854675292969,0,0,0,0,0,0,0
P80314,TCPB_MOUSE,Cct2,T-complex protein 1 subunit beta,5,7,6,1,14,12,10,5,5,5,1,7,5,5,306385.75,525052.94,1182735,34826.35,530338,1094563.4,1028432.2,13.1%,19.8%,18.5%,2.8%,36.4%,26.9%,25.2%,51.666847229003906,51.666847229003906,51.666847229003906,51.666847229003906,51.666847229003906,51.666847229003906,51.666847229003906,0,0,0,0,0,0,0
Q60625,ICAM5_MOUSE,Icam5,Intercellular adhesion molecule 5,10,6,6,2,2,NaN,NaN,7,6,5,2,2,NaN,NaN,855250.2,502661.9,804129.56,176941.1,93955.625,NaN,NaN,9.3%,6.5%,7.6%,3.3%,2.7%,NaN,NaN,47.122406005859375,47.122406005859375,47.122406005859375,47.122406005859375,47.122406005859375,NaN,NaN,0,0,0,0,0,NaN,NaN
P56135,ATPK_MOUSE,Atp5mf,"ATP synthase subunit f, mitochondrial",3,3,3,3,3,1,2,3,3,3,3,3,1,2,1815091.9,1668513.5,1910316,1100542.4,1944472.2,568534.94,1220753.5,36.4%,36.4%,36.4%,36.4%,36.4%,13.6%,23.9%,47.35175704956055,47.35175704956055,47.35175704956055,47.35175704956055,47.35175704956055,47.35175704956055,47.35175704956055,0,0,0,0,0,0,0
Q99K85,SERC_MOUSE,Psat1,Phosphoserine aminotransferase,9,8,10,4,8,4,5,5,6,5,4,5,4,5,510318.8,523963.28,825215.5,339492.9,516956.16,584802.75,507584.44,24.1%,19.7%,29.2%,12.7%,24.1%,10.3%,14.9%,51.70241928100586,51.70241928100586,51.70241928100586,51.70241928100586,51.70241928100586,51.70241928100586,51.70241928100586,0,0,0,0,0,0,0
Q9CY57,CHTOP_MOUSE,Chtop,Chromatin target of PRMT1 protein,3,2,3,5,4,8,4,3,2,3,5,4,8,4,334117.56,215327.19,681525.9,363404.5,1215613.1,2505137.2,932611.9,16.9%,10.4%,16.9%,14.5%,20.9%,20.9%,15.7%,48.72280502319336,48.72280502319336,48.72280502319336,48.72280502319336,48.72280502319336,48.72280502319336,48.72280502319336,0,0,0,0,0,0,0
O88307,SORL_MOUSE,Sorl1,Sortilin-related receptor,4,NaN,NaN,NaN,NaN,1,NaN,4,NaN,NaN,NaN,NaN,1,NaN,164064.7,NaN,NaN,NaN,NaN,57371.84,NaN,1.8%,NaN,NaN,NaN,NaN,0.7%,NaN,51.115413665771484,NaN,NaN,NaN,NaN,51.115413665771484,NaN,0,NaN,NaN,NaN,NaN,0,NaN
Q9WTT4,VATG2_MOUSE,Atp6v1g2,V-type proton ATPase subunit G 2,2,3,3,4,7,8,3,2,3,3,4,7,7,3,288344.34,334348.22,697139.1,1549869.8,510804.62,1202799,1157947.8,30.5%,31.4%,23.7%,41.5%,41.5%,68.6%,31.4%,57.04069137573242,57.04069137573242,57.04069137573242,57.04069137573242,57.04069137573242,57.04069137573242,57.04069137573242,0,0,0,0,0,0,0
P43006,EAA2_MOUSE,Slc1a2,Excitatory amino acid transporter 2,19,19,16,11,13,2,4,9,10,8,7,9,2,4,3525604.2,1825359.8,3633376.5,1899920.8,1349330.1,225129.38,569321.4,27.6%,25.3%,25.5%,16.6%,22%,4.2%,6.8%,50.00438690185547,50.00438690185547,50.00438690185547,50.00438690185547,50.00438690185547,50.00438690185547,50.00438690185547,0,0,0,0,0,0,0
Q9CXW3,CYBP_MOUSE,Cacybp,Calcyclin-binding protein,1,1,7,4,2,5,4,1,1,5,4,2,5,4,86435.58,85765.87,655458.8,599094.4,177302.73,257937.05,824739.4,6.6%,10%,45%,26.6%,7.9%,24%,32.8%,47.071998596191406,47.071998596191406,47.071998596191406,47.071998596191406,47.071998596191406,47.071998596191406,47.071998596191406,0,0,0,0,0,0,0
Q91ZX7,LRP1_MOUSE,Lrp1,Prolow-density lipoprotein receptor-related protein 1,52,36,22,10,2,NaN,NaN,5,5,5,5,2,NaN,NaN,690541.4,491775.44,414081.88,321336.97,79438.47,NaN,NaN,12.8%,8.1%,5.1%,2.2%,0.5%,NaN,NaN,56.09468460083008,56.09468460083008,56.09468460083008,56.09468460083008,56.09468460083008,NaN,NaN,0,0,0,0,0,NaN,NaN
Q3TDK6,ROGDI_MOUSE,Rogdi,Protein rogdi homolog,2,NaN,1,NaN,1,2,1,2,NaN,1,NaN,1,2,1,34088.918,NaN,32908.17,NaN,58807.387,95401.87,85332.49,3.8%,NaN,3.8%,NaN,3.8%,6.3%,2.8%,45.4914665222168,NaN,45.4914665222168,NaN,45.4914665222168,45.4914665222168,45.4914665222168,0,NaN,0,NaN,0,0,0
Q91V41,RAB14_MOUSE,Rab14,Ras-related protein Rab-14,8,7,11,11,7,19,16,5,5,5,6,5,9,7,1392480.1,1061987.2,2540351.5,1377086.5,1649386.8,2433755,2418238.5,48.4%,34.4%,58.1%,56.7%,44.7%,78.6%,65.6%,56.26370620727539,56.26370620727539,56.26370620727539,56.26370620727539,56.26370620727539,56.26370620727539,56.26370620727539,0,0,0,0,0,0,0
Q8K0U4,HS12A_MOUSE,Hspa12a,Heat shock 70 kDa protein 12A,1,1,7,1,8,3,6,1,1,6,1,6,3,5,52570.957,110193.17,603250.25,37573.24,524669,254249.28,410125.78,1.5%,1.9%,10.8%,1%,11.7%,4.9%,9.5%,45.0509033203125,45.0509033203125,45.0509033203125,45.0509033203125,45.0509033203125,45.0509033203125,45.0509033203125,0,0,0,0,0,0,0
Q9DCL9,PUR6_MOUSE,Paics,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,2,3,2,NaN,3,2,1,2,3,2,NaN,3,2,1,60181.242,156691.34,255310.6,NaN,159314.38,232992.55,16228.854,5.6%,9.4%,5.9%,NaN,9.6%,8.5%,2.6%,50.924278259277344,50.924278259277344,50.924278259277344,NaN,50.924278259277344,50.924278259277344,50.924278259277344,0,0,0,NaN,0,0,0
Q9R1P0,PSA4_MOUSE,Psma4,Proteasome subunit alpha type-4,5,4,5,2,7,4,7,5,4,5,2,7,4,7,653842.44,465049.9,1626314.5,378315.88,893847.94,859895.75,1373111.9,24.1%,14.9%,27.6%,8.8%,30.7%,14.9%,18.4%,51.2694206237793,51.2694206237793,51.2694206237793,51.2694206237793,51.2694206237793,51.2694206237793,51.2694206237793,0,0,0,0,0,0,0
P54071,IDHP_MOUSE,Idh2,"Isocitrate dehydrogenase [NADP], mitochondrial",12,11,11,4,10,4,13,5,6,7,4,5,4,6,727105.06,682849.75,1350166.6,469377.38,469968.03,532683.8,759654.75,31.4%,23.7%,21.7%,10.8%,23.5%,11.3%,25.4%,53.49535369873047,53.49535369873047,53.49535369873047,53.49535369873047,53.49535369873047,53.49535369873047,53.49535369873047,0,0,0,0,0,0,0
P0C0S6;Q3THW5,H2AZ_MOUSE;H2AV_MOUSE,H2az1;H2az2,Histone H2A.Z;Histone H2A.V,5,7,4,7,5,8,5,5,7,4,7,5,8,5,2145264,3374685,532953.75,3278474.5,3154433,3773086.2,2776565,46.9%;46.9%,46.9%;46.9%,41.4%;41.4%,46.9%;46.9%,46.9%;46.9%,46.9%;46.9%,41.4%;41.4%,45.00241470336914,45.00241470336914,45.00241470336914,45.00241470336914,45.00241470336914,45.00241470336914,45.00241470336914,0,0,0,0,0,0,0
P06151,LDHA_MOUSE,Ldha,L-lactate dehydrogenase A chain,16,17,20,18,53,28,32,5,7,6,7,9,7,8,3824608.2,3243039.5,8295669,3535583.2,7068219,13564341,12968472,61.4%,71.1%,62.7%,55.1%,79.5%,70.2%,63.9%,51.69426345825195,51.69426345825195,51.69426345825195,51.69426345825195,51.69426345825195,51.69426345825195,51.69426345825195,0,0,0,0,0,0,0
P41105,RL28_MOUSE,Rpl28,Large ribosomal subunit protein eL28,7,8,5,6,8,15,7,5,7,5,6,6,7,6,2237237.5,2538257.5,1574813.6,1209503,3237262.8,5628926.5,3011191,44.5%,35%,34.3%,34.3%,40.1%,53.3%,35%,48.781436920166016,48.781436920166016,48.781436920166016,48.781436920166016,48.781436920166016,48.781436920166016,48.781436920166016,0,0,0,0,0,0,0
Q91V12,BACH_MOUSE,Acot7,Cytosolic acyl coenzyme A thioester hydrolase,6,4,8,3,15,9,16,5,4,6,3,10,7,10,927505.1,573348.25,2871069.8,667879.3,2315079.8,2557859.5,2403066.8,22.6%,14.2%,23.4%,8.9%,38.6%,21%,28.1%,57.749996185302734,57.749996185302734,57.749996185302734,57.749996185302734,57.749996185302734,57.749996185302734,57.749996185302734,0,0,0,0,0,0,0
Q07076,ANXA7_MOUSE,Anxa7,Annexin A7,1,NaN,13,10,NaN,13,19,1,NaN,6,7,NaN,8,6,11974.463,NaN,1589840.6,616621.75,NaN,1127532.8,1833424.8,1.7%,NaN,24.4%,22.5%,NaN,26.1%,35%,54.54299545288086,NaN,54.54299545288086,54.54299545288086,NaN,54.54299545288086,54.54299545288086,0,NaN,0,0,NaN,0,0
P57776,EF1D_MOUSE,Eef1d,Elongation factor 1-delta,3,3,6,5,2,3,7,3,3,6,5,2,3,7,240246.8,223651.31,619188.6,342809.8,145186.69,270790.88,471982.44,10.7%,10.7%,23.5%,14.9%,7.5%,6.8%,19.9%,51.15360641479492,51.15360641479492,51.15360641479492,51.15360641479492,51.15360641479492,51.15360641479492,51.15360641479492,0,0,0,0,0,0,0
O89053,COR1A_MOUSE,Coro1a,Coronin-1A,2,2,7,4,4,3,5,2,2,5,4,4,3,5,256486.81,176601.5,1039101.5,259093.64,474726.75,288452.7,474548.4,5.6%,3.9%,15%,9.5%,9.8%,6.3%,12.1%,47.31513214111328,47.31513214111328,47.31513214111328,47.31513214111328,47.31513214111328,47.31513214111328,47.31513214111328,0,0,0,0,0,0,0
P60843,IF4A1_MOUSE,Eif4a1,Eukaryotic initiation factor 4A-I,11,14,14,11,16,28,19,5,5,6,6,5,8,10,896332.9,491112.88,1411910.2,639110.4,1163048,2864767.2,1817293.6,28.3%,37.7%,35.7%,21.7%,49.5%,55.4%,29.3%,54.28567886352539,54.28567886352539,54.28567886352539,54.28567886352539,54.28567886352539,54.28567886352539,54.28567886352539,0,0,0,0,0,0,0
Q9DB77,QCR2_MOUSE,Uqcrc2,"Cytochrome b-c1 complex subunit 2, mitochondrial",12,14,14,12,17,15,18,6,6,6,6,6,7,8,1091926.5,1004318.1,2015299.4,600809.94,1831659.8,1733866.5,1859674,38.9%,36.6%,41.5%,33.3%,50.1%,40.4%,51%,58.44911575317383,58.44911575317383,58.44911575317383,58.44911575317383,58.44911575317383,58.44911575317383,58.44911575317383,0,0,0,0,0,0,0
Q7TSJ2,MAP6_MOUSE,Map6,Microtubule-associated protein 6,1,NaN,3,26,1,NaN,1,1,NaN,3,8,1,NaN,1,113576.766,NaN,123825.305,981133.9,77281.3,NaN,35960.445,2%,NaN,4.9%,30.5%,2%,NaN,2.4%,45.67398452758789,NaN,45.67398452758789,45.67398452758789,45.67398452758789,NaN,45.67398452758789,0,NaN,0,0,0,NaN,0
Q8C1B7,SEP11_MOUSE,Septin11,Septin-11,6,3,8,5,6,NaN,1,6,3,7,5,5,NaN,1,705828.1,447372.06,2037241.2,647701.25,1010950.75,NaN,173776.3,13.5%,8.6%,17.2%,15.5%,14.8%,NaN,1.6%,44.14755630493164,44.14755630493164,44.14755630493164,44.14755630493164,44.14755630493164,NaN,44.14755630493164,0,0,0,0,0,NaN,0
Q9JM93,AR6P4_MOUSE,Arl6ip4,ADP-ribosylation factor-like protein 6-interacting protein 4,2,3,2,3,1,NaN,NaN,2,3,2,3,1,NaN,NaN,84296.69,175850.95,601857.94,416649.28,59610.82,NaN,NaN,8.7%,15.3%,12.7%,22.3%,8.7%,NaN,NaN,56.62892150878906,56.62892150878906,56.62892150878906,56.62892150878906,56.62892150878906,NaN,NaN,0,0,0,0,0,NaN,NaN
O35593,PSDE_MOUSE,Psmd14,26S proteasome non-ATPase regulatory subunit 14,2,1,2,1,3,4,2,2,1,2,1,3,4,2,128198.734,88113.84,189477.69,27677.037,669081.94,474524.53,352950,6.5%,4.2%,6.8%,2.3%,13.5%,13.2%,6.5%,48.65117263793945,48.65117263793945,48.65117263793945,48.65117263793945,48.65117263793945,48.65117263793945,48.65117263793945,0,0,0,0,0,0,0
Q8CAQ8,MIC60_MOUSE,Immt,MICOS complex subunit Mic60,12,15,10,4,13,NaN,4,5,5,5,4,5,NaN,4,547379.06,493443.2,633395.94,375841.66,565566.2,NaN,311784.5,17.4%,21.4%,17.2%,6.9%,18%,NaN,6.9%,53.94584655761719,53.94584655761719,53.94584655761719,53.94584655761719,53.94584655761719,NaN,53.94584655761719,0,0,0,0,0,NaN,0
