RBP_ID	Family_ID	RSource_ID	Motif_ID	MSource_ID	DBID	RBP_Name	RBP_Species	RBP_Status	Family_Name	RBDs	RBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	RBPSource_Name	RBPSource_URL	RBPSource_Year	RBPSource_Month	RBPSource_Day
T037426_2.00	F43_2.00	TS12_2.00	M00608_2.00	MS06_2.00	ENSMUSG00000057706	Mex3b	Mus_musculus	I	KH	KH_1	1	0.70	MEX3D_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037426_2.00	F43_2.00	TS12_2.00	M17196_2.00	MS13_2.00	ENSMUSG00000057706	Mex3b	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000057706	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037426_2.00	F43_2.00	TS12_2.00	M17196_2.00	MS13_2.00	ENSMUSG00000057706	Mex3b	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000057706	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M00068_2.00	MS14_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00047	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M00135_2.00	MS14_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00118	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M00460_2.00	MS12_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	149_16041388	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M00479_2.00	MS12_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	279_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M00620_2.00	MS06_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	QKI_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M00621_2.00	MS06_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	QKI_linear_2	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M17200_2.00	MS13_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000062078	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037427_2.00	F43_2.00	TS12_2.00	M17200_2.00	MS13_2.00	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000062078	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037428_2.00	F43_2.00	TS12_2.00	.	.	ENSMUSG00000062791	Gm382	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037429_2.00	F43_2.00	TS12_2.00	.	.	ENSMUSG00000063334	Krr1	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037430_2.00	F43_2.00	TS12_2.00	M00048_2.00	MS14_2.00	ENSMUSG00000063902	ENSMUSG00000063902	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00026	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037430_2.00	F43_2.00	TS12_2.00	M00439_2.00	MS13_2.00	ENSMUSG00000063902	ENSMUSG00000063902	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT01679	RNAcompete	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037430_2.00	F43_2.00	TS12_2.00	M00744_2.00	MS05_2.00	ENSMUSG00000063902	ENSMUSG00000063902	Mus_musculus	I	KH	KH_1	1	0.70	HNRNPK_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037430_2.00	F43_2.00	TS12_2.00	M00745_2.00	MS05_2.00	ENSMUSG00000063902	ENSMUSG00000063902	Mus_musculus	I	KH	KH_1	1	0.70	HNRNPK_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037430_2.00	F43_2.00	TS12_2.00	M17203_2.00	MS13_2.00	ENSMUSG00000063902	ENSMUSG00000063902	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000063902	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037430_2.00	F43_2.00	TS12_2.00	M17203_2.00	MS13_2.00	ENSMUSG00000063902	ENSMUSG00000063902	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000063902	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037431_2.00	F43_2.00	TS12_2.00	.	.	ENSMUSG00000070291	Ddx43	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037432_2.00	F43_2.00	TS12_2.00	M00144_2.00	MS14_2.00	ENSMUSG00000074480	Mex3a	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00129	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037432_2.00	F43_2.00	TS12_2.00	M00605_2.00	MS06_2.00	ENSMUSG00000074480	Mex3a	Mus_musculus	I	KH	KH_1	1	0.70	MEX3B_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037432_2.00	F43_2.00	TS12_2.00	M00606_2.00	MS06_2.00	ENSMUSG00000074480	Mex3a	Mus_musculus	I	KH	KH_1	1	0.70	MEX3B_linear_2	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037432_2.00	F43_2.00	TS12_2.00	M00607_2.00	MS06_2.00	ENSMUSG00000074480	Mex3a	Mus_musculus	I	KH	KH_1	1	0.70	MEX3C_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037432_2.00	F43_2.00	TS12_2.00	M00608_2.00	MS06_2.00	ENSMUSG00000074480	Mex3a	Mus_musculus	I	KH	KH_1	1	0.70	MEX3D_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037432_2.00	F43_2.00	TS12_2.00	M17215_2.00	MS13_2.00	ENSMUSG00000074480	Mex3a	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000074480	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T037432_2.00	F43_2.00	TS12_2.00	M17215_2.00	MS13_2.00	ENSMUSG00000074480	Mex3a	Mus_musculus	I	KH	KH_1	1	0.70	RM_Mus.mus_ENSMUSG00000074480	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00054_2.00	MS14_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RNCMPT00033	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00185_2.00	MS14_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RNCMPT00172	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00491_2.00	MS12_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	355_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00492_2.00	MS12_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	356_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00493_2.00	MS12_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	357_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00494_2.00	MS12_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	359_12507992	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00747_2.00	MS05_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	IGF2BP1_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M00748_2.00	MS05_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	IGF2BP2_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M17103_2.00	MS13_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RM_Mus.mus_ENSMUSG00000013415	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045993_2.00	F47_2.00	TS12_2.00	M17103_2.00	MS13_2.00	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RM_Mus.mus_ENSMUSG00000013415	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00054_2.00	MS14_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RNCMPT00033	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00185_2.00	MS14_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RNCMPT00172	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00491_2.00	MS12_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	355_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00492_2.00	MS12_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	356_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00493_2.00	MS12_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	357_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00494_2.00	MS12_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	359_12507992	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00747_2.00	MS05_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	IGF2BP1_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M00748_2.00	MS05_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	IGF2BP2_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M17145_2.00	MS13_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RM_Mus.mus_ENSMUSG00000029814	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045994_2.00	F47_2.00	TS12_2.00	M17145_2.00	MS13_2.00	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RM_Mus.mus_ENSMUSG00000029814	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00054_2.00	MS14_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RNCMPT00033	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00185_2.00	MS14_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RNCMPT00172	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00491_2.00	MS12_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	355_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00492_2.00	MS12_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	356_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00493_2.00	MS12_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	357_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00494_2.00	MS12_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	359_12507992	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00747_2.00	MS05_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	IGF2BP1_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M00748_2.00	MS05_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	IGF2BP2_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M17159_2.00	MS13_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RM_Mus.mus_ENSMUSG00000033581	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T045995_2.00	F47_2.00	TS12_2.00	M17159_2.00	MS13_2.00	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRMs_3D	2	0.70	RM_Mus.mus_ENSMUSG00000033581	JPLE	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T046243_2.00	F48_2.00	TS12_2.00	.	.	ENSMUSG00000020464	Pnpt1	Mus_musculus	N	KH,S1	KH_1,S1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T046509_2.00	F49_2.00	TS12_2.00	.	.	ENSMUSG00000014329	Bicc1	Mus_musculus	N	KH,SAM	KH_1,SAM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T046982_2.00	F50_2.00	TS12_2.00	.	.	ENSMUSG00000025762	Larp1b	Mus_musculus	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T046983_2.00	F50_2.00	TS12_2.00	M00602_2.00	MS06_2.00	ENSMUSG00000034839	Larp6	Mus_musculus	I	La	La	1	0.70	LARP6_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T046984_2.00	F50_2.00	TS12_2.00	.	.	ENSMUSG00000037331	Larp1	Mus_musculus	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T048422_2.00	F51_2.00	TS12_2.00	.	.	ENSMUSG00000023025	Larp4	Mus_musculus	N	La,RRM	La,RRMs_3D	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T048423_2.00	F51_2.00	TS12_2.00	.	.	ENSMUSG00000027968	Larp7	Mus_musculus	N	La,RRM	La,RRMs_3D	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T048424_2.00	F51_2.00	TS12_2.00	.	.	ENSMUSG00000033499	Larp4b	Mus_musculus	N	La,RRM	La,RRMs_3D	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T048425_2.00	F51_2.00	TS12_2.00	.	.	ENSMUSG00000068882	Ssb	Mus_musculus	N	La,RRM	La,RRMs_3D	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051645_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000016150	Tenm1	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051646_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000024913	Lrp5	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051647_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000025078	Nhlrc2	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051648_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000026335	Pam	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051649_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000027993	Trim2	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051650_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000031561	Tenm3	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051651_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000033096	Apmap	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051652_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000036989	Trim3	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051653_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000042997	Nhlrc3	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051654_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000044231	Nhlrc1	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051655_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000048078	Tenm4	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051656_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000049336	Tenm2	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051657_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000051675	Trim32	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051658_2.00	F53_2.00	TS12_2.00	M00002_2.00	MS09_2.00	ENSMUSG00000079259	Trim71	Mus_musculus	I	NHL	NHL	1	0.70	HybID_1057	RNAcompete	Loedige_2015	RNAcompete	Loedige	2015	26527002	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T051659_2.00	F53_2.00	TS12_2.00	.	.	ENSMUSG00000090113	Nhlrc4	Mus_musculus	N	NHL	NHL	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056957_2.00	F55_2.00	TS12_2.00	.	.	ENSMUSG00000019297	Nop9	Mus_musculus	N	PUF	PUF	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056958_2.00	F55_2.00	TS12_2.00	M00484_2.00	MS12_2.00	ENSMUSG00000020594	Pum2	Mus_musculus	D	PUF	PUF	1	0.70	329_11780640	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056958_2.00	F55_2.00	TS12_2.00	M00485_2.00	MS12_2.00	ENSMUSG00000020594	Pum2	Mus_musculus	D	PUF	PUF	1	0.70	330_11780640	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056959_2.00	F55_2.00	TS12_2.00	M00067_2.00	MS14_2.00	ENSMUSG00000028580	Pum1	Mus_musculus	I	PUF	PUF	1	0.70	RNCMPT00046	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056959_2.00	F55_2.00	TS12_2.00	M00119_2.00	MS14_2.00	ENSMUSG00000028580	Pum1	Mus_musculus	I	PUF	PUF	1	0.70	RNCMPT00101	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056959_2.00	F55_2.00	TS12_2.00	M00120_2.00	MS14_2.00	ENSMUSG00000028580	Pum1	Mus_musculus	I	PUF	PUF	1	0.70	RNCMPT00102	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056959_2.00	F55_2.00	TS12_2.00	M00121_2.00	MS14_2.00	ENSMUSG00000028580	Pum1	Mus_musculus	I	PUF	PUF	1	0.70	RNCMPT00103	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056959_2.00	F55_2.00	TS12_2.00	M00122_2.00	MS14_2.00	ENSMUSG00000028580	Pum1	Mus_musculus	I	PUF	PUF	1	0.70	RNCMPT00104	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T056959_2.00	F55_2.00	TS12_2.00	M00123_2.00	MS14_2.00	ENSMUSG00000028580	Pum1	Mus_musculus	I	PUF	PUF	1	0.70	RNCMPT00105	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
